text,raw_label,label,source,is_synthetic
помощь в разговоре со службой поддержки клиентов,general_info,general_info,ikshana,False
"хочу узнать стоимость рассылки, как мне это сделать?",delivery,delivery,bitext,False
где я мог подписаться на чертову корпоративную рассылку?,account,account,ikshana,False
удалить товар из покупки 2TBYSYJA,order_status,order_status,ikshana,False
Мне нужна помощь в загрузке счета № 12588.,payment_refund,payment_refund,ikshana,False
"заказанная мной чертова посылка была раздавлена, как я могу об этом сообщить?",return_exchange,return_exchange,bitext,False
"Мне нужна помощь, чтобы подписаться на новостную рассылку вашей компании",account,account,ikshana,False
"Я ищу информацию о чертовых распродажах, как мне ее найти?",promo_loyalty,promo_loyalty,bitext,False
"Ищу информацию о чертовых продуктах, где ее взять?",product_info,product_info,bitext,False
"моя доставка не была вовремя, мне нужна помощь, чтобы сообщить о чертовой проблеме с доставкой",delivery,delivery,bitext,False
"Я бы хотел узнать о сроках доставки моего заказа, могу дать мне некоторую информацию.",delivery,delivery,bitext,False
"Я хотел бы узнать о чертовых продуктах, как я могу получить больше информации?",product_info,product_info,bitext,False
"Я хотел бы проверить время доставки, мне нужна помощь",delivery,delivery,bitext,False
Кто жена Обамы?,general_info,general_info,runlu,False
"PDA, каковы цены на акции",product_info,product_info,runlu,False
Какова цена AMD на фондовом рынке?,product_info,product_info,runlu,False
"нужна помощь, оставив отзыв об услуге",product_info,product_info,ikshana,False
"Я хотел бы использовать ваше мобильное приложение, могу ли я получить помощь?",technical_issue,technical_issue,bitext,False
хочу помочь получить возврат моих денег,payment_refund,payment_refund,ikshana,False
у меня возникли проблемы с отправкой другого адреса доставки,delivery,delivery,ikshana,False
Я получаю чертову ошибку в приложении на своем телефоне. Можете ли вы помочь мне сообщить об этом?,technical_issue,technical_issue,bitext,False
проблема с вводом моего нового адреса доставки,delivery,delivery,ikshana,False
"Мне нужна помощь, чтобы увидеть плату за досрочный выход",order_status,order_status,ikshana,False
мне нужна помощь в проверке способов оплаты,payment_refund,payment_refund,ikshana,False
"мне нужно открыть чертов счет, ты можешь мне помочь?",account,account,bitext,False
Можете ли вы помочь мне увидеть наличие этого чертового продукта в Интернете?,product_info,product_info,bitext,False
"Мне нужно проверить часы работы твоего чертового магазина, могу ли я чем-нибудь помочь?",general_info,general_info,bitext,False
"Я бы хотел использовать твое чертово приложение, как мне это сделать?",technical_issue,technical_issue,bitext,False
Я получал письма от Тима?,general_info,general_info,runlu,False
"Мне нужно найти свой чертов заказ, ты можешь мне помочь?",order_status,order_status,bitext,False
как проверить принятые способы оплаты?,payment_refund,payment_refund,ikshana,False
"мобильное приложение не работает на моем Mac, мне нужна помощь, чтобы сообщить об этой чертовой ошибке",technical_issue,technical_issue,bitext,False
Нужна помощь в проверке комиссий за снятие средств,order_status,order_status,ikshana,False
"Мне нужно проверить, в каких случаях я могу запросить возмещение",payment_refund,payment_refund,ikshana,False
Есть ли подъезжающий поезд из Лондона в Париж и во сколько?,delivery,delivery,runlu,False
"где я могу увидеть, когда придет моя посылка?",delivery,delivery,ikshana,False
"мне нужна информация о продажах, где я могу ее найти",promo_loyalty,promo_loyalty,bitext,False
хочу помочь получить пароль моего prl-файла,account,account,ikshana,False
"Я хочу использовать ваше приложение, как это сделать?",technical_issue,technical_issue,bitext,False
"нужно удалить чертовы товары из корзины, можете мне помочь",product_info,product_info,bitext,False
как я могу вернуть некоторые чертовы товары вне срока возврата?,return_exchange,return_exchange,bitext,False
"Я хотел бы посмотреть, где находится мой чертов заказ, как мне его сделать?",order_status,order_status,bitext,False
я ожидаю возмещения 10 долларов,payment_refund,payment_refund,ikshana,False
"Мне нужно просмотреть историю заказов, вы мне поможете?",account,account,bitext,False
как получить чертову компенсацию,return_exchange,return_exchange,bitext,False
"Я хотел бы узнать больше о распродажах, можете ли вы дать мне некоторую информацию?",promo_loyalty,promo_loyalty,bitext,False
Мне нужно указать дополнительный адрес доставки.,delivery,delivery,ikshana,False
"Я не получил свою посылку, мне нужна помощь в сообщении о проблемах с доставкой.",delivery,delivery,bitext,False
"Мне нужна информация о следующих распродажах, как я могу ее найти?",promo_loyalty,promo_loyalty,bitext,False
Можете ли вы помочь мне составить список разрешенных способов оплаты?,payment_refund,payment_refund,ikshana,False
где я могу проверить плату за прекращение?,order_status,order_status,ikshana,False
сайт не работает на моем устройстве. Можете ли вы помочь мне сообщить о проблеме?,technical_issue,technical_issue,bitext,False
"нужно просмотреть мою историю покупок, вы мне поможете",account,account,bitext,False
Время поезда на станции Гэри идёт к Форту Уэйну сегодня,delivery,delivery,runlu,False
"Я не знаю, как мне скачать счет №00108.",payment_refund,payment_refund,ikshana,False
расскажи мне о моей подписке на твой информационный бюллетень,account,account,ikshana,False
помощь в загрузке моих счетов от Джона,payment_refund,payment_refund,ikshana,False
"Мне нужно отменить чертов онлайн-заказ, могу ли я получить помощь?",order_status,order_status,bitext,False
"я сделал чертов заказ и не получил счет, могу ли я его скачать",payment_refund,payment_refund,bitext,False
"хочу предложить идею по улучшению продукта, как я могу это сделать",other,other,bitext,False
Ошибка при оплате картой,payment_refund,payment_refund,synthetic_dataset,True
можете помочь мне поговорить со службой поддержки клиентов,general_info,general_info,ikshana,False
"хочу помочь проверить, есть ли какие-либо новости о моем возврате средств",payment_refund,payment_refund,ikshana,False
"Мне нужно купить кое-какие чертовы вещи, могу ли я получить помощь?",order_status,order_status,ikshana,False
Расскажите мне о сегодняшних рыночных тенденциях для [компании],product_info,product_info,runlu,False
"мне нужно добавить товары в корзину, могу ли я получить помощь",product_info,product_info,bitext,False
"Я бы хотел вернуть чертовы вещи из Интернета, как мне это сделать?",return_exchange,return_exchange,bitext,False
"хочу сообщить о проблемах в купленном мной продукте, нужно ли мне это сделать",product_info,product_info,bitext,False
Мой заказ ещё не пришёл,order_status,order_status,synthetic_dataset,True
"я не могу заставить сайт работать на своем компьютере, мне нужна помощь, чтобы сообщить о чертовой проблеме",technical_issue,technical_issue,bitext,False
- какова применимая плата за пересчет валют.,payment_refund,payment_refund,runlu,False
"я купил товар, но он мне не нравится, могу ли я его вернуть?",return_exchange,return_exchange,bitext,False
"Я хочу посмотреть, где мой чертов груз, как я могу это сделать?",order_status,order_status,bitext,False
"У меня есть жалоба, помогите мне ее подать",other,other,bitext,False
"есть ли раздел, где можно оставить отзыв о вашей продукции?",product_info,product_info,ikshana,False
еще один стандартный аккаунт,account,account,ikshana,False
"Я хотел бы оставить чертовски предложение, могу ли я получить помощь?",other,other,bitext,False
"Я хотел бы узнать больше об этом чертовом продукте, можете ли вы дать мне некоторую информацию?",product_info,product_info,bitext,False
"Я хотел бы узнать больше о ближайших к черту магазинах, вы можете дать мне некоторую информацию?",general_info,general_info,bitext,False
"моя доставка была задержана, я хотел бы сообщить о чертовых проблемах с доставкой",delivery,delivery,bitext,False
помогите мне увидеть статус моей подписки на рассылку новостей,account,account,ikshana,False
"Я хотел бы использовать ваше приложение, мне нужна помощь",technical_issue,technical_issue,bitext,False
"Мне нравится информация о часах работы вашего магазина, где я могу ее получить",general_info,general_info,bitext,False
Я пытаюсь поговорить с кем-то,other,other,ikshana,False
"я не могу заставить приложение работать на своем компьютере, мне нужно сообщить о проблеме",technical_issue,technical_issue,bitext,False
"хочу добавить товары в корзину, как мне это сделать?",product_info,product_info,bitext,False
"Я не знаю, что делать, чтобы потребовать возврат денег.",payment_refund,payment_refund,ikshana,False
"нужна помощь, разговариваю с оператором",other,other,ikshana,False
где я могу проверить чертову стоимость доставки?,delivery,delivery,bitext,False
Мне нужно отправить чертов комментарий о вашей компании.,other,other,bitext,False
"Я ищу информацию о твоих чертовых часах посещения магазинов, как я могу ее получить?",general_info,general_info,bitext,False
Какие способы оплаты?,payment_refund,payment_refund,synthetic_dataset,True
"Мне нужно воспользоваться твоим чертовым мобильным приложением, как мне это сделать?",technical_issue,technical_issue,bitext,False
изменить информацию в аккаунте Platinum,account,account,ikshana,False
У меня сложный вопрос,other,other,synthetic_dataset,True
"Я хотел бы оставить отзыв о продукте, мне нужна помощь",other,other,bitext,False
"Я хотел бы увидеть наличие этого чертового товара, где мне это сделать?",product_info,product_info,bitext,False
"мой чертов пароль украли, могу я его сбросить?",account,account,bitext,False
помогите мне добавить несколько товаров в заказ USI3D4J7,order_status,order_status,ikshana,False
"мне нужно отправить письмо в чертову службу поддержки, где мне это сделать?",general_info,general_info,bitext,False
"Я ищу информацию о следующих распродажах, может мне помочь.",promo_loyalty,promo_loyalty,bitext,False
открыть стандартный счет для моего отца,account,account,ikshana,False
Веб-сайт не работает на моем мобильном телефоне. Можете ли вы помочь мне сообщить об ошибке?,technical_issue,technical_issue,bitext,False
"приложение не работает на моем мобильном телефоне, можете ли вы помочь мне сообщить об ошибке?",technical_issue,technical_issue,bitext,False
"Мне нужна поддержка, чтобы обновить адрес доставки",delivery,delivery,ikshana,False
могу ли я оставить проклятое мнение о товаре?,product_info,product_info,ikshana,False
какой у вас номер телефона службы поддержки клиентов?,general_info,general_info,ikshana,False
"помощь в проверке, когда придет моя статья",delivery,delivery,ikshana,False
"Я пытаюсь узнать, в какое время я могу позвонить в службу поддержки клиентов",general_info,general_info,ikshana,False
"Я ищу информацию о зимних распродажах, помогите мне.",promo_loyalty,promo_loyalty,bitext,False
нужна помощь с проверкой платы за досрочный выход,order_status,order_status,ikshana,False
"Мне нужна помощь, чтобы представить идею",other,other,bitext,False
можешь помочь мне переключить чертову позицию заказа J5H3VSCH?,order_status,order_status,ikshana,False
"как я могу вернуть товар, купленный онлайн, в магазине?",return_exchange,return_exchange,bitext,False
"мне нужно запросить чертов счет, могу ли я получить помощь",payment_refund,payment_refund,bitext,False
"Я хотел бы увидеть наличие этих чертовых предметов, не могли бы вы мне помочь?",product_info,product_info,bitext,False
"Я хочу связаться со службой поддержки клиентов, мне нужна помощь.",general_info,general_info,bitext,False
"Я хочу узнать больше о следующих продажах, дайте мне некоторую информацию",promo_loyalty,promo_loyalty,bitext,False
"Мне нужно подать жалобу, могу ли я получить помощь?",other,other,ikshana,False
Валютные курсы,payment_refund,payment_refund,runlu,False
"мне нужно посмотреть наличие товара, могу ли я получить помощь",product_info,product_info,bitext,False
"мне нужно отследить свою посылку, где я могу это сделать",order_status,order_status,bitext,False
"Мне нужно поговорить с чертовым кем-нибудь, помоги мне.",other,other,bitext,False
как проверить текущий статус покупки AJNV6XHU?,order_status,order_status,ikshana,False
"Я хотел бы проверить наличие товара, могу ли я получить помощь?",product_info,product_info,bitext,False
"мне нужно сообщить о чертовой проблеме с доставкой, где я могу это сделать",delivery,delivery,bitext,False
"Мне нужно увидеть ваши варианты оплаты, как это сделать?",payment_refund,payment_refund,bitext,False
"Я хотел бы вернуть товар, который я купил в магазине онлайн",return_exchange,return_exchange,bitext,False
как я могу использовать твое мобильное приложение,technical_issue,technical_issue,bitext,False
где мне ввести свой дополнительный адрес доставки?,delivery,delivery,ikshana,False
Мне нужна помощь в проверке разрешенных способов оплаты,payment_refund,payment_refund,ikshana,False
"мне нужно проверить наличие товара, ты мне поможешь?",product_info,product_info,bitext,False
"Мне бы хотелось получить информацию о следующих распродажах, как мне ее найти?",promo_loyalty,promo_loyalty,bitext,False
"Я купил товар, но хочу отправить его обратно. Можете мне помочь?",return_exchange,return_exchange,bitext,False
"Я бы хотел поговорить с чертовым человеком, который мог бы мне помочь.",other,other,bitext,False
куда я могу сообщить о проблемах с онлайн-платежами,payment_refund,payment_refund,ikshana,False
"Я ищу информацию о продуктах, которые могли бы мне помочь.",product_info,product_info,bitext,False
"Я хотел бы узнать больше о чертовых распродажах, дайте мне немного информации.",promo_loyalty,promo_loyalty,bitext,False
Где Патегония?,general_info,general_info,runlu,False
хочу узнать больше о продажах,promo_loyalty,promo_loyalty,bitext,False
Где мой заказ 296884?,order_status,order_status,synthetic_dataset,True
"Мне нужно проверить вашу политику возмещения, где это сделать?",payment_refund,payment_refund,bitext,False
отменить заказ XDL2CK5C,order_status,order_status,ikshana,False
Можете ли вы помочь мне получить возврат денег?,payment_refund,payment_refund,ikshana,False
"Ищу информацию о чертовых распродажах, мне нужна помощь",promo_loyalty,promo_loyalty,bitext,False
как мне вернуть некоторые чертовы вещи вне периода возврата?,return_exchange,return_exchange,bitext,False
Можете ли вы помочь мне настроить другой адрес доставки?,delivery,delivery,ikshana,False
"я не могу произвести платеж, не могли бы вы помочь мне сообщить о чертовых проблемах с оплатой?",payment_refund,payment_refund,bitext,False
"Я хочу отменить чертов заказ, могу ли я получить помощь?",order_status,order_status,bitext,False
"мне нужно вернуть чертов товар, который я купил в магазине онлайн, как я могу это сделать",return_exchange,return_exchange,bitext,False
"Я хотел бы узнать о вашей гарантии возврата денег, дайте мне некоторую информацию",payment_refund,payment_refund,bitext,False
"мне нужно вернуть чертов товар, который я купил в магазине, где я могу это сделать",return_exchange,return_exchange,bitext,False
"Я хотел бы найти ближайший магазин, не могли бы вы мне помочь?",general_info,general_info,bitext,False
подача потребительского иска против вашего бизнеса,other,other,ikshana,False
"нужна помощь, чтобы получить компенсацию денег",payment_refund,payment_refund,ikshana,False
"Я должен увидеть наличие какого-то гребаного товара в Интернете, помогите мне.",product_info,product_info,bitext,False
помоги мне найти чертовы магазины рядом со мной,general_info,general_info,bitext,False
"Я хотел бы проверить твои чертовы способы оплаты, мне нужна помощь",payment_refund,payment_refund,bitext,False
как пользоваться приложением ру,technical_issue,technical_issue,bitext,False
Мне нужна помощь в поиске счетов от Джона.,payment_refund,payment_refund,ikshana,False
"сайт не работает на моем мобильном телефоне, как я могу сообщить о проблеме?",technical_issue,technical_issue,bitext,False
где я могу получить информацию о чертовом статусе моей замены,order_status,order_status,bitext,False
"Мне нужно позвонить в службу поддержки клиентов, как я могу это сделать?",general_info,general_info,ikshana,False
"Я ищу информацию о чертовых зимних распродажах, могу ли я получить какую-нибудь помощь?",promo_loyalty,promo_loyalty,bitext,False
"мне нужно поискать ближайший магазин, ты мне поможешь?",general_info,general_info,bitext,False
"нужно сообщить о технической проблеме с мобильным приложением, мне поможет",technical_issue,technical_issue,bitext,False
"мне нужно добавить элементы в catr, где я могу это сделать",product_info,product_info,bitext,False
"могу ли я обменять эти чертовы заказы, которые купил?",return_exchange,return_exchange,bitext,False
"Я вас не понимаю, мне нужна помощь, чтобы поговорить с оператором",other,other,bitext,False
даст мне информацию о часах работы,general_info,general_info,bitext,False
"Я хочу сделать гребаные переводы, могу ли я получить помощь?",payment_refund,payment_refund,bitext,False
"Мне нужна информация о чертовой распродаже, где я могу ее получить?",promo_loyalty,promo_loyalty,bitext,False
"мне нужно обменять гребаный заказ, который я купил, помогите мне",return_exchange,return_exchange,bitext,False
у вас есть похожие модели в наличии,product_info,product_info,bitext,False
"покажите мне, в каких ситуациях я могу запросить возврат средств",payment_refund,payment_refund,ikshana,False
"мне нужен чертов аккаунт, где его создать",account,account,bitext,False
"Мне нужно проверить, где находится моя чертова посылка, где я могу это сделать?",order_status,order_status,bitext,False
"Я звоню, чтобы узнать, как скоро мне ожидать посылку.",delivery,delivery,ikshana,False
"хочу использовать твое приложение, где это сделать",technical_issue,technical_issue,bitext,False
"хочу использовать твой azpp, где мне это сделать?",technical_issue,technical_issue,bitext,False
"Я ищу информацию о весенних распродажах, где я могу ее найти?",promo_loyalty,promo_loyalty,bitext,False
"Я тебя не понимаю, можешь помочь мне поговорить с агентом?",other,other,ikshana,False
Я пытаюсь найти информацию об изменении адреса,delivery,delivery,ikshana,False
"Есть ли адрес, по которому можно отправить отзыв о вашей компании?",product_info,product_info,ikshana,False
"Мне нужно закрыть свой профиль, как это сделать?",account,account,bitext,False
"Я бы хотел удалить чертовы вещи из корзины, как мне это сделать?",product_info,product_info,bitext,False
У меня возникают ошибки при попытке изменить адрес доставки.,delivery,delivery,ikshana,False
Мне нужна помощь в обмене чертовой вещи в магазине.,return_exchange,return_exchange,bitext,False
Что с моим заказом?,order_status,order_status,synthetic_dataset,True
приложение не работает на моем Mac. Не могли бы вы помочь мне сообщить о проблеме?,technical_issue,technical_issue,bitext,False
помощь в получении возмещения,payment_refund,payment_refund,ikshana,False
"Я хотел бы узнать больше о ваших часах покупок, дайте мне некоторую информацию",general_info,general_info,bitext,False
"Мне нужно найти свою чертову посылку, где ее взять?",order_status,order_status,bitext,False
помощь в составлении иска,other,other,ikshana,False
доставка в Индию,delivery,delivery,ikshana,False
Каков обменный курс между динаром и фунтом,payment_refund,payment_refund,runlu,False
"хочу поговорить со службой поддержки, можете ли вы мне помочь?",general_info,general_info,ikshana,False
пообщаться с помощником,other,other,ikshana,False
Фото товара не отображается,technical_issue,technical_issue,synthetic_dataset,True
Есть ли какие-нибудь письма с 4 часов вечера?,general_info,general_info,runlu,False
"моя чертова доставка неправильная, я хочу сообщить об этом",return_exchange,return_exchange,bitext,False
помогите мне написать комментарий к услуге,product_info,product_info,ikshana,False
Это песо стоимостью больше доллара.,payment_refund,payment_refund,runlu,False
Не могу добавить товар в корзину,technical_issue,technical_issue,synthetic_dataset,True
"Я хотел бы отправить предложение по улучшению продукта, где это сделать",other,other,bitext,False
"мобильное приложение не работает на моем компьютере, не могли бы вы помочь мне сообщить об ошибке?",technical_issue,technical_issue,bitext,False
помогите мне сообщить об ошибках при онлайн-платеже,payment_refund,payment_refund,ikshana,False
"Я хочу узнать стоимость доставки, как мне это сделать?",delivery,delivery,bitext,False
"мой адрес изменился, мне нужна помощь в его изменении",delivery,delivery,ikshana,False
"хочу помочь узнать, в какие часы я могу позвонить в службу поддержки клиентов",general_info,general_info,ikshana,False
"где я могу увидеть, когда мой товар прибудет?",delivery,delivery,ikshana,False
"хочу узнать о вашей политике возмещения расходов, как мне получить дополнительную информацию",payment_refund,payment_refund,bitext,False
помогите отправить отзыв о вашей продукции,product_info,product_info,ikshana,False
Я хотел бы использовать ваше приложение,technical_issue,technical_issue,bitext,False
"Я хочу удалить товары из корзины, где это можно сделать?",product_info,product_info,bitext,False
"один из продуктов неправильный, можно ли об этом сообщить?",return_exchange,return_exchange,bitext,False
Можете ли вы помочь мне обменять товар в магазине?,return_exchange,return_exchange,bitext,False
"что мне нужно сделать, чтобы удалить премиум-аккаунт",account,account,ikshana,False
"хочу обменять товары, как это сделать",return_exchange,return_exchange,bitext,False
"Мне нужна информация о товаре в магазине, где я могу ее получить?",return_exchange,return_exchange,bitext,False
"Мне нужно вернуть деньги, как это сделать?",return_exchange,return_exchange,bitext,False
где посмотреть стоимость доставки?,delivery,delivery,bitext,False
"Я хотел бы поговорить с чертовым оператором, могу ли я получить помощь?",other,other,bitext,False
"Я хочу отслеживать доставку, как мне это сделать?",order_status,order_status,bitext,False
"Я ищу информацию о весенних распродажах, мне нужна помощь",promo_loyalty,promo_loyalty,bitext,False
"я не знаю, что мне нужно сделать, чтобы поговорить с ассистентом",other,other,ikshana,False
"хочу посмотреть часы работы твоего магазина, как мне это сделать?",general_info,general_info,bitext,False
Мне нужна помощь в разговоре с чертовой службой поддержки клиентов.,general_info,general_info,ikshana,False
"Я хочу вернуть товар, купленный онлайн, в магазин, как мне это сделать?",return_exchange,return_exchange,bitext,False
"Я хотел бы найти чертову стойку, мне нужна помощь",general_info,general_info,bitext,False
"Я ищу информацию о чертовых весенних распродажах, где я могу ее получить?",promo_loyalty,promo_loyalty,bitext,False
Каков обменный курс рупии за доллар?,payment_refund,payment_refund,runlu,False
"Я не могу заставить сайт работать на своем телефоне, мне нужна помощь, чтобы сообщить об ошибке",technical_issue,technical_issue,bitext,False
Где найти промокоды?,promo_loyalty,promo_loyalty,synthetic_dataset,True
"мне нужно вернуть товар онлайн, где я могу это сделать",return_exchange,return_exchange,bitext,False
помогите мне подать иск клиента против вашей компании,other,other,ikshana,False
Мне бы хотелось узнать больше о чертовых продажах,promo_loyalty,promo_loyalty,bitext,False
Почему промокод не применился?,promo_loyalty,promo_loyalty,synthetic_dataset,True
"Мне нужно вернуть товар, купленный онлайн, в магазин. Могу ли я получить помощь?",return_exchange,return_exchange,bitext,False
хочу отправить обзор продукта,other,other,bitext,False
"Что это за поезд времени, приходящий из Сакраменто?",delivery,delivery,runlu,False
Заказанная мной посылка была раздавлена. Не могли бы вы помочь мне сообщить об этом?,return_exchange,return_exchange,bitext,False
"нужно поискать что-то, что я купил, могу ли я посмотреть историю своих заказов",account,account,bitext,False
"мне нужно поговорить с чертовой службой поддержки, не могли бы мне помочь",general_info,general_info,bitext,False
Я ищу информацию о статусе моего возмещения. Не могли бы вы мне помочь?,payment_refund,payment_refund,bitext,False
"Я ищу информацию о твоих чертовых часах работы, ты мне поможешь?",general_info,general_info,bitext,False
"Я купил товар, но выбрал неправильный размер, мне придется изменить свой заказ.",order_status,order_status,bitext,False
"Я хочу проверить вашу политику возмещения, помогите мне.",payment_refund,payment_refund,ikshana,False
Чем отличается модель A от B?,product_info,product_info,synthetic_dataset,True
"Я не знаю, что мне нужно сделать, чтобы уведомить о проблеме с оплатой",payment_refund,payment_refund,ikshana,False
есть ли у вас способ оставить отзыв об услуге?,product_info,product_info,ikshana,False
"Я ищу информацию о продажах, как я могу ее получить?",promo_loyalty,promo_loyalty,bitext,False
можно ли вернуть некоторые чертовы вещи в магазин?,return_exchange,return_exchange,bitext,False
"Поезд в 5 вечера в среду до Роквилла, вы вовремя?",delivery,delivery,runlu,False
нужно поискать счет от Джона,payment_refund,payment_refund,ikshana,False
"маневры, связанные с дорожной скоростью",delivery,delivery,runlu,False
"Я хотел бы оставить чертовы комментарии о продуктах, которые могут мне помочь.",other,other,bitext,False
"Я хочу узнать больше о зимних распродажах, найти некоторую информацию",promo_loyalty,promo_loyalty,bitext,False
"Я ищу информацию о зимних распродажах, можете мне помочь?",promo_loyalty,promo_loyalty,bitext,False
"хочу найти магазины в моем районе, могу ли я получить помощь",general_info,general_info,bitext,False
Во сколько поезд покидает Филадельфию?,delivery,delivery,runlu,False
мне нужно получить мой счет № 12588,payment_refund,payment_refund,ikshana,False
Я хотел бы узнать о ваших часах работы. Где я могу получить дополнительную информацию?,general_info,general_info,bitext,False
"хочу сообщить о проблеме с доставкой моего заказа, мне нужна помощь",delivery,delivery,bitext,False
"Я хотел бы узнать больше о чертовых продуктах, можете ли вы дать мне некоторую информацию?",product_info,product_info,bitext,False
"хочу узнать больше о следующих чертовых распродажах, давай найдём какую-нибудь информацию",promo_loyalty,promo_loyalty,bitext,False
"Я хотел бы подать чертову жалобу на твой бренд, помоги мне.",other,other,bitext,False
помогите мне восстановить мой пропуск,account,account,ikshana,False
"я не знаю, что мне нужно сделать, чтобы найти счет-фактуру № 85632.",payment_refund,payment_refund,ikshana,False
"что мне нужно сделать, чтобы отменить покупку K20X0TB0?",order_status,order_status,ikshana,False
"Мне нужна помощь, чтобы найти заказ DBDMU6F5.",order_status,order_status,ikshana,False
Прислал мне какие-нибудь письма?,general_info,general_info,runlu,False
"Я хотел бы исправить свои чертовы личные данные, мне нужна помощь",account,account,bitext,False
мне нужна помощь в создании платиновой учетной записи,account,account,ikshana,False
"мне нужно отслеживать свой замененный продукт, могу ли я получить помощь?",order_status,order_status,bitext,False
Какова цена акций (вставить),product_info,product_info,runlu,False
Заказ 144451 уже отправили?,order_status,order_status,synthetic_dataset,True
Я хочу узнать больше о весенних распродажах. Можете ли вы дать мне некоторую информацию?,promo_loyalty,promo_loyalty,bitext,False
"кто-то взломал мой профиль, могу ли я сбросить свой чертов пароль?",account,account,bitext,False
когда следующие распродажи,promo_loyalty,promo_loyalty,bitext,False
"я совершил покупку, но не получил счет, как мне его скачать",payment_refund,payment_refund,bitext,False
"хочу обновить свой заказ перед отправкой, как мне это сделать?",order_status,order_status,bitext,False
"мне нужно купить кое-какие чертовы продукты, как я могу это сделать?",order_status,order_status,ikshana,False
нужна помощь в связи с оператором,other,other,ikshana,False
"Мне нужна помощь, чтобы отследить мой чертов онлайн-заказ.",order_status,order_status,bitext,False
Мне нужно отследить свою гребаную посылку,order_status,order_status,bitext,False
"я разместил заказ, помогите мне отменить его",order_status,order_status,bitext,False
"Я хочу обменять товар, где я могу это сделать?",return_exchange,return_exchange,bitext,False
"мне нужно обновить свой заказ, прежде чем ты его отправишь, помогите мне",order_status,order_status,bitext,False
Я ищу информацию о распродажах,promo_loyalty,promo_loyalty,bitext,False
"Сири, какой американский доллар в японском Йене?",payment_refund,payment_refund,runlu,False
Сколько стоит 1 евро в рупиях.,payment_refund,payment_refund,runlu,False
Есть ли в наличии кроссовки Nike?,product_info,product_info,synthetic_dataset,True
нужна помощь в отмене заказа DQ0DRMYZ,order_status,order_status,ikshana,False
проблемы с исправлением порядка WGFN46EY,order_status,order_status,ikshana,False
могу ли я купить через твое приложение?,technical_issue,technical_issue,bitext,False
можно ли использовать ваше мобильное приложение,technical_issue,technical_issue,bitext,False
Мне нужно подать жалобу на ваш бренд. Вы мне поможете?,other,other,bitext,False
"Мне нужна информация о ближайших распродажах, где я могу ее получить?",promo_loyalty,promo_loyalty,bitext,False
Мне нужно увидеть чертову дату доставки моей покупки. Могу ли я это сделать?,delivery,delivery,bitext,False
"Я запросил товар на замену, но не получил его. Я хотел бы отслеживать статус товара на замену.",order_status,order_status,bitext,False
"мне нужно вернуть чертов заказ онлайн, как я могу это сделать",return_exchange,return_exchange,bitext,False
как мне скачать ебаное приложение,technical_issue,technical_issue,bitext,False
"некоторые чертовы вещи в моей посылке неправильные, не могли бы вы сообщить о них?",return_exchange,return_exchange,bitext,False
Я получил не все заказанные товары. Можете ли вы помочь мне сообщить о неполном заказе?,delivery,delivery,bitext,False
Мне нужна помощь с подпиской на рассылку новостей,account,account,ikshana,False
Какие особенности в таблице?,general_info,general_info,runlu,False
"я не знаю, что делать, чтобы возбудить иск потребителя",other,other,ikshana,False
"Мне нравится информация о продажах, как я могу ее получить?",promo_loyalty,promo_loyalty,bitext,False
"Я не знаю, что мне нужно сделать, чтобы перейти на Платиновый аккаунт.",account,account,ikshana,False
"Мне нужна информация о чертовых распродажах, где я могу ее получить?",promo_loyalty,promo_loyalty,bitext,False
создать новую учетную запись Titanium для дочери,account,account,ikshana,False
"Я хочу вернуть товар, купленный онлайн, в магазин, как я могу это сделать?",return_exchange,return_exchange,bitext,False
"Я не знаю, как скачать счет №37777.",payment_refund,payment_refund,ikshana,False
