text,category,source,language,text_original_en
хочу сообщить об ошибках продукта,product_info,bitext,ru,wanna report product errors
Я хотел бы сообщить об ошибках в купленном мной продукте. Не могли бы вы мне помочь?,product_info,bitext,ru,"I'd like to report errors in a product I bought, could you help me?"
"мне нужно удалить чертов предмет из аккаунта, где мне это сделать",product_info,bitext,ru,i got to remove a fucking item from the acrt where do i do it
Мне нужна помощь в написании отзыва о продукте,product_info,ikshana,ru,I want help leaving a review about a product
"Я хотел бы узнать больше об этом чертовом продукте, не могли бы вы дать мне некоторую информацию?",product_info,bitext,ru,"I'd like to know more about a fucking product, could yoou give me some information?"
"Мне нужно добавить чертовы товары в корзину, могу ли я получить помощь?",product_info,bitext,ru,"I need to add fucking items to the basket, could I get some help?"
"Я купил товар, но выбрал не ту модель, могу ли я изменить онлайн-заказ",order_status,bitext,ru,i purchased a product but i chose a wrong model could i modify m online order
"я разместил чертов онлайн-заказ, помогите мне его отменить",order_status,bitext,ru,i placed a fucking online  order help me cancelling it
"Я купил товар, но он мне не нужен, как мне отменить заказ?",order_status,bitext,ru,"I bought a product but I don't want it, how can I cancel the order ?"
"Мне нужно увидеть, черт возьми, статус моего замененного товара. Не могли бы вы мне помочь?",order_status,bitext,ru,need to see the fucking status of my replacement item could ya help me
"Я купил товар, но выбрал не ту модель. Я хотел бы изменить свой чертов онлайн-заказ.",order_status,bitext,ru,i bought a product but i chose a wrong model I'd like to modify my fucking online order
"Мне нужно отследить замену продукта, могу ли я получить помощь?",order_status,bitext,ru,"I have to track my replacement product, could I get some help?"
"Я купил чертов товар, но выбрал не ту модель, хочу изменить заказ.",order_status,bitext,ru,"I purchased a fucking item but I chose a wrong model, I want to change my order"
"Мне нужно отследить свою посылку, как я могу это сделать?",order_status,bitext,ru,"I have to track my package, how can I do it?"
"я купил чертов товар, но он мне не нужен, могу ли я отменить заказ",order_status,bitext,ru,i purchased a fucking product but i do not want it could i cancel the order
"можно ли отменить чертов заказ, если он не отправлен?",order_status,bitext,ru,is it possible ti cancel a fucking order if it has not been shipped
"где я могу проверить, где моя чертова доставка",order_status,bitext,ru,where can i check where my fucking delivery is
"Мне нужно отменить чертов заказ, как я могу это сделать?",order_status,bitext,ru,"I need to cance a fucking order, how could I do it?"
"я бы хотел отменить чертов заказ, где это сделать",order_status,bitext,ru,id like to cancel a fucking order where to do it
"Я купил товар, но выбрал неправильный цвет, можно ли изменить мой чертов онлайн-заказ?",order_status,bitext,ru,i purchased an item but i chose a wrong color is it possible to modify my fucking onlien order
"Я купил товар, но выбрал неправильный размер. Как я могу изменить свой онлайн-заказ?",order_status,bitext,ru,"I bought a product but I chose a wropng size, how could I change my online order?"
"хочу проверить, где моя посылка, может мне помочь",order_status,bitext,ru,wanna check where my package is could uhelp me
"мне нужно обновить свой заказ перед использованием, это мне поможет",order_status,bitext,ru,i got to update my order before usend it will uhelp me
"Я купил товар, но выбрал неправильный размер, как изменить мой онлайн-заказ?",order_status,bitext,ru,"I bought an item but I chose a wrong size, how to modify my online order?"
"я купил товар, но выбрал неправильный размер, мне нужно изменить заказ",order_status,bitext,ru,i purchased an item but i chose a wrong size i need to modify my ordere
как я могу отследить свой замененный товар?,order_status,bitext,ru,how could I track my replacement prodcut?
"мне нужна помощь в обновлении моего заказа, прежде чем вы его отправите",order_status,bitext,ru,i want help updating my order before ya send it
"я разместил онлайн-заказ, хочу его отменить",order_status,bitext,ru,i placed an online order id like to cancel it
"Мне нужна помощь, чтобы узнать, где моя чертова доставка.",order_status,bitext,ru,I want assistance to saee where my fucking delivery is
"Я запросил обмен, но не получил его. Помогите мне отследить статус моего товара на замену.",order_status,bitext,ru,"I requested a exchange but I haven't received it, help me tracking the status of my replacement item"
"мне нужно проверить, где моя гребаная посылка, ты можешь мне помочь?",order_status,bitext,ru,i have to check where my fucking package is can ya help me
"Я хотел бы проверить, где моя гребаная доставка, мне нужна помощь.",order_status,bitext,ru,I'd like to check where my fucking delivery is i need assistance
"Я хочу отменить товар, как мне это сделать?",order_status,bitext,ru,"I'd like to cancel a product, how can I do it?"
"мне нужно отследить свою посылку, где я могу это сделать",order_status,bitext,ru,i have to track my shipment where could i do it
"я купил чертов товар, но он мне не нужен, я хочу отменить заказ",order_status,bitext,ru,i purchased a fucking product but i do not want it i wanna acncel the order
"Я хочу посмотреть, где мой чертов груз, как я могу это сделать?",order_status,bitext,ru,"I want to see where my fucking shipment is , how could I do it?"
"я купил офигенный товар, но он мне не нужен, мне нужно отменить заказ",order_status,bitext,ru,i bought a fucking product but i do not want it i need to cancel the order
"мне нужно отменить пункт, где мне это сделать",order_status,bitext,ru,i got to cancel a item where do i do it
"я купил чертов товар, но он мне не нужен, я не могу отменить этот чертов заказ",order_status,bitext,ru,i purchased a fucking item but i do not want it i waznna cancel the fucking order
"Мне нужно найти свою чертову посылку, могу ли я получить помощь?",order_status,bitext,ru,need to find my fucking package can i get some help
"нужно найти мою посылку, как я могу это сделать",order_status,bitext,ru,need to fid my shipment how could i do it
Мне нужна помощь в поиске моей гребаной посылки,order_status,bitext,ru,I need help findng my fucking package
мне нужна помощь в поиске моего корабля,order_status,bitext,ru,i want assistance finding my shipnent
"мне нужна помощь, чтобы узнать, где моя чертова посылка",order_status,bitext,ru,i want asistance seeing where my fucking package is
где я могу получить информацию о чертовом статусе моей замены,order_status,bitext,ru,where could i get information about the fucking statusof my replacement
"Мне нужно изменить свой чертов заказ перед отправкой, где это сделать?",order_status,bitext,ru,"I need to change my fucking order before you send it, where to do it?"
"Я хотел бы найти свою посылку, могу ли я получить помощь?",order_status,bitext,ru,id like to find my shipment could i get some help
"хочу проверить, где моя доставка, как это сделать",order_status,bitext,ru,wanna check where my delivery is how to do it
где я могу отследить свою чертову посылку?,order_status,bitext,ru,where could I track  my fucking shipment?
"Мне нужна помощь, чтобы узнать, где мой чертов груз.",order_status,bitext,ru,I need assistance seeing where my fucking shipment is
"я купил чертов товар, но он мне не нужен, мне нужно отменить заказ",order_status,bitext,ru,i purchased a fucking product but i dont want it i need to cancel the order
"Мне нужно проверить, где находится моя чертова посылка, где я могу это сделать?",order_status,bitext,ru,"I have to check where my fucking shipment si, where could I do it?"
"нужно проверить, где находится мой чертов онлайн-заказ, как я могу это сделать",order_status,bitext,ru,need to check where my fukcing online order is how could i do it
"Мне нужно отменить товар, где это сделать?",order_status,bitext,ru,"I need to cancel an item, where to do it?"
как я могу найти информацию о статусе замены продукта?,order_status,bitext,ru,how could I find information about the status of m replacement product?
"я купил чертов товар, но он мне не нужен, как мне отменить этот чертов заказ",order_status,bitext,ru,i bought a fucking item but i do not want it how can i cancel the fucking order
"я разместил заказ, помогите мне отменить его",order_status,bitext,ru,i placed an  order help me cancel it
"я бы хотел отменить элемент, как мне это сделать",order_status,bitext,ru,id like to cancel an item how do i do it
"Я хотел бы увидеть, где мой чертов заказ",order_status,bitext,ru,I'd like to see were my fucking order is
можно ли будет проверить статус моего заменяющего продукта?,order_status,bitext,ru,would it be possible to check the fucking status of my replacement product?
"мне нужно отследить свою чертову доставку, мне нужна помощь",order_status,bitext,ru,i have to track my fucking delivery i need assistancxe
"Я хотел бы отследить свою посылку, где я могу это сделать?",order_status,bitext,ru,"I would like to track my package, where could I do it?"
"Я купил чертов товар, но выбрал не ту модель. Мне нужно обновить онлайн-заказ.",order_status,bitext,ru,"I purchased a fucking product but I chose a wrong model, I nneed to update my online order"
"Мне нужно посмотреть, где находится моя посылка, как я могу это сделать?",order_status,bitext,ru,"I ogt to see where my shipment is, how can I do it?"
"Я купил товар, но выбрал неправильный размер. Я хочу обновить свой онлайн-заказ.",order_status,bitext,ru,"I bought an item but I chose a wrong size, I'd like to update my online order"
"Я бы хотел найти свою чертову посылку, может мне помочь.",order_status,bitext,ru,I'd like to find my fucking shipment can uhelp me
"Я хочу отменить чертов онлайн-заказ, вы можете мне помочь?",order_status,bitext,ru,"I want to cancel a fucking online order, can you help me?"
"Я разместил заказ, мне нужна помощь, чтобы отменить его",order_status,bitext,ru,"I placed na order, I need assistance to cancel it"
"Мне нужно проверить статус моего заменяющего продукта, помогите мне.",order_status,bitext,ru,"I got to check the fucking status of my replacement product, help me"
"Я купил товар, но выбрал не ту модель, можно ли обновить мой чертов заказ?",order_status,bitext,ru,"I bought an item but I chose a wrong model, wpuld it be possible to update my fucking order?"
"Я запросил обмен, но не получил его. Можете ли вы помочь мне отследить статус моего замененного товара?",order_status,bitext,ru,"I requested an exchange but I haven't received it, can you help me track the fucking status of my replacement item ?"
"Я хочу отменить чертов заказ, могу ли я получить помощь?",order_status,bitext,ru,"I want to cancel a fucking order, can I get some help?"
"Я купил чертов товар, но выбрал неправильный размер, хочу изменить свой заказ.",order_status,bitext,ru,"I bought a fucking product but I chose a wrong size, I want to modify my order"
"хочу найти свою чертову посылку, где это сделать",order_status,bitext,ru,wanna find my fucking shipment where to do it
"Мне нужно отменить чертову вещь, как мне это сделать?",order_status,bitext,ru,"I have to cancel a fucking item , how do I do it?"
Я хотел бы обновить свой заказ перед отправкой. Можете ли вы мне помочь?,order_status,bitext,ru,"I'd like to update my order before you send it, can you help me?"
"Я хотел бы проверить чертов статус моей замены, как мне это сделать?",order_status,bitext,ru,I'd like to check the fuckig status of my replacement how do i do it
"Я купил товар, но выбрал неправильный цвет, мне нужно обновить свой чертов онлайн-заказ",order_status,bitext,ru,i purchased a product but i chose a wrong color i got to update my fucking online order
"Я купил чертов товар, но он мне не нужен, как я могу отменить этот чертов заказ?",order_status,bitext,ru,"I bought a fucking item but I do not want it, how could I cancel the fucking order?"
могу ли я увидеть статус покупки 4Q5LD2OF,order_status,ikshana,ru,can i see the status of purchase 4Q5LD2OF
"я допустил ошибку, мне нужна помощь в изменении покупки AZKL8TD4",order_status,ikshana,ru,i have made a mistake i need help changing purchase AZKL8TD4
порядок редактирования CUMQFIXG,order_status,ikshana,ru,editing order CUMQFIXG
изменить заказ CFF1C9T2,order_status,ikshana,ru,edit order  CFF1C9T2
помогите мне удалить товар из заказа A39TAHVV,order_status,ikshana,ru,help me to delete an item from order A39TAHVV
удалить товар из заказа,order_status,ikshana,ru,remove item from order PEOQRALO
"я не знаю, как отменить заказ B8K5F7LB",order_status,ikshana,ru,i do not know how to cancel order B8K5F7LB
я пытаюсь отредактировать покупку 7VYZ8KUP,order_status,ikshana,ru,i try to edit purchase 7VYZ8KUP
Я пытаюсь увидеть статус заказа IUPCKU97.,order_status,ikshana,ru,I am trying to see order IUPCKU97 status
помощь в заказе нескольких ваших товаров,order_status,ikshana,ru,assistance ordering a few of your product
Мне нужна помощь с добавлением продукта для покупки UPT0BIQ1.,order_status,ikshana,ru,I need assistance with adding a product to purchase UPT0BIQ1
помогите мне увидеть плату за досрочный выход,order_status,ikshana,ru,help me to see the early exit fee
нужна помощь с проверкой платы за досрочный выход,order_status,ikshana,ru,want help checking the early exit fee
мне нужна помощь в отмене покупки DV6LZG49,order_status,ikshana,ru,i want help cancelling purchase DV6LZG49
как бы мне заказать несколько статей,order_status,ikshana,ru,how od i order some articles
"Я заказал некоторые товары, как отменить покупку ОХФТРЗАД?",order_status,ikshana,ru,"I ordered some products, how to cancel purchase OHFTRZAD?"
нужно изменить порядок WD0FBXT1,order_status,ikshana,ru,need to change order WD0FBXT1
где заказать статью?,order_status,ikshana,ru,where do I order an article?
"я допустил ошибку, помогите мне изменить заказ ULGUMS02",order_status,ikshana,ru,i made a mistake help me change order ULGUMS02
Можете ли вы помочь мне увидеть штрафы за досрочный выход?,order_status,ikshana,ru,can you help me seeing the early exit penalties?
как заказать некоторые товары?,order_status,ikshana,ru,how to order some products?
как я могу найти информацию о заказе редактирования S2GRTWA6,order_status,ikshana,ru,how can i find information about editing order S2GRTWA6
можно ли обменять некоторые купленные товары KTA0PRFG,order_status,ikshana,ru,is it possible to swap some items of purchase KTA0PRFG
Мне нужно поменять артикул заказа TS30V8IU,order_status,ikshana,ru,I need to switch an article of order TS30V8IU
"что мне нужно сделать, чтобы отменить покупку 0661Z77G?",order_status,ikshana,ru,what do I need to do to cancel purchase 0661Z77G?
помогите заказать несколько товаров,order_status,ikshana,ru,help ordering several products
где я могу что-то заработать?,order_status,ikshana,ru,where do I earn something?
Мне нужно проверить расчетное время заказа AO9CL2BG.,order_status,ikshana,ru,I have to check the ETA of the order AO9CL2BG
статус заказа 41T2OL87,order_status,ikshana,ru,status of order 41T2OL87
Я не могу изменить заказ MP86REYN,order_status,ikshana,ru,I can't change order MP86REYN
Не могу добавить товар в заказ CS7Q7MW4,order_status,ikshana,ru,I can't add an item to order CS7Q7MW4
"Я не знаю, как отменить покупку JMFUYL0O",order_status,ikshana,ru,I do not know how to cancel purchase JMFUYL0O
Мне нужна помощь в приобретении некоторых ваших продуктов,order_status,ikshana,ru,I want help to acquire a few of your product
удалить товар из покупки 2TBYSYJA,order_status,ikshana,ru,deleter a product from purchase 2TBYSYJA
"Я не знаю, что делать, чтобы увидеть плату за отмену бронирования.",order_status,ikshana,ru,I do not know what to do to see the cancellation charges
"Я хочу увидеть плату за прекращение, можете ли вы мне помочь?",order_status,ikshana,ru,"I want to see the termination fees, can you help me?"
"я не знаю, что мне нужно сделать, чтобы купить товар",order_status,ikshana,ru,i dont know what i have to do to shop an article
Можете ли вы помочь мне отменить заказ S4CELMM4?,order_status,ikshana,ru,can you help me to cancel order S4CELMM4 ?
Помогите мне удалить несколько статей из заказа J9I05GWN.,order_status,ikshana,ru,can uhelp me remove several articles from order J9I05GWN
порядок изменения TQVJYIMF,order_status,ikshana,ru,chnaging order TQVJYIMF
"Я пропустил товар в покупке GBUVSR83, можете ли вы его добавить?",order_status,ikshana,ru,"I missed an item in purchase GBUVSR83, can you add it?"
где я могу проверить штраф за отмену,order_status,ikshana,ru,where can i check the cancellation penalty
где заказать несколько статей?,order_status,ikshana,ru,where do I order several articles?
"нужна помощь, чтобы проверить расчетное время покупки NBLCE01I",order_status,ikshana,ru,need assistance to check the ETA of purchase NBLCE01I
Помогите мне отменить покупку XCPQZP1R,order_status,ikshana,ru,can uhelp me cancelling purchase XCPQZP1R
"Я не знаю, как купить несколько статей",order_status,ikshana,ru,I do not know how to buy several articles
могу ли я переключить что-нибудь порядка DPDGR17C?,order_status,ikshana,ru,could I switch something of order DPDGR17C?
отменить покупку00123842,order_status,ikshana,ru,cancel purchase00123842
"Мне нужна помощь, чтобы увидеть плату за отмену",order_status,ikshana,ru,I need help to see the cancellation fee
Можете ли вы помочь мне увидеть плату за отмену?,order_status,ikshana,ru,can you help me seeing the cancellation charge?
"что мне нужно сделать, чтобы отменить покупку K20X0TB0?",order_status,ikshana,ru,what do I need to do to cancel purchase K20X0TB0?
заказ на обновление 8GXBRIEV,order_status,ikshana,ru,updating order 8GXBRIEV
помощь в покупке некоторых ваших продуктов,order_status,ikshana,ru,assistance shopping some of your product
Мне нужна помощь в просмотре платы за отмену,order_status,ikshana,ru,I need help seeing the cancellation fee
мне нужно приобрести продукт,order_status,ikshana,ru,i have to acquire a product
"мне нужно купить кое-какие чертовы продукты, как я могу это сделать?",order_status,ikshana,ru,i have to purchase some damn products how can i do it
можно ли увидеть статус покупки LXEV1O0N?,order_status,ikshana,ru,is it possible to see purchase LXEV1O0N status?
помогите мне добавить несколько товаров в заказ USI3D4J7,order_status,ikshana,ru,help me to add several products to order USI3D4J7
помогите исправить порядок V9YH4Y3K,order_status,ikshana,ru,help to correct order V9YH4Y3K
нужна помощь с отменой покупки FGKK1P85,order_status,ikshana,ru,need help with canceling purchase FGKK1P85
можешь помочь мне переключить чертову позицию заказа J5H3VSCH?,order_status,ikshana,ru,can you help me switching a fucking item of order J5H3VSCH?
помогите мне купить несколько продуктов,order_status,ikshana,ru,help me to uby several products
Мне нужна помощь в проверке платы за досрочное прекращение,order_status,ikshana,ru,I want help to check the early termination charges
нужна помощь в приобретении предмета,order_status,ikshana,ru,need assistnce acquiring an item
как мне изменить покупку E8TGXPC4?,order_status,ikshana,ru,how do I modify purchase E8TGXPC4?
"Я не могу оплатить этот товар, отмените заказ 5080MLAD.",order_status,ikshana,ru,"I can't pay for this item, cancel order 5080MLAD"
добавить товар в заказ,order_status,ikshana,ru,add item to order
обновить покупку113542617735902,order_status,ikshana,ru,update purchase113542617735902
приобрести несколько предметов,order_status,ikshana,ru,acquire several items
я не могу добавить некоторые чертовы продукты для покупки MJUF2I2H,order_status,ikshana,ru,i cant add some goddamn products to purchase MJUF2I2H
где я могу купить несколько продуктов?,order_status,ikshana,ru,where do I shop several products?
как проверить текущий статус покупки AJNV6XHU?,order_status,ikshana,ru,how do I check purchase AJNV6XHU current status?
вопрос об отмене покупки IBAFFANT,order_status,ikshana,ru,question about cancelling purchase IBAFFANT
нужна помощь в отмене заказа DQ0DRMYZ,order_status,ikshana,ru,need help cancelling order DQ0DRMYZ
"Я купил товар, но выбрал неправильный цвет, как я могу обновить свой чертов онлайн-заказ?",order_status,bitext,ru,"I bought an item but I chose a wrong color, how could I update my fucking online order?"
"что мне нужно сделать, чтобы отменить покупку PAOLFJT6?",order_status,ikshana,ru,what do I need to do to cancel purchase PAOLFJT6?
"мне нужна помощь, чтобы отменить покупку FR0KMCOJ",order_status,ikshana,ru,i need help to cancel purchase FR0KMCOJ
"мне нужно обновить свой заказ, прежде чем ты его отправишь, помогите мне",order_status,bitext,ru,i have to update my order before ya send it helpme
"Мне нужно найти свой чертов заказ, ты можешь мне помочь?",order_status,bitext,ru,"I need to find my fucking order, couldyou help me?"
Мне нужно отменить чертов заказ,order_status,bitext,ru,I have to cancel a fucking ordr
Я больше не могу позволить себе заказ DHGF2O0E,order_status,ikshana,ru,I can no longer afford order DHGF2O0E
"мне нужно изменить мой гребаный онлайн-заказ, прежде чем отправлять его, не могли бы вы мне помочь?",order_status,bitext,ru,need to modify my fucking online order before ya send it could ya help me
"Я хочу купить 1R0YLJZH, вы можете мне помочь?",order_status,ikshana,ru,"I want to pudate purchase 1R0YLJZH, can you help me?"
"мне нужна информация о статусе моего обмена, как я могу ее найти",order_status,bitext,ru,i want infomration about the status of my exchange how could i find it
"Мне нужно отменить товар, как мне это сделать?",order_status,bitext,ru,"I need to cancel an item, how do I do it?"
мне нужна помощь в изменении товара EYXRG41M,order_status,ikshana,ru,i need help changing an iten of purchase EYXRG41M
"Я купил чертов товар, но выбрал неправильный цвет, как изменить мой чертов онлайн-заказ?",order_status,bitext,ru,"I purchased a fuckinh item but I chose a wrong color, how to change my fucking online order?"
помогите удалить некоторые товары из покупки EZGN9LRN,order_status,ikshana,ru,help deleting some products from purchase EZGN9LRN
отменить заказ XDL2CK5C,order_status,ikshana,ru,canmcel order XDL2CK5C
показывает мне текущий статус покупки 29UFRE3K,order_status,ikshana,ru,showing me purchase 29UFRE3K current status
"Я не знаю, что мне нужно сделать, чтобы совершить покупку",order_status,ikshana,ru,I don't know what I have to do to do a pucrhase
"я не знаю, что делать, чтобы получить предмет",order_status,ikshana,ru,i do not know what to do to earn an item
мне нужно отменить чертов онлайн-заказ,order_status,bitext,ru,i got to canvel a fucking online order
"Я хотел бы проверить, где находится моя доставка, не могли бы вы мне помочь?",order_status,bitext,ru,"I would like to check where my delivery is, could you help me?"
помоги мне отследить мою чертову доставку,order_status,bitext,ru,help m tracking my fucking delivery
"Я бы хотел проверить, где моя чертова посылка, мне нужна помощь",order_status,bitext,ru,id lik to check where my fucking package is i need help
помогите мне отследить заказ,order_status,bitext,ru,help me to track ym order
"Я хотел бы отменить онлайн-заказ, можете ли вы мне помочь?",order_status,bitext,ru,"I would like to cancel an online order, can you help me?"
Можно ли отменить заказ после его размещения?,order_status,bitext,ru,is it possible to cancel an orderafter it has been placed?
"Я отправил часть товаров обратно, но не получил замену, как отследить статус обмена?",order_status,bitext,ru,"I sent some products back but I haven't received the replacement, how to track the status of my exchange?"
"нужна помощь, чтобы увидеть заказ KND8PTMN syatus",order_status,ikshana,ru,want assistance to see order KND8PTMN syatus
"Я хотел бы проверить чертов статус моей замены, могу ли я получить некоторую помощь?",order_status,bitext,ru,I'd like to check the fucking status of my replacement can iget some help
"я купил товар, но выбрал не ту модель, хочу изменить свой заказ",order_status,bitext,ru,i bought a product but i chose a wrong model iwanna modify my order
мне нужно найти заказ BQQFYSQJ,order_status,ikshana,ru,i have got to locte order BQQFYSQJ
могу ли я проверить штраф за досрочный выход,order_status,ikshana,ru,can i check theearly exit penalty
"Я не знаю, что делать, чтобы проверить плату за завершение",order_status,ikshana,ru,I do not know what to do to check the termination charges
"Я не знаю, как я могу проверить плату за отмену",order_status,ikshana,ru,I don't know how I can check the cancellation fee
мне нужно найти покупку PN2MEFQY помогите мне,order_status,ikshana,ru,ihave to locate purchase PN2MEFQY help me
Я не могу оплатить заказ 1CMFS82G,order_status,ikshana,ru,I can't pay  for order 1CMFS82G
"Я хотел бы отменить заказ, вы можете мне помочь?",order_status,bitext,ru,"I would like to cancel an order, can you help me?"
где я могу увидеть предварительную плату за выход,order_status,ikshana,ru,where can i see the ealry exit charge
где я могу проверить текущий статус заказа DNK5ATL9?,order_status,ikshana,ru,where do I check the current status of order DNK5ATL9?
Отследить заказ,order_status,ikshana,ru,track order HQHSF220
"мне нужно изменить свой чертов онлайн-заказ, прежде чем отправлять его, где мне это сделать",order_status,bitext,ru,need to change my fucking onpine order before ya send it where do i do it
Мне нужна помощь в поиске моего гребаного онлайн-заказа.,order_status,bitext,ru,I need help finding my fucking online order
"Я заказал товар, отмените покупку 01JJ7N7T",order_status,ikshana,ru,"I ordered some item, cancel purchase 01JJ7N7T"
"мне нужно найти свой чертов онлайн-заказ, где я могу это сделать",order_status,bitext,ru,i have to find my fucking online order where could i do it
Я забыл включить товар в покупку 7WGEKZA5,order_status,ikshana,ru,I forgot to include an item in purchase 7WGEKZA5
"Я не знаю, как отменить заказ NQWAOVVF",order_status,ikshana,ru,I do not know how to cancel order NQWAOVVF
"Мне нужна помощь, чтобы найти заказ DBDMU6F5.",order_status,ikshana,ru,I need help to locate order DBDMU6F5
"мне нужно изменить свой чертов заказ, прежде чем использовать его, мне нужна помощь",order_status,bitext,ru,i got to change my fucking order before usend it i need help
не могли бы помочь мне исправить заказ J5WMQ5LV,order_status,ikshana,ru,could uhelp me correct order J5WMQ5LV
"Я не знаю, что мне нужно сделать, чтобы заказать некоторые статьи.",order_status,ikshana,ru,I do not know what I have to do to order some articles
"я не знаю, как отменить заказ R7V7E9BP",order_status,ikshana,ru,i dont know how i can cancel order R7V7E9BP
"мотыга, могу ли я проверить штрафы за снятие средств",order_status,ikshana,ru,hoe can i check the withdrawal penalties
"мне нужно изменить покупку DUCKQERC, мне нужна помощь",order_status,ikshana,ru,i have to change purchase DUCKQERC i need assistanmce
"Мне нужно купить кое-какие чертовы вещи, могу ли я получить помощь?",order_status,ikshana,ru,"I need to shop some fucking articles, could I get some help?"
"Могу ли я отменить заказ, если он уже отправлен?",order_status,bitext,ru,can I cancel an order if it has already been shipped?
"хочу изменить свой гребаный онлайн-заказ перед использованием, могу ли я это сделать",order_status,bitext,ru,wanna change my fucking online order before usend it were can i do it
"Я хочу проверить, где моя посылка",order_status,bitext,ru,I'd like to check where my package is
"мне нужно изменить мой чертов заказ на omline, прежде чем использовать его, могу ли я получить некоторую помощь",order_status,bitext,ru,need to change my fucking omline order before usend it could i get some help
"Мне нужна информация о чертовом статусе моей замены, где я могу ее найти?",order_status,bitext,ru,"I want information about the fucking status of my replacement , where could I find it?"
"помощь, чтобы увидеть расчетное время покупки 01LIOX55",order_status,ikshana,ru,assistance to see the ETA of purchase 01LIOX55
где я могу заказать статью,order_status,ikshana,ru,where can i order an article
"Я хотел бы посмотреть, где моя чертова посылка, как я могу это сделать?",order_status,bitext,ru,"I would like to see where my fucking package is, how could I do it ?"
Я хочу увидеть расчетное время моего заказа. Не могли бы вы мне помочь?,order_status,ikshana,ru,"I want to see the ETA of my order, could you help me?"
обновить покупку00123842,order_status,ikshana,ru,update purchase00123842
"Я бы хотел отменить чертов онлайн-заказ, ты мне поможешь?",order_status,bitext,ru,"I'd like to cancel an fucking online order, will you help me?"
Мне нужно удалить товар из заказа HPHKJ0J5,order_status,ikshana,ru,I have to remove an item from order HPHKJ0J5
переключить продукт заказа 8ХВОБЗДС,order_status,ikshana,ru,switch a product of order 8HVOBZDS
могу ли я поменять IEM заказа VXYMBRVV,order_status,ikshana,ru,could i swap an iem of order VXYMBRVV
можно ли редактировать покупку ZPGTKJN2?,order_status,ikshana,ru,is it possible to edit purchase ZPGTKJN2?
"Я бы хотел проверить, где моя чертова посылка, как это сделать",order_status,bitext,ru,I'd like to check where my fucking package is how to do  it
"хочу обновить свой заказ перед отправкой, как мне это сделать?",order_status,bitext,ru,wanna update my order before ya send it how can i do it
"мне нужно отслеживать свой замененный продукт, могу ли я получить помощь?",order_status,bitext,ru,i have to track my replacement product could i get some help
Нужна помощь в проверке комиссий за снятие средств,order_status,ikshana,ru,needc help checking the withdrawal fees
"Я хотел бы посмотреть, где мой чертов груз, можешь мне помочь?",order_status,bitext,ru,I'd like to see where my fucking shipment is can ya help me
мне нужна помощь в отмене itwm,order_status,bitext,ru,i want help canceling an itwm
"Мне нужна помощь, чтобы отменить продукт",order_status,bitext,ru,I need assistance to cacnel a product
"Я нашел товар, но выбрал неправильный размер, мне нужно обновить свой онлайн-заказ",order_status,bitext,ru,i boguht a product but i chose a wrong size i need to update my online order
"Мне нужно найти свою чертову посылку, где ее взять?",order_status,bitext,ru,"I need to find my fucking shipment, where to od it?"
Мне не нужно изменить мой онлайн-заказ перед его отправкой. Где я могу это сделать?,order_status,bitext,ru,"I need t modify my online order before you send it, where could I do it?"
"Я ищу информацию о статусе замены, можете ли вы мне помочь?",order_status,bitext,ru,I'm looking for information about the status of ym replacement can ya help me
"Я хотел бы посмотреть, где находится мой чертов заказ, как мне его сделать?",order_status,bitext,ru,I'd like to see where my fucking order is how do i od it
"см. заказ OFDAED1D, черт возьми, текущий статус",order_status,ikshana,ru,see order OFDAED1D fucking current status
"нужно проверить текущий статус заказа 1WHGA53H, как мне это сделать",order_status,ikshana,ru,need to check order 1WHGA53H current status how do i do it
"Я запросил товар на замену, но не получил его. Я хотел бы отслеживать статус товара на замену.",order_status,bitext,ru,i requested a replacement item but i have not received it I'd like to track the status of my replacement product
"Я хочу отслеживать доставку, как мне это сделать?",order_status,bitext,ru,"I would like to track my delivery, how do I do it?"
"Я купил офигенный товар, но выбрал не ту модель, хочу обновить заказ.",order_status,bitext,ru,"I bought a fucking product but I chose a wrong model , I would like to update my order"
Мне нужна помощь в просмотре статуса заказа 2QTQ766A.,order_status,ikshana,ru,I want help to see order 2QTQ766A status
"я не знаю, как мне увидеть штрафы за увольнение",order_status,ikshana,ru,i dont know how i can see the termination penalties
можно ли отменить чертов заказ?,order_status,bitext,ru,can I cancel a fucking order?
"что мне нужно сделать, чтобы отследить заказ E4WN70JI?",order_status,ikshana,ru,what do I need to do to track order E4WN70JI?
"хочу изменить свой заказ, прежде чем отправить его, как это сделать",order_status,bitext,ru,wanna change my order before ya send it how to do it
как посмотреть статус заказа 6UKQR40M,order_status,ikshana,ru,how to see order 6UKQR40M status
"Я купил товар, отменить заказ 7KC7QF9B",order_status,ikshana,ru,"I bought some item, cancel order 7KC7QF9B"
как отменить покупку SYWFCSJD?,order_status,ikshana,ru,how to cancel purchase SYWFCSJD?
"Я хотел бы посмотреть, где находится мой заказ, где я могу его сделать?",order_status,bitext,ru,"I'd like to see where my order is, where could I do it?"
мне нужна помощь в редактировании заказа 056QW26F,order_status,ikshana,ru,i need assistance editing order 056QW26F
как я могу удалить некоторые статьи из покупки 0FRNSJED,order_status,ikshana,ru,how can i remove some articles from purchase 0FRNSJED
"Мне нужна помощь, чтобы отменить чертов заказ",order_status,bitext,ru,I need assistance  to cancel a fucking order
