sample_id,text_original,text_normalized,raw_label,label,source,is_synthetic,is_augmented,is_hard_negative,label_before_review,parent_sample_id,hard_negative_pair,hard_negative_pair_id,hard_negative_pair_similarity,augmentation_method
aug_account_0192_stg1_000702,помощь в создании еще одной гребаной фримиум-аккаутна,помощь в создании еще одной гребаной фримиум-аккаутна,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000702,,,,typo_swap_adjacent
aug_account_0193_stg1_000723,стандартная учетная заапись clsoe,стандартная учетная заапись clsoe,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000723,,,,typo_duplicate_char
aug_account_0194_stg1_000774,именить профессиональный аккаунт,именить профессиональный аккаунт,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000774,,,,typo_delete_char
aug_account_0195_stg1_000791,"У меня проблема с моеей чертовой учетной записью пользователя, можно ли ее обновить?","у меня проблема с моеей чертовой учетной записью пользователя, можно ли ее обновить?",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000791,,,,typo_duplicate_char
aug_account_0196_stg1_003005,Как зарегистрироваться?!,как зарегистрироваться?!,account,account,synthetic_dataset|aug_punctuation_variant,True,True,False,account,stg1_003005,,,,punctuation_variant
aug_account_0197_stg1_000869,"мне не нужна моя учетная запись, я бы хотел ее удлить","мне не нужна моя учетная запись, я бы хотел ее удлить",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000869,,,,typo_delete_char
aug_account_0198_stg1_000762,у меня вопрос по повводу удаления моего Премиум-аккаунта,у меня вопрос по повводу удаления моего премиум-аккаунта,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000762,,,,typo_duplicate_char
aug_account_0199_stg1_000649,"У меня проблема с моим чертовым аккаунтом, ты поможешь мне это изменить","у меня проблема с моим чертовым аккаунтом, ты поможешь мне это изменить",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000649,,,,punctuation_variant
aug_account_0200_stg1_000812,"мой аккаунт взломали, не мгли бы вы помочь мне сбросить мой чертов пароль?","мой аккаунт взломали, не мгли бы вы помочь мне сбросить мой чертов пароль?",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000812,,,,typo_delete_char
aug_account_0201_stg1_000811,"У меня проблема с моей чертовой уччетной записью, помогите мне ее изменить.","у меня проблема с моей чертовой уччетной записью, помогите мне ее изменить.",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000811,,,,typo_duplicate_char
aug_account_0202_stg1_002935,Забыл паоль,забыл паоль,account,account,synthetic_dataset|aug_typo_delete_char,True,True,False,account,stg1_002935,,,,typo_delete_char
aug_account_0203_stg1_000714,помощь в получении меого PIN-кода пользователя,помощь в получении меого pin-кода пользователя,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000714,,,,typo_swap_adjacent
aug_account_0204_stg1_000704,исправление информации на счете Platinnum,исправление информации на счете platinnum,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000704,,,,typo_duplicate_char
aug_account_0205_stg1_000819,"Я хотел бы заполнить свои личные данные, как мне это сделать","я хотел бы заполнить свои личные данные, как мне это сделать",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000819,,,,punctuation_variant
aug_account_0206_stg1_000722,"что мне нжно сделать, чтобы восстановить пин-код моей учетной записи пользователя","что мне нжно сделать, чтобы восстановить пин-код моей учетной записи пользователя",account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000722,,,,typo_delete_char
aug_account_0207_stg1_000860,"мой пароль взломаали, помогите мне восстановить его","мой пароль взломаали, помогите мне восстановить его",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000860,,,,typo_duplicate_char
aug_account_0208_stg1_000683,открыть фримиум-аккаут,открыть фримиум-аккаут,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000683,,,,typo_delete_char
aug_account_0209_stg1_000758,"мне не нужна моя чертова учетаня запись, мне нужна помощь, чтобы закрыть ее","мне не нужна моя чертова учетаня запись, мне нужна помощь, чтобы закрыть ее",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000758,,,,typo_swap_adjacent
aug_account_0210_stg1_000790,asxsistance поолучение вашего информационного бюллетеня,asxsistance поолучение вашего информационного бюллетеня,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000790,,,,typo_duplicate_char
aug_account_0211_stg1_000661,"я бы хотел создать уетную запись, где это сделать","я бы хотел создать уетную запись, где это сделать",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000661,,,,typo_delete_char
aug_account_0212_stg1_000596,"мне нужно открыть четров счет, ты можешь мне помочь?","мне нужно открыть четров счет, ты можешь мне помочь?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000596,,,,typo_swap_adjacent
aug_account_0213_stg1_000847,изменение даанных на платиновом аккаунте,изменение даанных на платиновом аккаунте,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000847,,,,typo_duplicate_char
aug_account_0214_stg1_000775,я не знаю как перейти на платиновый аккаунт,я не знаю как перейти на платиновый аккаунт,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000775,,,,punctuation_variant
aug_account_0215_stg1_000772,"Я не знаю, как мне сбросить ключ достуа","я не знаю, как мне сбросить ключ достуа",account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000772,,,,typo_delete_char
aug_account_0216_stg1_000798,"я потерял свой чертов пароль, я хочу его востсановить","я потерял свой чертов пароль, я хочу его востсановить",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000798,,,,typo_swap_adjacent
aug_account_0217_stg1_000789,редаактирование платинового аккаунта,редаактирование платинового аккаунта,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000789,,,,typo_duplicate_char
aug_account_0218_stg1_000726,помогите мне увидеть статус моей подписки на рассылку новостей?,помогите мне увидеть статус моей подписки на рассылку новостей?,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000726,,,,punctuation_variant
aug_account_0219_stg1_002924,Хочу именить email,хочу именить email,account,account,synthetic_dataset|aug_typo_delete_char,True,True,False,account,stg1_002924,,,,typo_delete_char
aug_account_0220_stg1_000778,"мой чертов парлоь украли, могу я его сбросить?","мой чертов парлоь украли, могу я его сбросить?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000778,,,,typo_swap_adjacent
aug_account_0221_stg1_000687,могу ли я перейти на платиновый акккаунт,могу ли я перейти на платиновый акккаунт,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000687,,,,typo_duplicate_char
aug_account_0222_stg1_000721,нуна помощь в открытии премиум-аккаунта,нуна помощь в открытии премиум-аккаунта,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000721,,,,typo_delete_char
aug_account_0223_stg1_000788,помоигте сообщить о проблеме с регистрацией,помоигте сообщить о проблеме с регистрацией,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000788,,,,typo_swap_adjacent
aug_account_0224_stg1_000627,"мне нужен черртов аккаунт, ты поможешь мне его открыть?","мне нужен черртов аккаунт, ты поможешь мне его открыть?",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000627,,,,typo_duplicate_char
aug_account_0225_stg1_000764,"Я не знаю, как отменить подписку на рассылку новостей!","я не знаю, как отменить подписку на рассылку новостей!",account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000764,,,,punctuation_variant
aug_account_0226_stg1_000641,"Я хотел бы закрыть свою чретову учетную запись пользователя, как я могу это сделать?","я хотел бы закрыть свою чретову учетную запись пользователя, как я могу это сделать?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000641,,,,typo_swap_adjacent
aug_account_0227_stg1_000823,Можете ли вы помочь мне восстановить PIN-код моей учетной запписи?,можете ли вы помочь мне восстановить pin-код моей учетной запписи?,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000823,,,,typo_duplicate_char
aug_account_0228_stg1_000619,"мой аккаунт украли, помогите мне восстановить пароль!","мой аккаунт украли, помогите мне восстановить пароль!",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000619,,,,punctuation_variant
aug_account_0229_stg1_000673,могу ли я сообщить об оибках при регистрации,могу ли я сообщить об оибках при регистрации,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000673,,,,typo_delete_char
aug_account_0230_stg1_000803,помогите мне проверить черотву историю покупок,помогите мне проверить черотву историю покупок,account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000803,,,,typo_swap_adjacent
aug_account_0231_stg1_000656,"Я хотел бы исправить свои чертовы личные данные, мне нужнна помощь","я хотел бы исправить свои чертовы личные данные, мне нужнна помощь",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000656,,,,typo_duplicate_char
aug_account_0232_stg1_000630,"моего пользвателя украли, могу ли я восстановить свой чертов пароль?","моего пользвателя украли, могу ли я восстановить свой чертов пароль?",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000630,,,,typo_delete_char
aug_account_0233_stg1_000647,"мне нужно открыьт учетную запись, не могли бы мне помочь","мне нужно открыьт учетную запись, не могли бы мне помочь",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000647,,,,typo_swap_adjacent
aug_account_0234_stg1_000625,"Мне нужно обновить сввою чертову учетную запись, как это сделать?","мне нужно обновить сввою чертову учетную запись, как это сделать?",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000625,,,,typo_duplicate_char
aug_account_0235_stg1_000825,мне не нужен мой профиль можно ли его отменить,мне не нужен мой профиль можно ли его отменить,account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000825,,,,punctuation_variant
aug_account_0236_stg1_000841,как я могу увидеть историю закзов?,как я могу увидеть историю закзов?,account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000841,,,,typo_delete_char
aug_account_0237_stg1_000612,"мне не нужна моя учетная запиьс, можно отменить ее","мне не нужна моя учетная запиьс, можно отменить ее",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000612,,,,typo_swap_adjacent
aug_account_0238_stg1_000659,"мой аккаунт украли, не могли бы вы помочь мне сбросиить мой чертов пароль?","мой аккаунт украли, не могли бы вы помочь мне сбросиить мой чертов пароль?",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000659,,,,typo_duplicate_char
aug_account_0239_stg1_000623,"нужно изменить свой профиль, можно ли получить помощь","нужно изменить свой профиль, можно ли получить помощь",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000623,,,,phrase_compression
aug_account_0240_stg1_000624,"я бы хотел отредактировать свой профиль, мог бы мне помочь!","я бы хотел отредактировать свой профиль, мог бы мне помочь!",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000624,,,,punctuation_variant
aug_account_0241_stg1_000801,Я не могу создать профиль пользвателя. Помогите сообщить о проблемах с регистрацией.,я не могу создать профиль пользвателя. помогите сообщить о проблемах с регистрацией.,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000801,,,,typo_delete_char
aug_account_0242_stg1_000872,мне нужон уведомлять об ошибках при регистрации,мне нужон уведомлять об ошибках при регистрации,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000872,,,,typo_swap_adjacent
aug_account_0243_stg1_000679,Можете ли вы помочь мне отписаться от ноовостной рассылки?,можете ли вы помочь мне отписаться от ноовостной рассылки?,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000679,,,,typo_duplicate_char
aug_account_0244_stg1_000730,я не могу сообщить об ошибках при реистрации,я не могу сообщить об ошибках при реистрации,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000730,,,,typo_delete_char
aug_account_0245_stg1_000602,"кто-то взломал мой профиль, могу ли я сбросить свой черотв пароль?","кто-то взломал мой профиль, могу ли я сбросить свой черотв пароль?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000602,,,,typo_swap_adjacent
aug_account_0246_stg1_000868,открытие премиум-аккаунтта для жены,открытие премиум-аккаунтта для жены,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000868,,,,typo_duplicate_char
aug_account_0247_stg1_000703,"что мне нужно сделать, чтобы удалить премиум-аккаунт?","что мне нужно сделать, чтобы удалить премиум-аккаунт?",account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000703,,,,punctuation_variant
aug_account_0248_stg1_000669,создать новую учетную запись Titanium для дочри,создать новую учетную запись titanium для дочри,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000669,,,,typo_delete_char
aug_account_0249_stg1_000879,еще один аккаунт Titanimu для отца,еще один аккаунт titanimu для отца,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000879,,,,typo_swap_adjacent
aug_account_0250_stg1_000737,"Я не знаю, что мне нужно сделать, чтообы перейти на Платиновый аккаунт.","я не знаю, что мне нужно сделать, чтообы перейти на платиновый аккаунт.",account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000737,,,,typo_duplicate_char
aug_account_0251_stg1_000834,"Мне не нужен мой прфоиль, помогите мне удалить его.","мне не нужен мой прфоиль, помогите мне удалить его.",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000834,,,,typo_swap_adjacent
aug_account_0252_stg1_003026,Не приходит код подтверждениия,не приходит код подтверждениия,account,account,synthetic_dataset|aug_typo_duplicate_char,True,True,False,account,stg1_003026,,,,typo_duplicate_char
aug_account_0253_stg1_002922,Как сменить пароль?!,как сменить пароль?!,account,account,synthetic_dataset|aug_punctuation_variant,True,True,False,account,stg1_002922,,,,punctuation_variant
aug_account_0254_stg1_000670,"я не могу создать пользователя, нужна помоьщ, сообщить о проблеме с регистрацией","я не могу создать пользователя, нужна помоьщ, сообщить о проблеме с регистрацией",account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000670,,,,typo_swap_adjacent
aug_account_0255_stg1_000701,как перейти на платиновый акккаунт,как перейти на платиновый акккаунт,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000701,,,,typo_duplicate_char
aug_account_0256_stg1_000755,как отказаться от подписки на корпоративную рассылку!,как отказаться от подписки на корпоративную рассылку!,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000755,,,,punctuation_variant
aug_account_0257_stg1_000727,Я хочу подписаься на вашу корпоративную рассылку,я хочу подписаься на вашу корпоративную рассылку,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000727,,,,typo_delete_char
aug_account_0258_stg1_000827,информация об аннулировании моего Премиум-аккаутна,информация об аннулировании моего премиум-аккаутна,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000827,,,,typo_swap_adjacent
aug_account_0259_stg1_000816,"нужна помощь, чтобы подписаться на информационный бюлллетень компании","нужна помощь, чтобы подписаться на информационный бюлллетень компании",account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000816,,,,typo_duplicate_char
aug_account_0260_stg1_003003,Не могу создать аккаунт!,не могу создать аккаунт!,account,account,synthetic_dataset|aug_punctuation_variant,True,True,False,account,stg1_003003,,,,punctuation_variant
aug_account_0261_stg1_000750,"мне не нужен мой чертво профиль, ох, можно я его закрою","мне не нужен мой чертво профиль, ох, можно я его закрою",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000750,,,,typo_swap_adjacent
aug_account_0262_stg1_000731,куда сообщатть об ошибках с регистрацией?,куда сообщатть об ошибках с регистрацией?,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000731,,,,typo_duplicate_char
aug_account_0263_stg1_000645,"нужно закрыть мой аккаунт, могу ли я это сделать","нужно закрыть мой аккаунт, могу ли я это сделать",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000645,,,,phrase_compression
aug_account_0264_stg1_000771,Можете ли вы помочь мне отказаться от подписки на вашу корпоративную рассылку?!,можете ли вы помочь мне отказаться от подписки на вашу корпоративную рассылку?!,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000771,,,,punctuation_variant
aug_account_0265_stg1_000616,"Мне нужно обновить свои чертовы личые данные, помогите мне.","мне нужно обновить свои чертовы личые данные, помогите мне.",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000616,,,,typo_delete_char
aug_account_0266_stg1_000865,"Мне нужно нйати то, что я купил, мне нужна помощь в проверке моей гребаной истории покупок.","мне нужно нйати то, что я купил, мне нужна помощь в проверке моей гребаной истории покупок.",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000865,,,,typo_swap_adjacent
aug_account_0267_stg1_000606,"Мне не нужен мой чертов проофиль, помоги мне закрыть его.","мне не нужен мой чертов проофиль, помоги мне закрыть его.",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000606,,,,typo_duplicate_char
aug_account_0268_stg1_000787,"Я не знаю, что мне нужно сделать, чтобы восстановить свой PIN-код?","я не знаю, что мне нужно сделать, чтобы восстановить свой pin-код?",account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000787,,,,punctuation_variant
aug_account_0269_stg1_000826,пмооги мне отредактировать мой чертов аккаунт,пмооги мне отредактировать мой чертов аккаунт,account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000826,,,,typo_swap_adjacent
aug_account_0270_stg1_000691,Мне нужна помощщь с подпиской на рассылку новостей,мне нужна помощщь с подпиской на рассылку новостей,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000691,,,,typo_duplicate_char
aug_account_0271_stg1_000690,как пользоваться платиноым профилем?,как пользоваться платиноым профилем?,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000690,,,,typo_delete_char
aug_account_0272_stg1_000739,изменение бесплатного аккаутна,изменение бесплатного аккаутна,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000739,,,,typo_swap_adjacent
aug_account_0273_stg1_000828,открыыть счет в Титаниуме,открыыть счет в титаниуме,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000828,,,,typo_duplicate_char
aug_account_0274_stg1_000795,"Я не зарегистрирован, как открыть у вас про аккаунт","я не зарегистрирован, как открыть у вас про аккаунт",account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000795,,,,punctuation_variant
aug_account_0275_stg1_000873,Я не могу перейти на стандартную учтную запись,я не могу перейти на стандартную учтную запись,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000873,,,,typo_delete_char
aug_account_0276_stg1_000637,"Мне нужна моя чретова история покупок, где я могу ее посмотреть?","мне нужна моя чретова история покупок, где я могу ее посмотреть?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000637,,,,typo_swap_adjacent
aug_account_0277_stg1_000601,как мне проверитть чертову историю покупок,как мне проверитть чертову историю покупок,account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000601,,,,typo_duplicate_char
aug_account_0278_stg1_000686,информация об аннулировании моего аккаунта Titainum,информация об аннулировании моего аккаунта titainum,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000686,,,,typo_swap_adjacent
aug_account_0279_stg1_000747,"Мне нужнна чертова учетная запись пользователя, да!","мне нужнна чертова учетная запись пользователя, да!",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000747,,,,typo_duplicate_char
aug_account_0280_stg1_000797,"Мне нужно найти то, что я купил, мне нужна помощь в просмотре истории моих покупок?","мне нужно найти то, что я купил, мне нужна помощь в просмотре истории моих покупок?",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000797,,,,punctuation_variant
aug_account_0281_stg1_000719,куда мне сообщить о проблемах с регстрацией,куда мне сообщить о проблемах с регстрацией,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000719,,,,typo_delete_char
aug_account_0282_stg1_000770,можешь показать мне эту чертову исторюи покупок?,можешь показать мне эту чертову исторюи покупок?,account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000770,,,,typo_swap_adjacent
aug_account_0283_stg1_000736,обновить премиум-аккауннт,обновить премиум-аккауннт,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000736,,,,typo_duplicate_char
aug_account_0284_stg1_000833,"мне не нужно изменять свою чертову учетную запись пользователя, могу ли я получить помощь!","мне не нужно изменять свою чертову учетную запись пользователя, могу ли я получить помощь!",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000833,,,,punctuation_variant
aug_account_0285_stg1_000650,"нужно поискать что-то, что я купил, могу ли я посмотреть историю своих заказв","нужно поискать что-то, что я купил, могу ли я посмотреть историю своих заказв",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000650,,,,typo_delete_char
aug_account_0286_stg1_000699,"мне нужна помощь, чтобы перейти на платиновый аккаутн","мне нужна помощь, чтобы перейти на платиновый аккаутн",account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000699,,,,typo_swap_adjacent
aug_account_0287_stg1_000779,"Мне не нужен мой чертов профиль, мне нужнна помощь, чтобы его закрыть.","мне не нужен мой чертов профиль, мне нужнна помощь, чтобы его закрыть.",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000779,,,,typo_duplicate_char
aug_account_0288_stg1_000804,Мне нужна информация об открытии счетов Titanium!,мне нужна информация об открытии счетов titanium!,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000804,,,,punctuation_variant
aug_account_0289_stg1_000595,"кто-то взломал мой профль, мне нужна помощь в восстановлении пароля","кто-то взломал мой профль, мне нужна помощь в восстановлении пароля",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000595,,,,typo_delete_char
aug_account_0290_stg1_000636,"Я хотел бы проверить гребаный перерыв в заказе, могу ли я получить нектоорую помощь?","я хотел бы проверить гребаный перерыв в заказе, могу ли я получить нектоорую помощь?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000636,,,,typo_swap_adjacent
aug_account_0291_stg1_000885,"мне нужно использовать платиновый профиль, могу ли я получить поммощь?","мне нужно использовать платиновый профиль, могу ли я получить поммощь?",account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000885,,,,typo_duplicate_char
aug_account_0292_stg1_000767,что мне нужно сделать чтобы восстановить ключ доступа к моему профилю пользователя,что мне нужно сделать чтобы восстановить ключ доступа к моему профилю пользователя,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000767,,,,punctuation_variant
aug_account_0293_stg1_000678,уведомлять об ошбках при регистрации,уведомлять об ошбках при регистрации,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000678,,,,typo_delete_char
aug_account_0294_stg1_000671,Я хотел бы получить информацюи о получении ключа доступа,я хотел бы получить информацюи о получении ключа доступа,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000671,,,,typo_swap_adjacent
aug_account_0295_stg1_000806,"кто-то взломал моего пользователя, помогите мне восстановить пароль!","кто-то взломал моего пользователя, помогите мне восстановить пароль!",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000806,,,,punctuation_variant
aug_account_0296_stg1_000859,"Мне нужно полчить ваш корпоративный информационный бюллетень, мне нужна помощь","мне нужно полчить ваш корпоративный информационный бюллетень, мне нужна помощь",account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000859,,,,typo_delete_char
aug_account_0297_stg1_000610,"мне нужна помощь, чтоббы просмотреть историю покупок","мне нужна помощь, чтоббы просмотреть историю покупок",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000610,,,,typo_duplicate_char
aug_account_0298_stg1_000720,можно ли будет сесть на чертов Платиновый аккаунт?,можно ли будет сесть на чертов платиновый аккаунт?,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000720,,,,punctuation_variant
aug_account_0299_stg1_000640,"мне нужен четов аккаунт, где его создать","мне нужен четов аккаунт, где его создать",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000640,,,,typo_delete_char
aug_account_0300_stg1_000613,"Мне нужно запросиить право на забвение, где мне это сделать?","мне нужно запросиить право на забвение, где мне это сделать?",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000613,,,,typo_duplicate_char
aug_account_0301_stg1_000626,мне нужна помощь в редактировании моей учетной записи?,мне нужна помощь в редактировании моей учетной записи?,account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000626,,,,punctuation_variant
aug_account_0302_stg1_000800,зарегистрирвоаться,зарегистрирвоаться,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000800,,,,typo_swap_adjacent
aug_account_0303_stg1_000707,"я не знаю, что делать, чтобы перейти на платиновыый аккаунт","я не знаю, что делать, чтобы перейти на платиновыый аккаунт",account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000707,,,,typo_duplicate_char
aug_account_0304_stg1_000756,как сообить о проблемах с регистрацией,как сообить о проблемах с регистрацией,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000756,,,,typo_delete_char
aug_account_0305_stg1_000813,проблема со сбросом ключа достуап,проблема со сбросом ключа достуап,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000813,,,,typo_swap_adjacent
aug_delivery_0001_stg1_001648,где я моггу проверить чертову стоимость доставки?,где я моггу проверить чертову стоимость доставки?,delivery,delivery,bitext|aug_typo_duplicate_char,False,True,False,delivery,stg1_001648,,,,typo_duplicate_char
aug_delivery_0002_stg1_001668,можно ли разместить заказ из Индии?,можно ли разместить заказ из индии?,delivery,delivery,ikshana|aug_phrase_compression,False,True,False,delivery,stg1_001668,,,,phrase_compression
aug_delivery_0003_stg1_001483,"Я хотел бы увидеть чертовы сроки доставки моего заказа, как это сделать??","я хотел бы увидеть чертовы сроки доставки моего заказа, как это сделать??",delivery,delivery,bitext|aug_punctuation_variant,False,True,False,delivery,stg1_001483,,,,punctuation_variant
aug_delivery_0004_stg1_001701,"нужна помощь, просмтрите варианты доставки","нужна помощь, просмтрите варианты доставки",delivery,delivery,ikshana|aug_typo_delete_char,False,True,False,delivery,stg1_001701,,,,typo_delete_char
aug_delivery_0005_stg1_001478,"я не получил посылку, мне нужна помощь, чтобы сообщить о пробелме с доставкой","я не получил посылку, мне нужна помощь, чтобы сообщить о пробелме с доставкой",delivery,delivery,bitext|aug_typo_swap_adjacent,False,True,False,delivery,stg1_001478,,,,typo_swap_adjacent
aug_delivery_0006_stg1_001592,"Поезд в 5 вечера в среду до Роквилла, вы вовреммя?","поезд в 5 вечера в среду до роквилла, вы вовреммя?",delivery,delivery,runlu|aug_typo_duplicate_char,False,True,False,delivery,stg1_001592,,,,typo_duplicate_char
aug_delivery_0007_stg1_001617,Сколько времени на поезд,сколько времени на поезд,delivery,delivery,runlu|aug_punctuation_variant,False,True,False,delivery,stg1_001617,,,,punctuation_variant
aug_delivery_0008_stg1_002933,Моно ли доставить сегодня?,моно ли доставить сегодня?,delivery,delivery,synthetic_dataset|aug_typo_delete_char,True,True,False,delivery,stg1_002933,,,,typo_delete_char
aug_delivery_0009_stg1_001692,"моя посылка неполная, мне нужна помщоь, чтобы сообщить о неполной поставке","моя посылка неполная, мне нужна помщоь, чтобы сообщить о неполной поставке",delivery,delivery,bitext|aug_typo_swap_adjacent,False,True,False,delivery,stg1_001692,,,,typo_swap_adjacent
