sample_id,text_original,text_normalized,raw_label,label,source,is_synthetic,is_augmented,is_hard_negative,label_before_review
stg1_002724,"сайт не работает на моем компьютере, мне нужна помощь, чтобы сообщить об ошибке","сайт не работает на моем компьютере, мне нужна помощь, чтобы сообщить об ошибке",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_002334,"Помогите узнать, в каких случаях я могу потребовать вернуть свои деньги","помогите узнать, в каких случаях я могу потребовать вернуть свои деньги",payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_002472,"Я ищу информацию о весенних распродажах, мне нужна помощь","я ищу информацию о весенних распродажах, мне нужна помощь",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002062,как я могу получить информацию о чертовом статусе моего возмещения,как я могу получить информацию о чертовом статусе моего возмещения,payment_refund,payment_refund,bitext,False,False,False,payment_refund
stg1_001225,"Я хотел бы вернуть товар онлайн, могу ли я получить помощь?","я хотел бы вернуть товар онлайн, могу ли я получить помощь?",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_002842,"Мне бы хотелось воспользоваться твоим чертовым мобильным приложением, где я могу это сделать","мне бы хотелось воспользоваться твоим чертовым мобильным приложением, где я могу это сделать",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_000627,"мне нужен чертов аккаунт, ты поможешь мне его открыть?","мне нужен чертов аккаунт, ты поможешь мне его открыть?",account,account,bitext,False,False,False,account
stg1_001255,"один из предметов в моей посылке неправильный, как мне об этом сообщить?","один из предметов в моей посылке неправильный, как мне об этом сообщить?",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_000891,Могу ли я связаться со службой поддержки клиентов?,могу ли я связаться со службой поддержки клиентов?,general_info,general_info,bitext,False,False,False,general_info
stg1_001641,"Можешь показать мне, как отправиться в Музей полета в Сиэтле.","можешь показать мне, как отправиться в музей полета в сиэтле.",delivery,delivery,runlu,False,False,False,delivery
stg1_000595,"кто-то взломал мой профиль, мне нужна помощь в восстановлении пароля","кто-то взломал мой профиль, мне нужна помощь в восстановлении пароля",account,account,bitext,False,False,False,account
stg1_001983,"Я хочу оставить отзыв о вашей компании, могу ли я получить некоторую помощь?","я хочу оставить отзыв о вашей компании, могу ли я получить некоторую помощь?",other,other,bitext,False,False,False,other
stg1_001016,Покажите мне записи Сачин Тендулкара?,покажите мне записи сачин тендулкара?,general_info,general_info,runlu,False,False,False,general_info
stg1_000438,обновить покупку113542617735902,обновить покупку113542617735902,order_status,order_status,ikshana,False,False,False,order_status
stg1_002612,"Мне нужна информация о продажах, как я могу ее найти?","мне нужна информация о продажах, как я могу ее найти?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_001810,как я могу оставить комментарий о товаре?,как я могу оставить комментарий о товаре?,other,other,bitext,False,False,False,other
stg1_002186,Сколько [валюта_источник: доллары] в фунте?,сколько [валюта_источник: доллары] в фунте?,payment_refund,payment_refund,runlu,False,False,False,payment_refund
stg1_002176,Какая цена?,какая цена?,payment_refund,payment_refund,runlu,False,False,False,payment_refund
stg1_001569,как скоро я могу ожидать доставку?,как скоро я могу ожидать доставку?,delivery,delivery,ikshana,False,False,False,delivery
stg1_000452,"мне нужно изменить мой гребаный онлайн-заказ, прежде чем отправлять его, не могли бы вы мне помочь?","мне нужно изменить мой гребаный онлайн-заказ, прежде чем отправлять его, не могли бы вы мне помочь?",order_status,order_status,bitext,False,False,False,order_status
stg1_000919,"Мне нужно связаться со службой поддержки клиентов, вы можете мне помочь?","мне нужно связаться со службой поддержки клиентов, вы можете мне помочь?",general_info,general_info,bitext,False,False,False,general_info
stg1_002134,"Я не знаю, как скачать счет №37777.","я не знаю, как скачать счет №37777.",payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_001231,"Я бы хотел отправить чертов заказ обратно, как мне это сделать?","я бы хотел отправить чертов заказ обратно, как мне это сделать?",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_000683,открыть фримиум-аккаунт,открыть фримиум-аккаунт,account,account,ikshana,False,False,False,account
stg1_002006,"Мне нужно отправить чертов отзыв о продукте, могу ли я получить помощь?","мне нужно отправить чертов отзыв о продукте, могу ли я получить помощь?",other,other,bitext,False,False,False,other
stg1_002015,"Я не знаю, как мне подать иск","я не знаю, как мне подать иск",other,other,ikshana,False,False,False,other
stg1_000151,помощь в написании комментария к вашей продукции,помощь в написании комментария к вашей продукции,product_info,product_info,ikshana,False,False,False,product_info
stg1_000868,открытие премиум-аккаунта для жены,открытие премиум-аккаунта для жены,account,account,ikshana,False,False,False,account
stg1_002122,Я хочу помощи с требованием компенсации,я хочу помощи с требованием компенсации,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_001098,Я пытаюсь найти информацию о часах работы твоего чертового магазина.,я пытаюсь найти информацию о часах работы твоего чертового магазина.,general_info,general_info,bitext,False,False,False,general_info
stg1_000342,"я купил чертов товар, но он мне не нужен, мне нужно отменить заказ","я купил чертов товар, но он мне не нужен, мне нужно отменить заказ",order_status,order_status,bitext,False,False,False,order_status
stg1_000881,нужно отписаться от вашей рассылки,нужно отписаться от вашей рассылки,account,account,ikshana,False,False,False,account
stg1_002523,"Ищу информацию о чертовых зимних распродажах, где ее взять","ищу информацию о чертовых зимних распродажах, где ее взять",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002719,"сайт не работает на моем мобильном телефоне, как сообщить об ошибке","сайт не работает на моем мобильном телефоне, как сообщить об ошибке",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_001547,"хочу указать дополнительный адрес доставки, как это сделать?","хочу указать дополнительный адрес доставки, как это сделать?",delivery,delivery,ikshana,False,False,False,delivery
stg1_001771,"мне нужно отправить отзыв о продукте, помогите мне","мне нужно отправить отзыв о продукте, помогите мне",other,other,bitext,False,False,False,other
stg1_001170,"Я хочу найти магазин, где я могу это сделать?","я хочу найти магазин, где я могу это сделать?",general_info,general_info,bitext,False,False,False,general_info
stg1_001764,"как я могу увидеть, какие чертовы варианты доставки доступны?","как я могу увидеть, какие чертовы варианты доставки доступны?",delivery,delivery,ikshana,False,False,False,delivery
stg1_000991,"Отправь письмо моему брату и скажи, что годовщина свадьбы","отправь письмо моему брату и скажи, что годовщина свадьбы",general_info,general_info,runlu,False,False,False,general_info
stg1_002556,"Я хочу узнать больше о весенних распродажах, можете ли вы найти какую-нибудь информацию?","я хочу узнать больше о весенних распродажах, можете ли вы найти какую-нибудь информацию?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_000386,"Я заказал некоторые товары, как отменить покупку ОХФТРЗАД?","я заказал некоторые товары, как отменить покупку охфтрзад?",order_status,order_status,ikshana,False,False,False,order_status
stg1_001821,"мне нужна помощь, чтобы представить чертову идею продукта","мне нужна помощь, чтобы представить чертову идею продукта",other,other,bitext,False,False,False,other
stg1_000503,"помощь, чтобы увидеть расчетное время покупки 01LIOX55","помощь, чтобы увидеть расчетное время покупки 01liox55",order_status,order_status,ikshana,False,False,False,order_status
stg1_002463,"Я ищу информацию о чертовых весенних распродажах, могу ли я получить помощь?","я ищу информацию о чертовых весенних распродажах, могу ли я получить помощь?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002123,Мне нужна помощь в поиске счетов от Джона.,мне нужна помощь в поиске счетов от джона.,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_002086,"Я хотел бы сделать переводы, помогите мне","я хотел бы сделать переводы, помогите мне",payment_refund,payment_refund,bitext,False,False,False,payment_refund
stg1_002024,"Я хочу оставить комментарий о вашем бренде, мне нужна помощь","я хочу оставить комментарий о вашем бренде, мне нужна помощь",other,other,bitext,False,False,False,other
stg1_001367,как мне увидеть твою чертову политику возврата?,как мне увидеть твою чертову политику возврата?,return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_000225,"Мне нужно увидеть наличие этого чертового предмета, могу ли я получить помощь?","мне нужно увидеть наличие этого чертового предмета, могу ли я получить помощь?",product_info,product_info,bitext,False,False,False,product_info
stg1_000182,"Я хотел бы увидеть наличие этого чертового предмета, не могли бы вы мне помочь?","я хотел бы увидеть наличие этого чертового предмета, не могли бы вы мне помочь?",product_info,product_info,bitext,False,False,False,product_info
stg1_000576,"Мне нужно проверить плату за ранний выход, мне нужна помощь","мне нужно проверить плату за ранний выход, мне нужна помощь",order_status,order_status,ikshana,False,False,False,order_status
stg1_002572,Я ищу информацию о следующих распродажах. Могу ли я получить помощь?,я ищу информацию о следующих распродажах. могу ли я получить помощь?,promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_001920,"мне нужно отправить чертовы предложения, мне нужна помощь","мне нужно отправить чертовы предложения, мне нужна помощь",other,other,bitext,False,False,False,other
stg1_002207,долл. США - фунт стерлингов,долл. сша - фунт стерлингов,payment_refund,payment_refund,runlu,False,False,False,payment_refund
stg1_002237,мне нужна помощь с долбанными платежами,мне нужна помощь с долбанными платежами,payment_refund,payment_refund,bitext,False,False,False,payment_refund
stg1_001763,расскажи мне больше о редактировании моего адреса,расскажи мне больше о редактировании моего адреса,delivery,delivery,ikshana,False,False,False,delivery
stg1_001849,"я не знаю, что мне нужно сделать, чтобы поговорить с живым агентом","я не знаю, что мне нужно сделать, чтобы поговорить с живым агентом",other,other,ikshana,False,False,False,other
stg1_000075,помогите мне оставить отзыв о вашей продукции,помогите мне оставить отзыв о вашей продукции,product_info,product_info,ikshana,False,False,False,product_info
stg1_002542,"Мне нужна информация о зимних распродажах, как ее найти?","мне нужна информация о зимних распродажах, как ее найти?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_001578,Когда последний поезд с рабочего отпуска,когда последний поезд с рабочего отпуска,delivery,delivery,runlu,False,False,False,delivery
stg1_002271,Мне нужна помощь в сообщении о проблеме с оплатой,мне нужна помощь в сообщении о проблеме с оплатой,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_002307,"нужна помощь, чтобы запросить возврат моих денег","нужна помощь, чтобы запросить возврат моих денег",payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_002030,можете помочь мне отправить отзыв о продукте,можете помочь мне отправить отзыв о продукте,other,other,bitext,False,False,False,other
stg1_000326,"я купил чертов товар, но он мне не нужен, я хочу отменить заказ","я купил чертов товар, но он мне не нужен, я хочу отменить заказ",order_status,order_status,bitext,False,False,False,order_status
stg1_002081,"Мне нужно произвести оплату, вы можете мне помочь?","мне нужно произвести оплату, вы можете мне помочь?",payment_refund,payment_refund,bitext,False,False,False,payment_refund
stg1_002217,Я должен сообщить о проблемах с оплатой,я должен сообщить о проблемах с оплатой,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_001030,"Скажи мне, какова география в этом регионе.","скажи мне, какова география в этом регионе.",general_info,general_info,runlu,False,False,False,general_info
stg1_000052,нужна помощь в отправке отзыва об услуге,нужна помощь в отправке отзыва об услуге,product_info,product_info,ikshana,False,False,False,product_info
stg1_002356,Я жду оплаты картой,я жду оплаты картой,payment_refund,payment_refund,bitext,False,False,False,payment_refund
stg1_002312,мог бы рассказать мне больше о вашей политике возврата денег,мог бы рассказать мне больше о вашей политике возврата денег,payment_refund,payment_refund,bitext,False,False,False,payment_refund
stg1_001240,"хочу вернуть чертовы заказы онлайн, где это сделать","хочу вернуть чертовы заказы онлайн, где это сделать",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_002526,как я мог получить информацию о чертовых распродажах,как я мог получить информацию о чертовых распродажах,promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002695,"Я не могу заставить сайт работать на моем Mac, мне нужно сообщить об ошибке","я не могу заставить сайт работать на моем mac, мне нужно сообщить об ошибке",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_001609,Время проверки поезда Калки с станции Джодпур в понедельник,время проверки поезда калки с станции джодпур в понедельник,delivery,delivery,runlu,False,False,False,delivery
stg1_001371,"Я хочу вернуть заказы онлайн, где мне это сделать?","я хочу вернуть заказы онлайн, где мне это сделать?",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_002576,"Я хотел бы узнать больше о следующих распродажах, могу дать мне некоторую информацию","я хотел бы узнать больше о следующих распродажах, могу дать мне некоторую информацию",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002153,Жду блин возврата 10$,жду блин возврата 10$,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_000473,"я купил товар, но выбрал не ту модель, хочу изменить свой заказ","я купил товар, но выбрал не ту модель, хочу изменить свой заказ",order_status,order_status,bitext,False,False,False,order_status
stg1_001160,"как узнать, в какое время я могу позвонить в службу поддержки клиентов","как узнать, в какое время я могу позвонить в службу поддержки клиентов",general_info,general_info,ikshana,False,False,False,general_info
stg1_001775,"хочу отправить жалобу, мне нужна помощь","хочу отправить жалобу, мне нужна помощь",other,other,bitext,False,False,False,other
stg1_002527,"мне нужна информация о продажах, как я могу ее получить","мне нужна информация о продажах, как я могу ее получить",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_000055,есть ли у вас способ оставить отзыв об услуге?,есть ли у вас способ оставить отзыв об услуге?,product_info,product_info,ikshana,False,False,False,product_info
stg1_000981,"помогите мне узнать, в какие часы я могу позвонить в службу поддержки клиентов","помогите мне узнать, в какие часы я могу позвонить в службу поддержки клиентов",general_info,general_info,ikshana,False,False,False,general_info
stg1_001342,"Я хотел бы вернуть чертовы товары из Интернета, мне нужна помощь","я хотел бы вернуть чертовы товары из интернета, мне нужна помощь",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_000006,"мне нужно проверить наличие товара в магазине, не могли бы вы мне помочь?","мне нужно проверить наличие товара в магазине, не могли бы вы мне помочь?",product_info,product_info,bitext,False,False,False,product_info
stg1_002746,"Веб-сайт не работает, я хотел бы сообщить о проблеме","веб-сайт не работает, я хотел бы сообщить о проблеме",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_001162,"мне нужна информация о чертовых магазинах поблизости, где я могу ее получить","мне нужна информация о чертовых магазинах поблизости, где я могу ее получить",general_info,general_info,bitext,False,False,False,general_info
stg1_002056,"Я хотел бы поговорить с агентом, могу ли я получить помощь?","я хотел бы поговорить с агентом, могу ли я получить помощь?",other,other,bitext,False,False,False,other
stg1_000956,"помогите мне узнать, в какие часы доступна служба поддержки клиентов","помогите мне узнать, в какие часы доступна служба поддержки клиентов",general_info,general_info,ikshana,False,False,False,general_info
stg1_002804,"Я хочу воспользоваться твоим чертовым мобильным приложением, где мне это сделать?","я хочу воспользоваться твоим чертовым мобильным приложением, где мне это сделать?",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_001245,"мне нужна информация о твоем чертовом процессе возврата, могу я ее получить","мне нужна информация о твоем чертовом процессе возврата, могу я ее получить",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_002440,"Мне нравится информация о зимних распродажах, как я могу ее получить?","мне нравится информация о зимних распродажах, как я могу ее получить?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_001348,как я могу вернуть некоторые чертовы товары вне срока возврата?,как я могу вернуть некоторые чертовы товары вне срока возврата?,return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_001110,"нужно посмотреть, в какие часы доступна служба поддержки клиентов","нужно посмотреть, в какие часы доступна служба поддержки клиентов",general_info,general_info,ikshana,False,False,False,general_info
stg1_002087,"мне нужна помощь, чтобы проверить статус моего возмещения","мне нужна помощь, чтобы проверить статус моего возмещения",payment_refund,payment_refund,bitext,False,False,False,payment_refund
stg1_001900,можешь помочь мне поговорить с ассистентом?,можешь помочь мне поговорить с ассистентом?,other,other,ikshana,False,False,False,other
stg1_001308,"Я хотел бы запросить возврат средств, могу ли я получить некоторую помощь?","я хотел бы запросить возврат средств, могу ли я получить некоторую помощь?",return_exchange,payment_refund,bitext,False,False,False,return_exchange
stg1_002857,"нужно использовать ваше приложение, где мне это сделать","нужно использовать ваше приложение, где мне это сделать",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_000769,"нужно просмотреть мою историю покупок, вы мне поможете","нужно просмотреть мою историю покупок, вы мне поможете",account,account,bitext,False,False,False,account
stg1_001755,Я бы хотел сообщить о проблемах с доставкой моего груза. Где мне это сделать?,я бы хотел сообщить о проблемах с доставкой моего груза. где мне это сделать?,delivery,delivery,bitext,False,False,False,delivery
stg1_000103,какова балансовая стоимость гугля,какова балансовая стоимость гугля,product_info,product_info,runlu,False,False,False,product_info
stg1_002899,"сайт не работает, помогите мне сообщить об ошибке","сайт не работает, помогите мне сообщить об ошибке",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_002748,как я могу использовать твое мобильное приложение,как я могу использовать твое мобильное приложение,technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_000118,Не могли бы вы дать мне прежний график на будущее.,не могли бы вы дать мне прежний график на будущее.,product_info,product_info,runlu,False,False,False,product_info
stg1_001617,Сколько времени на поезд?,сколько времени на поезд?,delivery,delivery,runlu,False,False,False,delivery
stg1_000249,"Я хочу добавить товар в корзину, где это можно сделать?","я хочу добавить товар в корзину, где это можно сделать?",product_info,product_info,bitext,False,False,False,product_info
stg1_000756,как сообщить о проблемах с регистрацией,как сообщить о проблемах с регистрацией,account,account,ikshana,False,False,False,account
stg1_002803,"сайт не работает на моем мобильном телефоне, мне нужно сообщить о проблеме","сайт не работает на моем мобильном телефоне, мне нужно сообщить о проблеме",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_001387,"Я хочу вернуть товар онлайн, где я могу это сделать?","я хочу вернуть товар онлайн, где я могу это сделать?",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_002488,"Мне нужна информация о чертовых весенних распродажах, как я могу ее найти?","мне нужна информация о чертовых весенних распродажах, как я могу ее найти?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_001320,"чертов товар, который я заказал, неправильный, мне нужна помощь, чтобы сообщить об этом","чертов товар, который я заказал, неправильный, мне нужна помощь, чтобы сообщить об этом",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_001361,"Я хочу обменять в магазине чертов товар, купленный онлайн, как мне это сделать?","я хочу обменять в магазине чертов товар, купленный онлайн, как мне это сделать?",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_000921,"Мне бы хотелось найти чертовы магазины поблизости, мне нужна помощь","мне бы хотелось найти чертовы магазины поблизости, мне нужна помощь",general_info,general_info,bitext,False,False,False,general_info
stg1_000305,"Мне нужно отследить свою посылку, как я могу это сделать?","мне нужно отследить свою посылку, как я могу это сделать?",order_status,order_status,bitext,False,False,False,order_status
stg1_001340,"Я ищу информацию о чертовом товаре в магазине, мне нужна помощь.","я ищу информацию о чертовом товаре в магазине, мне нужна помощь.",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_001687,"Можете ли вы помочь мне проверить, как скоро я могу ожидать посылку?","можете ли вы помочь мне проверить, как скоро я могу ожидать посылку?",delivery,delivery,ikshana,False,False,False,delivery
stg1_002737,"Я бы хотел воспользоваться твоим чертовым мобильным приложением, можно мне помочь?","я бы хотел воспользоваться твоим чертовым мобильным приложением, можно мне помочь?",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_001165,Объясни мне о Роке!,объясни мне о роке!,general_info,general_info,runlu,False,False,False,general_info
stg1_000445,"Я купил товар, но выбрал неправильный цвет, как я могу обновить свой чертов онлайн-заказ?","я купил товар, но выбрал неправильный цвет, как я могу обновить свой чертов онлайн-заказ?",order_status,order_status,bitext,False,False,False,order_status
stg1_000282,"Я хотел бы проверить наличие какого-то товара онлайн, как мне это сделать?","я хотел бы проверить наличие какого-то товара онлайн, как мне это сделать?",product_info,product_info,bitext,False,False,False,product_info
stg1_001117,"Мне нужно найти чертов магазин, где я могу это сделать?","мне нужно найти чертов магазин, где я могу это сделать?",general_info,general_info,bitext,False,False,False,general_info
stg1_002248,"Я бы хотел расплатиться чертовой картой, как мне это сделать?","я бы хотел расплатиться чертовой картой, как мне это сделать?",payment_refund,payment_refund,bitext,False,False,False,payment_refund
stg1_001422,"Мне нужна информация о твоем чертовом процессе возвращения, как я могу ее получить?","мне нужна информация о твоем чертовом процессе возвращения, как я могу ее получить?",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_000053,"звоню, чтобы написать отзыв о товаре","звоню, чтобы написать отзыв о товаре",product_info,product_info,ikshana,False,False,False,product_info
stg1_002760,"Я бы хотел воспользоваться твоим чертовым приложением, где мне это сделать?","я бы хотел воспользоваться твоим чертовым приложением, где мне это сделать?",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_002127,не могли бы вы помочь мне сообщить о проблемах с оплатой?,не могли бы вы помочь мне сообщить о проблемах с оплатой?,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_002694,"Мне нужно использовать ваше мобильное приложение, где мне это сделать?","мне нужно использовать ваше мобильное приложение, где мне это сделать?",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_002283,"Мне нужно совершить чертовы платежи, где это сделать?","мне нужно совершить чертовы платежи, где это сделать?",payment_refund,payment_refund,bitext,False,False,False,payment_refund
stg1_001514,"моя доставка не была вовремя, мне нужна помощь, чтобы сообщить о чертовой проблеме с доставкой","моя доставка не была вовремя, мне нужна помощь, чтобы сообщить о чертовой проблеме с доставкой",delivery,delivery,bitext,False,False,False,delivery
stg1_001557,Я хочу обновить свой адрес,я хочу обновить свой адрес,delivery,delivery,ikshana,False,False,False,delivery
stg1_001156,Я хотел бы узнать о ваших часах работы. Где я могу получить дополнительную информацию?,я хотел бы узнать о ваших часах работы. где я могу получить дополнительную информацию?,general_info,general_info,bitext,False,False,False,general_info
stg1_001762,можно ли заказать из Дели?,можно ли заказать из дели?,delivery,delivery,ikshana,False,False,False,delivery
stg1_001996,"мне нужна помощь, чтобы отправить предложение","мне нужна помощь, чтобы отправить предложение",other,other,bitext,False,False,False,other
stg1_001226,один из полученных мной предметов был раздавлен. Вы поможете мне сообщить об этом?,один из полученных мной предметов был раздавлен. вы поможете мне сообщить об этом?,return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_001955,подача иска против вашего бизнеса,подача иска против вашего бизнеса,other,other,ikshana,False,False,False,other
stg1_000279,"Я ищу информацию о продукте, как я могу ее найти?","я ищу информацию о продукте, как я могу ее найти?",product_info,product_info,bitext,False,False,False,product_info
stg1_001275,"хочу обменять купленный товар, помогите мне","хочу обменять купленный товар, помогите мне",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_001457,не могли бы вы помочь мне отправить товар обратно?,не могли бы вы помочь мне отправить товар обратно?,return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_000718,"Я не использую свою Премиум-учетную запись, мне нужна помощь, чтобы закрыть ее","я не использую свою премиум-учетную запись, мне нужна помощь, чтобы закрыть ее",account,account,ikshana,False,False,False,account
stg1_002358,"Мне нужна информация о чертовых весенних распродажах, как мне ее найти?","мне нужна информация о чертовых весенних распродажах, как мне ее найти?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002881,"Я не могу заставить сайт работать на своем телефоне, мне нужна помощь, чтобы сообщить об ошибке","я не могу заставить сайт работать на своем телефоне, мне нужна помощь, чтобы сообщить об ошибке",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_000179,"хочу оставить отзыв о ваших услугах, помогите мне","хочу оставить отзыв о ваших услугах, помогите мне",product_info,product_info,ikshana,False,False,False,product_info
stg1_002858,"Я бы хотел использовать ваше мобильное приложение, могу ли я получить помощь?","я бы хотел использовать ваше мобильное приложение, могу ли я получить помощь?",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_001945,Куда мне снова подать жалобу клиента на вашу компанию?,куда мне снова подать жалобу клиента на вашу компанию?,other,other,ikshana,False,False,False,other
stg1_002579,дайте мне информацию о чертовых распродажах,дайте мне информацию о чертовых распродажах,promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002828,"Я не могу заставить сайт работать на своем планшете, сообщите об ошибке","я не могу заставить сайт работать на своем планшете, сообщите об ошибке",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_001097,"Я хотел бы найти чертовы магазины рядом со мной, могу ли я получить помощь?","я хотел бы найти чертовы магазины рядом со мной, могу ли я получить помощь?",general_info,general_info,bitext,False,False,False,general_info
stg1_000976,какая почта службы поддержки клиентов,какая почта службы поддержки клиентов,general_info,general_info,ikshana,False,False,False,general_info
stg1_002515,"Я хотел бы узнать больше о распродажах, дайте мне некоторую информацию.","я хотел бы узнать больше о распродажах, дайте мне некоторую информацию.",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002781,"Мне нужно воспользоваться твоим чертовым приложением, могу ли я получить помощь?","мне нужно воспользоваться твоим чертовым приложением, могу ли я получить помощь?",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_000245,"Я хочу добавить чертовы галстуки в корзину, ты мне поможешь?","я хочу добавить чертовы галстуки в корзину, ты мне поможешь?",product_info,product_info,bitext,False,False,False,product_info
stg1_002913,Непонятно что делать,непонятно что делать,other,other,synthetic_dataset,True,False,False,other
stg1_002290,"Я хотел бы выехать, как я могу это сделать?","я хотел бы выехать, как я могу это сделать?",payment_refund,payment_refund,bitext,False,False,False,payment_refund
stg1_000111,Цена акций за яблоко,цена акций за яблоко,product_info,product_info,runlu,False,False,False,product_info
stg1_001981,Мне нужна помощь в разговоре с агентом-человеком,мне нужна помощь в разговоре с агентом-человеком,other,other,ikshana,False,False,False,other
stg1_001819,где cvan я могу оставить отзыв,где cvan я могу оставить отзыв,other,other,bitext,False,False,False,other
stg1_002257,"Я хотел бы оплатить картой, вы можете мне помочь?","я хотел бы оплатить картой, вы можете мне помочь?",payment_refund,payment_refund,bitext,False,False,False,payment_refund
