sample_id,text_original,text_normalized,raw_label,label,source,is_synthetic,is_augmented,is_hard_negative,other_subtype_rule
stg1_001948,Могу ли я подать рекламацию клиента против вашей компании,могу ли я подать рекламацию клиента против вашей компании,other,other,ikshana,False,False,False,unclassified
stg1_001949,я не могу говорить с агентом,я не могу говорить с агентом,other,other,ikshana,False,False,False,unclassified
stg1_001950,Мне нужно подать жалобу на ваш бренд. Вы мне поможете?,мне нужно подать жалобу на ваш бренд. вы мне поможете?,other,other,bitext,False,False,False,feedback_complaint
stg1_001951,"У меня есть жалоба, помогите мне ее подать","у меня есть жалоба, помогите мне ее подать",other,other,bitext,False,False,False,feedback_complaint
stg1_001952,"Я хотел бы поговорить с чертовым агентом-человеком, помогите мне.","я хотел бы поговорить с чертовым агентом-человеком, помогите мне.",other,other,bitext,False,False,False,operator_contact
stg1_001953,"Мне нужно отправить чертов отзыв, могу ли я получить помощь?","мне нужно отправить чертов отзыв, могу ли я получить помощь?",other,other,bitext,False,False,False,feedback_complaint
stg1_001954,подача потребительского иска против вашего бизнеса,подача потребительского иска против вашего бизнеса,other,other,ikshana,False,False,False,legal_claim
stg1_001955,подача иска против вашего бизнеса,подача иска против вашего бизнеса,other,other,ikshana,False,False,False,legal_claim
stg1_001956,Я пытаюсь поговорить с ассистентом,я пытаюсь поговорить с ассистентом,other,other,ikshana,False,False,False,operator_contact
stg1_001957,"Я не знаю, как говорить с агентом-человеком","я не знаю, как говорить с агентом-человеком",other,other,ikshana,False,False,False,unclassified
stg1_001958,хочу подать жалобу потребителя на вашу организацию,хочу подать жалобу потребителя на вашу организацию,other,other,ikshana,False,False,False,feedback_complaint
stg1_001959,"Я не знаю, что мне нужно сделать, чтобы предъявить потребительскую претензию.","я не знаю, что мне нужно сделать, чтобы предъявить потребительскую претензию.",other,other,ikshana,False,False,False,legal_claim
stg1_001960,"у меня есть отзыв о продукте, помогите, мистер, отправьте его","у меня есть отзыв о продукте, помогите, мистер, отправьте его",other,other,bitext,False,False,False,feedback_complaint
stg1_001961,"я не понимаю, тебе нужна помощь, чтобы поговорить с чертовым человеком","я не понимаю, тебе нужна помощь, чтобы поговорить с чертовым человеком",other,other,bitext,False,False,False,operator_contact
stg1_001962,"Я хотел бы поговорить с оператором, как это сделать?","я хотел бы поговорить с оператором, как это сделать?",other,other,bitext,False,False,False,operator_contact
stg1_001963,"Я хотел бы оставить комментарий о продукте, могу ли я получить помощь?","я хотел бы оставить комментарий о продукте, могу ли я получить помощь?",other,other,bitext,False,False,False,unclassified
stg1_001964,"мне нужна помощь, чтобы поговорить с агентом-человеком","мне нужна помощь, чтобы поговорить с агентом-человеком",other,other,ikshana,False,False,False,operator_contact
stg1_001965,"У меня есть комментарий о вашей компании, помогите мне его отправить.","у меня есть комментарий о вашей компании, помогите мне его отправить.",other,other,bitext,False,False,False,unclassified
stg1_001966,Я пытаюсь подать жалобу от клиента,я пытаюсь подать жалобу от клиента,other,other,ikshana,False,False,False,feedback_complaint
stg1_001967,"Я тебя не понимаю, помоги мне поговорить с кем-нибудь","я тебя не понимаю, помоги мне поговорить с кем-нибудь",other,other,bitext,False,False,False,operator_contact
stg1_001968,"у меня есть предложение по улучшению вашего продукта, можете ли вы его прислать?","у меня есть предложение по улучшению вашего продукта, можете ли вы его прислать?",other,other,bitext,False,False,False,feedback_complaint
stg1_001969,Я хочу подать жалобу на вашу компанию,я хочу подать жалобу на вашу компанию,other,other,bitext,False,False,False,feedback_complaint
stg1_001970,"мне нужна помощь, чтобы поговорить с чертовым оператором","мне нужна помощь, чтобы поговорить с чертовым оператором",other,other,bitext,False,False,False,operator_contact
stg1_001971,мне нужна помощь с отправкой чертовых жалоб на продукт,мне нужна помощь с отправкой чертовых жалоб на продукт,other,other,bitext,False,False,False,feedback_complaint
stg1_001972,"мне нужно предложить чертову идею, как сделать продукт лучше, не мог бы ты мне помочь","мне нужно предложить чертову идею, как сделать продукт лучше, не мог бы ты мне помочь",other,other,bitext,False,False,False,feedback_complaint
stg1_001973,можно ли отправить отзыв о продукте?,можно ли отправить отзыв о продукте?,other,other,bitext,False,False,False,feedback_complaint
stg1_001974,Мне нужна помощь в отправке идей для продукта,мне нужна помощь в отправке идей для продукта,other,other,bitext,False,False,False,unclassified
stg1_001975,можно ли оставить чертов отзыв,можно ли оставить чертов отзыв,other,other,bitext,False,False,False,feedback_complaint
stg1_001976,"нужна помощь, разговариваю с оператором","нужна помощь, разговариваю с оператором",other,other,ikshana,False,False,False,unclassified
stg1_001977,"нужно поговорить с агентом, где я могу это сделать","нужно поговорить с агентом, где я могу это сделать",other,other,bitext,False,False,False,operator_contact
stg1_001978,Мне нужно отправить чертовы жалобы на продукт.,мне нужно отправить чертовы жалобы на продукт.,other,other,bitext,False,False,False,feedback_complaint
stg1_001979,хочу помочь поговорить с человеком,хочу помочь поговорить с человеком,other,other,ikshana,False,False,False,operator_contact
stg1_001980,"у меня есть отзыв о вашей компании, не могли бы вы помочь мне отправить его?","у меня есть отзыв о вашей компании, не могли бы вы помочь мне отправить его?",other,other,bitext,False,False,False,feedback_complaint
stg1_001981,Мне нужна помощь в разговоре с агентом-человеком,мне нужна помощь в разговоре с агентом-человеком,other,other,ikshana,False,False,False,unclassified
stg1_001982,"у меня есть чертов отзыв о вашей компании, помогите мне отправить его","у меня есть чертов отзыв о вашей компании, помогите мне отправить его",other,other,bitext,False,False,False,feedback_complaint
stg1_001983,"Я хочу оставить отзыв о вашей компании, могу ли я получить некоторую помощь?","я хочу оставить отзыв о вашей компании, могу ли я получить некоторую помощь?",other,other,bitext,False,False,False,feedback_complaint
stg1_001984,"нужно отправить идеи для продукта, где мне это сделать","нужно отправить идеи для продукта, где мне это сделать",other,other,bitext,False,False,False,feedback_complaint
stg1_001985,Нужна помощь в подаче иска клиента против вашей организации,нужна помощь в подаче иска клиента против вашей организации,other,other,ikshana,False,False,False,legal_claim
stg1_001986,"Я хочу представить идею продукта, мне нужна помощь","я хочу представить идею продукта, мне нужна помощь",other,other,bitext,False,False,False,feedback_complaint
stg1_001987,"Мне нужно подать чертову жалобу на вашу компанию, помогите мне.","мне нужно подать чертову жалобу на вашу компанию, помогите мне.",other,other,bitext,False,False,False,feedback_complaint
stg1_001988,"Мне нужно отправить чертово предложение по продукту, как это сделать?","мне нужно отправить чертово предложение по продукту, как это сделать?",other,other,bitext,False,False,False,feedback_complaint
stg1_001989,"Мне нужно оставить отзыв, где это сделать?","мне нужно оставить отзыв, где это сделать?",other,other,bitext,False,False,False,feedback_complaint
stg1_001990,"нужно представить чертовы идеи по улучшению продукта, помогите мне","нужно представить чертовы идеи по улучшению продукта, помогите мне",other,other,bitext,False,False,False,feedback_complaint
stg1_001991,"Я хочу подать чертову жалобу, как я могу это сделать?","я хочу подать чертову жалобу, как я могу это сделать?",other,other,bitext,False,False,False,feedback_complaint
stg1_001992,"хочу оставить чертов отзыв, ты мне поможешь?","хочу оставить чертов отзыв, ты мне поможешь?",other,other,bitext,False,False,False,feedback_complaint
stg1_001993,"опыт с тобой был плохим, помогите мне подать жалобу","опыт с тобой был плохим, помогите мне подать жалобу",other,other,ikshana,False,False,False,feedback_complaint
stg1_001994,Я хотел бы отправить предложения по улучшению продукта. Можете ли вы мне помочь?,я хотел бы отправить предложения по улучшению продукта. можете ли вы мне помочь?,other,other,bitext,False,False,False,feedback_complaint
stg1_001995,"хочу предложить идею по улучшению продукта, как я могу это сделать","хочу предложить идею по улучшению продукта, как я могу это сделать",other,other,bitext,False,False,False,feedback_complaint
stg1_001996,"мне нужна помощь, чтобы отправить предложение","мне нужна помощь, чтобы отправить предложение",other,other,bitext,False,False,False,feedback_complaint
stg1_001997,"Мне нужно поговорить с чертовым агентом, могу ли я получить помощь?","мне нужно поговорить с чертовым агентом, могу ли я получить помощь?",other,other,bitext,False,False,False,operator_contact
stg1_001998,"Я хотел бы предложить идеи по улучшению продукта, где мне это сделать?","я хотел бы предложить идеи по улучшению продукта, где мне это сделать?",other,other,bitext,False,False,False,feedback_complaint
stg1_001999,Маки жалоба,маки жалоба,other,other,ikshana,False,False,False,feedback_complaint
stg1_002000,"Я хочу отправить идею продукта, не могли бы вы мне помочь?","я хочу отправить идею продукта, не могли бы вы мне помочь?",other,other,bitext,False,False,False,feedback_complaint
stg1_002001,"у меня чертов комментарий к товару, помоги мне его отправить","у меня чертов комментарий к товару, помоги мне его отправить",other,other,bitext,False,False,False,unclassified
stg1_002002,"Я хотел бы отправить отзывы о продуктах, где я могу это сделать","я хотел бы отправить отзывы о продуктах, где я могу это сделать",other,other,bitext,False,False,False,feedback_complaint
stg1_002003,Я хотел бы оставить комментарий о вашем бренде,я хотел бы оставить комментарий о вашем бренде,other,other,bitext,False,False,False,unclassified
stg1_002004,"Я хотел бы отправить отзыв, где я могу это сделать","я хотел бы отправить отзыв, где я могу это сделать",other,other,bitext,False,False,False,feedback_complaint
stg1_002005,"Я хочу отправить идею продукта, как это сделать?","я хочу отправить идею продукта, как это сделать?",other,other,bitext,False,False,False,feedback_complaint
stg1_002006,"Мне нужно отправить чертов отзыв о продукте, могу ли я получить помощь?","мне нужно отправить чертов отзыв о продукте, могу ли я получить помощь?",other,other,bitext,False,False,False,feedback_complaint
stg1_002007,Я хотел бы предложить идею по улучшению продукта,я хотел бы предложить идею по улучшению продукта,other,other,bitext,False,False,False,feedback_complaint
stg1_002008,нужна помощь в связи с оператором,нужна помощь в связи с оператором,other,other,ikshana,False,False,False,unclassified
stg1_002009,где я могу отправить чертово предложение по продукту?,где я могу отправить чертово предложение по продукту?,other,other,bitext,False,False,False,feedback_complaint
stg1_002010,"мне нужно оставить чертов комментарий, где это сделать","мне нужно оставить чертов комментарий, где это сделать",other,other,bitext,False,False,False,unclassified
stg1_002011,"хочу поговорить с человеком, могу ли я получить помощь","хочу поговорить с человеком, могу ли я получить помощь",other,other,bitext,False,False,False,operator_contact
stg1_002012,Можете ли вы помочь мне подать иск клиента против вашей компании?,можете ли вы помочь мне подать иск клиента против вашей компании?,other,other,ikshana,False,False,False,legal_claim
stg1_002013,"Мне нужно отправить чертовы предложения по продукту, вы мне поможете?","мне нужно отправить чертовы предложения по продукту, вы мне поможете?",other,other,bitext,False,False,False,feedback_complaint
stg1_002014,можешь помочь мне поговорить с кем-нибудь?,можешь помочь мне поговорить с кем-нибудь?,other,other,bitext,False,False,False,operator_contact
stg1_002015,"Я не знаю, как мне подать иск","я не знаю, как мне подать иск",other,other,ikshana,False,False,False,legal_claim
stg1_002016,Я пытаюсь подать жалобу,я пытаюсь подать жалобу,other,other,ikshana,False,False,False,feedback_complaint
stg1_002017,"Я не доволен вашей работой, подам жалобу на потребителя.","я не доволен вашей работой, подам жалобу на потребителя.",other,other,ikshana,False,False,False,feedback_complaint
stg1_002018,помогите мне подать потребительский иск,помогите мне подать потребительский иск,other,other,ikshana,False,False,False,legal_claim
stg1_002019,Я пытаюсь поговорить с кем-то,я пытаюсь поговорить с кем-то,other,other,ikshana,False,False,False,operator_contact
stg1_002020,"мне нужно оставлять чертовы комментарии о продукте, как я могу это сделать","мне нужно оставлять чертовы комментарии о продукте, как я могу это сделать",other,other,bitext,False,False,False,unclassified
stg1_002021,нужна помощь в подаче иска потребителя,нужна помощь в подаче иска потребителя,other,other,ikshana,False,False,False,legal_claim
stg1_002022,куда отправлять чертовы предложения по улучшению продукта,куда отправлять чертовы предложения по улучшению продукта,other,other,bitext,False,False,False,feedback_complaint
stg1_002023,"Я хотел бы поговорить с чертовым агентом-человеком, могу ли я получить помощь?","я хотел бы поговорить с чертовым агентом-человеком, могу ли я получить помощь?",other,other,bitext,False,False,False,operator_contact
stg1_002024,"Я хочу оставить комментарий о вашем бренде, мне нужна помощь","я хочу оставить комментарий о вашем бренде, мне нужна помощь",other,other,bitext,False,False,False,unclassified
stg1_002025,"Я хотел бы оставить чертовски предложение, могу ли я получить помощь?","я хотел бы оставить чертовски предложение, могу ли я получить помощь?",other,other,bitext,False,False,False,feedback_complaint
stg1_002026,как я могу оставить чертов отзыв о продукте,как я могу оставить чертов отзыв о продукте,other,other,bitext,False,False,False,feedback_complaint
stg1_002027,"Мне нужно отправить идею, могу ли я получить помощь?","мне нужно отправить идею, могу ли я получить помощь?",other,other,bitext,False,False,False,feedback_complaint
stg1_002028,"Мне нужно отправить комментарий о вашем бренде, можете ли вы мне помочь?","мне нужно отправить комментарий о вашем бренде, можете ли вы мне помочь?",other,other,bitext,False,False,False,unclassified
stg1_002029,"Мне нужно отправить отзыв о вашей компании, где это сделать?","мне нужно отправить отзыв о вашей компании, где это сделать?",other,other,bitext,False,False,False,feedback_complaint
stg1_002030,можете помочь мне отправить отзыв о продукте,можете помочь мне отправить отзыв о продукте,other,other,bitext,False,False,False,feedback_complaint
stg1_002031,"у меня есть офигенный отзыв о продукте, мог бы его использовать","у меня есть офигенный отзыв о продукте, мог бы его использовать",other,other,bitext,False,False,False,feedback_complaint
stg1_002032,можешь помочь мне связаться с кем-нибудь,можешь помочь мне связаться с кем-нибудь,other,other,ikshana,False,False,False,operator_contact
stg1_002033,мне нужна помощь в составлении потребительской претензии,мне нужна помощь в составлении потребительской претензии,other,other,ikshana,False,False,False,legal_claim
stg1_002034,"нужно отправить чертовски предложение по улучшению продукта, помогите мне","нужно отправить чертовски предложение по улучшению продукта, помогите мне",other,other,bitext,False,False,False,feedback_complaint
stg1_002035,"хочу оставить отзыв о вашем бренде, могу ли я получить помощь","хочу оставить отзыв о вашем бренде, могу ли я получить помощь",other,other,bitext,False,False,False,feedback_complaint
stg1_002036,"я не понимаю, как общаться с кем-то","я не понимаю, как общаться с кем-то",other,other,bitext,False,False,False,unclassified
stg1_002037,"Мне нужно оставить отзыв о продукте, где это сделать?","мне нужно оставить отзыв о продукте, где это сделать?",other,other,bitext,False,False,False,feedback_complaint
stg1_002038,где я могу оставить отзыв о вашем бренде?,где я могу оставить отзыв о вашем бренде?,other,other,bitext,False,False,False,feedback_complaint
stg1_002039,Мне нужна помощь в общении с кем-то,мне нужна помощь в общении с кем-то,other,other,ikshana,False,False,False,unclassified
stg1_002040,"Я хотел бы отправить предложение по улучшению продукта, где это сделать","я хотел бы отправить предложение по улучшению продукта, где это сделать",other,other,bitext,False,False,False,feedback_complaint
stg1_002041,"Мне нужно с кем-нибудь поговорить, как мне это сделать?","мне нужно с кем-нибудь поговорить, как мне это сделать?",other,other,bitext,False,False,False,operator_contact
stg1_002042,помоги мне пообщаться с кем-нибудь,помоги мне пообщаться с кем-нибудь,other,other,ikshana,False,False,False,operator_contact
stg1_002043,Мне нужно отправить отзыв,мне нужно отправить отзыв,other,other,bitext,False,False,False,feedback_complaint
stg1_002044,Я пытаюсь подать жалобу клиента,я пытаюсь подать жалобу клиента,other,other,ikshana,False,False,False,feedback_complaint
stg1_002045,Можете ли вы помочь мне подать гребаную рекламацию от клиента?,можете ли вы помочь мне подать гребаную рекламацию от клиента?,other,other,ikshana,False,False,False,unclassified
stg1_002046,"Я хотел бы отправить комментарий о вашем бренде, где это сделать","я хотел бы отправить комментарий о вашем бренде, где это сделать",other,other,bitext,False,False,False,unclassified
stg1_002047,"мне нужно поговорить с чертовым человеком, где я могу это сделать","мне нужно поговорить с чертовым человеком, где я могу это сделать",other,other,bitext,False,False,False,operator_contact
stg1_002048,"Мне нужно отправить чертов отзыв о вашем бренде, вы можете мне помочь?","мне нужно отправить чертов отзыв о вашем бренде, вы можете мне помочь?",other,other,bitext,False,False,False,feedback_complaint
stg1_002049,как отправить отзыв о вашем филиале?,как отправить отзыв о вашем филиале?,other,other,bitext,False,False,False,feedback_complaint
stg1_002050,помогите мне оставить отзыв о продукте,помогите мне оставить отзыв о продукте,other,other,bitext,False,False,False,feedback_complaint
stg1_002051,можешь помочь мне поговорить с чертовым человеком?,можешь помочь мне поговорить с чертовым человеком?,other,other,bitext,False,False,False,operator_contact
stg1_002052,"Мне нужно подать жалобу, могу ли я получить помощь?","мне нужно подать жалобу, могу ли я получить помощь?",other,other,ikshana,False,False,False,feedback_complaint
stg1_002053,"waqnna, отправь чертов отзыв, можешь мне помочь?","waqnna, отправь чертов отзыв, можешь мне помочь?",other,other,bitext,False,False,False,feedback_complaint
stg1_002054,мне нужно поговорить с кем-нибудь,мне нужно поговорить с кем-нибудь,other,other,bitext,False,False,False,operator_contact
stg1_002055,"Мне нужно отправить отзыв, помогите мне","мне нужно отправить отзыв, помогите мне",other,other,bitext,False,False,False,feedback_complaint
stg1_002056,"Я хотел бы поговорить с агентом, могу ли я получить помощь?","я хотел бы поговорить с агентом, могу ли я получить помощь?",other,other,bitext,False,False,False,operator_contact
stg1_002057,нужно поговорить с чертовым человеком,нужно поговорить с чертовым человеком,other,other,bitext,False,False,False,operator_contact
stg1_002058,"Я бы хотел поговорить с кем-нибудь, мне нужна помощь","я бы хотел поговорить с кем-нибудь, мне нужна помощь",other,other,bitext,False,False,False,operator_contact
stg1_002059,"мне нужно поговорить с агентом, мог бы мне помочь","мне нужно поговорить с агентом, мог бы мне помочь",other,other,ikshana,False,False,False,operator_contact
stg1_002060,"Мне нужно оставить отзыв о вашей компании, как я могу это сделать?","мне нужно оставить отзыв о вашей компании, как я могу это сделать?",other,other,bitext,False,False,False,feedback_complaint
stg1_002912,Хочу пожаловаться на обслуживание,хочу пожаловаться на обслуживание,other,other,synthetic_dataset,True,False,False,feedback_complaint
stg1_002913,Непонятно что делать,непонятно что делать,other,other,synthetic_dataset,True,False,False,unclassified
stg1_002945,"Спасибо, всё отлично!","спасибо, всё отлично!",other,other,synthetic_dataset,True,False,False,unclassified
stg1_002957,Посоветуйте что-нибудь,посоветуйте что-нибудь,other,other,synthetic_dataset,True,False,False,unclassified
stg1_002986,Хочу оставить отзыв,хочу оставить отзыв,other,other,synthetic_dataset,True,False,False,feedback_complaint
stg1_002995,Ужасный сервис,ужасный сервис,other,other,synthetic_dataset,True,False,False,unclassified
stg1_002997,Вы лучший магазин!,вы лучший магазин!,other,other,synthetic_dataset,True,False,False,unclassified
stg1_003006,Мне нужна помощь,мне нужна помощь,other,other,synthetic_dataset,True,False,False,unclassified
stg1_003010,У меня сложный вопрос,у меня сложный вопрос,other,other,synthetic_dataset,True,False,False,unclassified
stg1_003032,Куда писать жалобу?,куда писать жалобу?,other,other,synthetic_dataset,True,False,False,feedback_complaint
