sample_id_1,sample_id_2,text_1,text_2,label_1,label_2,cosine_similarity,review_status,review_comment
stg1_001466,stg1_000497,"Мне нужно обменять некоторые товары, могу ли я получить помощь?","Мне нужно купить кое-какие чертовы вещи, могу ли я получить помощь?",return_exchange,order_status,0.9613024592399597,,
stg1_001114,stg1_001805,"Я хотел бы поговорить со службой поддержки, вы мне поможете?","Я хочу поговорить с человеком, вы мне поможете?",general_info,other,0.9612419605255127,,
stg1_001805,stg1_001114,"Я хочу поговорить с человеком, вы мне поможете?","Я хотел бы поговорить со службой поддержки, вы мне поможете?",other,general_info,0.9612419605255127,,
stg1_002594,stg1_001162,"мне нужна информация о чертовых зимних распродажах, где я могу ее получить","мне нужна информация о чертовых магазинах поблизости, где я могу ее получить",promo_loyalty,general_info,0.9612401127815247,,
stg1_000001,stg1_001362,"хочу подтвердить наличие товара в магазине, могу ли я получить помощь","Я хотел бы обменять товар в магазине, могу ли я получить помощь?",product_info,return_exchange,0.9611681699752808,,
stg1_002612,stg1_000206,"Мне нужна информация о продажах, как я могу ее найти?","Мне нужна информация о продукте, где я могу ее найти?",promo_loyalty,product_info,0.9611610770225525,,
stg1_002584,stg1_001482,"Я хотел бы узнать больше о следующих распродажах, ты дашь мне некоторую информацию?","хочу узнать больше о сроках доставки моей покупки, дашь мне некоторую информацию?",promo_loyalty,delivery,0.9611529111862183,,
stg1_002074,stg1_001107,"Я бы хотел заплатить чертовой картой, ты можешь мне помочь?","Я бы хотел позвонить в чертову службу поддержки, вы можете мне помочь?",payment_refund,general_info,0.9611484408378601,,
stg1_001097,stg1_001205,"Я хотел бы найти чертовы магазины рядом со мной, могу ли я получить помощь?","Я хочу обменять купленные мной чертовы товары, могу ли я получить помощь?",general_info,return_exchange,0.9611258506774902,,
stg1_001396,stg1_002307,"я хочу вернуть деньги, помогите мне запросить это","нужна помощь, чтобы запросить возврат моих денег",return_exchange,payment_refund,0.9611123204231262,,
stg1_002576,stg1_001738,"Я хотел бы узнать больше о следующих распродажах, могу дать мне некоторую информацию","хочу узнать больше о сроках доставки моей покупки, могу найти некоторую информацию",promo_loyalty,delivery,0.9611063599586487,,
stg1_002048,stg1_000449,"Мне нужно отправить чертов отзыв о вашем бренде, вы можете мне помочь?","Мне нужно найти свой чертов заказ, ты можешь мне помочь?",other,order_status,0.9610975980758667,,
stg1_002064,stg1_002867,"моя карта не работает, мне нужно сообщить о чертовой проблеме с оплатой","приложение не работает, мне нужна помощь, чтобы сообщить о чертовой проблеме",payment_refund,technical_issue,0.9610947370529175,,
stg1_002867,stg1_002064,"приложение не работает, мне нужна помощь, чтобы сообщить о чертовой проблеме","моя карта не работает, мне нужно сообщить о чертовой проблеме с оплатой",technical_issue,payment_refund,0.9610947370529175,,
stg1_001359,stg1_000226,"Я хотел бы вернуть товар, купленный онлайн, в магазин. Можете ли вы мне помочь?","Мне нужно подтвердить наличие товара онлайн, можете ли вы мне помочь?",return_exchange,product_info,0.9610585570335388,,
stg1_001522,stg1_000339,"Мне нужно проверить стоимость доставки, где мне это сделать?","хочу проверить, где моя доставка, как это сделать",delivery,order_status,0.9610568881034851,,
stg1_000339,stg1_001522,"хочу проверить, где моя доставка, как это сделать","Мне нужно проверить стоимость доставки, где мне это сделать?",order_status,delivery,0.9610568881034851,,
stg1_001878,stg1_000057,"Я не знаю, как мне подать иск против вашей компании.","Я не знаю, как я могу отправить отзыв о вашей компании.",other,product_info,0.9610446691513062,,
stg1_000057,stg1_001878,"Я не знаю, как я могу отправить отзыв о вашей компании.","Я не знаю, как мне подать иск против вашей компании.",product_info,other,0.9610446691513062,,
stg1_000505,stg1_000043,"Я хотел бы посмотреть, где моя чертова посылка, как я могу это сделать?","Я хотел бы увидеть наличие этого чертового товара, где мне это сделать?",order_status,product_info,0.9610236883163452,,
stg1_000043,stg1_000505,"Я хотел бы увидеть наличие этого чертового товара, где мне это сделать?","Я хотел бы посмотреть, где моя чертова посылка, как я могу это сделать?",product_info,order_status,0.9610236883163452,,
stg1_001400,stg1_000184,"чертов продукт, который я получил, был поврежден, мне нужна помощь, чтобы сообщить об этом","Я хотел бы сообщить о проблеме с купленным мной продуктом, мне нужна помощь",return_exchange,product_info,0.9609923362731934,,
stg1_001125,stg1_002039,мне нужна помощь в общении со службой поддержки,Мне нужна помощь в общении с кем-то,general_info,other,0.9609434604644775,,
stg1_002039,stg1_001125,Мне нужна помощь в общении с кем-то,мне нужна помощь в общении со службой поддержки,other,general_info,0.9609434604644775,,
stg1_000274,stg1_001446,"Я хотел бы добавить чертов товар в корзину, могу ли я получить помощь?","Мне нужно обменять чертов товар, могу ли я получить помощь?",product_info,return_exchange,0.9609048366546631,,
stg1_001446,stg1_000274,"Мне нужно обменять чертов товар, могу ли я получить помощь?","Я хотел бы добавить чертов товар в корзину, могу ли я получить помощь?",return_exchange,product_info,0.9609048366546631,,
stg1_000163,stg1_001469,"Я хотел бы подтвердить наличие чертовых товаров в Интернете, вы мне поможете?","Мне нужно вернуть в магазин чертов товар, который я купил в Интернете. Вы мне поможете?",product_info,return_exchange,0.9609032273292542,,
stg1_001469,stg1_000163,"Мне нужно вернуть в магазин чертов товар, который я купил в Интернете. Вы мне поможете?","Я хотел бы подтвердить наличие чертовых товаров в Интернете, вы мне поможете?",return_exchange,product_info,0.9609032273292542,,
stg1_000242,stg1_001088,"Я хотел бы узнать о наличии товаров в магазине, не могли бы вы мне помочь?","Я хотел бы найти ближайший магазин, не могли бы вы мне помочь?",product_info,general_info,0.9608681201934814,,
stg1_002449,stg1_001303,"Мне нужна информация о чертовых распродажах, где я могу ее получить?","мне нужна информация о чертовом товаре в магазине, где я могу его получить",promo_loyalty,return_exchange,0.9608618021011353,,
stg1_002394,stg1_000206,"мне нужна информация о продажах, где я могу ее найти","Мне нужна информация о продукте, где я могу ее найти?",promo_loyalty,product_info,0.9608259201049805,,
stg1_001740,stg1_001169,"Я хотел бы проверить чертово время доставки, помогите мне.","Я хочу проверить ваши часы работы, помогите мне.",delivery,general_info,0.9608137011528015,,
stg1_001169,stg1_001740,"Я хочу проверить ваши часы работы, помогите мне.","Я хотел бы проверить чертово время доставки, помогите мне.",general_info,delivery,0.9608137011528015,,
stg1_002538,stg1_001482,"Я хочу узнать больше о следующих распродажах, можешь ли ты дать мне какую-нибудь информацию?","хочу узнать больше о сроках доставки моей покупки, дашь мне некоторую информацию?",promo_loyalty,delivery,0.9608078598976135,,
stg1_002397,stg1_001217,"Мне нужна информация о чертовой распродаже, где ее найти?","мне нужна информация о чертовом товаре в магазине, где я могу его найти",promo_loyalty,return_exchange,0.960777223110199,,
stg1_000324,stg1_001253,"Я хочу отменить товар, как мне это сделать?","Я хотел бы вернуть товар, как это сделать?",order_status,return_exchange,0.9607664346694946,,
stg1_001253,stg1_000324,"Я хотел бы вернуть товар, как это сделать?","Я хочу отменить товар, как мне это сделать?",return_exchange,order_status,0.9607664346694946,,
stg1_001286,stg1_001117,"Я хочу обменять чертов товар, где я могу это сделать?","Мне нужно найти чертов магазин, где я могу это сделать?",return_exchange,general_info,0.9607381820678711,,
stg1_001658,stg1_000238,Мне нужно сообщить о проблемах с доставкой моего груза. Где я могу это сделать?,Мне нужно сообщить о проблеме с заказанным товаром. Где я могу это сделать?,delivery,product_info,0.9607223272323608,,
stg1_000238,stg1_001658,Мне нужно сообщить о проблеме с заказанным товаром. Где я могу это сделать?,Мне нужно сообщить о проблемах с доставкой моего груза. Где я могу это сделать?,product_info,delivery,0.9607223272323608,,
stg1_000352,stg1_001135,"мне нужно отследить свою чертову доставку, мне нужна помощь","мне нужно поискать чертовы магазины рядом со мной, мне нужна помощь",order_status,general_info,0.9606944918632507,,
stg1_000915,stg1_002011,"мне нужно поговорить со службой поддержки, могу ли я получить помощь","хочу поговорить с человеком, могу ли я получить помощь",general_info,other,0.9606373310089111,,
stg1_002011,stg1_000915,"хочу поговорить с человеком, могу ли я получить помощь","мне нужно поговорить со службой поддержки, могу ли я получить помощь",other,general_info,0.9606373310089111,,
stg1_002037,stg1_000086,"Мне нужно оставить отзыв о продукте, где это сделать?","Мне нужна помощь, чтобы оставить отзыв о продукте",other,product_info,0.960632860660553,,
stg1_001777,stg1_000207,"Я хотел бы оставить чертовы комментарии о продуктах, которые могут мне помочь.","Я ищу информацию о продуктах, которые могли бы мне помочь.",other,product_info,0.9605646133422852,,
stg1_000207,stg1_001777,"Я ищу информацию о продуктах, которые могли бы мне помочь.","Я хотел бы оставить чертовы комментарии о продуктах, которые могут мне помочь.",product_info,other,0.9605646133422852,,
stg1_000519,stg1_000086,"Мне нужна помощь, чтобы отменить продукт","Мне нужна помощь, чтобы оставить отзыв о продукте",order_status,product_info,0.9605568051338196,,
stg1_001136,stg1_002388,Я хотел бы узнать больше о ближайших магазинах. Найдите некоторую информацию.,"Я хотел бы узнать больше о следующих распродажах, найти некоторую информацию.",general_info,promo_loyalty,0.9605493545532227,,
stg1_002388,stg1_001136,"Я хотел бы узнать больше о следующих распродажах, найти некоторую информацию.",Я хотел бы узнать больше о ближайших магазинах. Найдите некоторую информацию.,promo_loyalty,general_info,0.9605493545532227,,
stg1_000523,stg1_002250,"Я ищу информацию о статусе замены, можете ли вы мне помочь?",Я ищу информацию о статусе моего возмещения. Не могли бы вы мне помочь?,order_status,payment_refund,0.9604802131652832,,
stg1_002250,stg1_000523,Я ищу информацию о статусе моего возмещения. Не могли бы вы мне помочь?,"Я ищу информацию о статусе замены, можете ли вы мне помочь?",payment_refund,order_status,0.9604802131652832,,
stg1_002363,stg1_001217,"Мне нужна информация о чертовых распродажах, где я могу ее найти?","мне нужна информация о чертовом товаре в магазине, где я могу его найти",promo_loyalty,return_exchange,0.9604707956314087,,
stg1_002499,stg1_000196,"Я хотел бы узнать больше о чертовых зимних распродажах, можете ли вы дать мне некоторую информацию?","Я хотел бы узнать больше о чертовых продуктах, можете ли вы дать мне некоторую информацию?",promo_loyalty,product_info,0.9604675769805908,,
stg1_000045,stg1_001377,"Я хотел бы добавить чертовы товары в корзину, где мне это сделать?","Я бы хотел обменять чертов товар в магазине, где я могу это сделать?",product_info,return_exchange,0.9604302048683167,,
stg1_000011,stg1_001302,"продукт, который я заказал, работает неправильно, могу ли я сообщить о проблеме с продуктом","продукт, который я заказал, неправильный, помогите мне сообщить об этом",product_info,return_exchange,0.9604123830795288,,
stg1_002588,stg1_001477,"Я ищу информацию о чертовых весенних распродажах, мне нужна помощь.","Я ищу информацию о чертовой дате доставки моей покупки, мне нужна помощь.",promo_loyalty,delivery,0.9603793621063232,,
stg1_001809,stg1_001107,"Я хотел бы поговорить с чертовым оператором, могу ли я получить помощь?","Я бы хотел позвонить в чертову службу поддержки, вы можете мне помочь?",other,general_info,0.9603592157363892,,
stg1_001350,stg1_000005,"я должен сообщить о неправильном товаре, вы мне поможете?",Я хотел бы сообщить о дефектах заказанного товара. Можете ли вы мне помочь?,return_exchange,product_info,0.9603328704833984,,
stg1_001358,stg1_001727,"Мне нужно вернуть чертов заказ, помогите мне.","мне нужно проверить чертову стоимость доставки, помогите мне.",return_exchange,delivery,0.9602900743484497,,
stg1_001148,stg1_002420,"Хотелось бы узнать побольше о ближайших магазинах, не могли бы вы найти какую-нибудь информацию?","Я хотел бы узнать больше о чертовых распродажах, не могли бы вы найти какую-нибудь информацию?",general_info,promo_loyalty,0.9602741003036499,,
stg1_002420,stg1_001148,"Я хотел бы узнать больше о чертовых распродажах, не могли бы вы найти какую-нибудь информацию?","Хотелось бы узнать побольше о ближайших магазинах, не могли бы вы найти какую-нибудь информацию?",promo_loyalty,general_info,0.9602741003036499,,
stg1_001702,stg1_002364,"Я ищу информацию о дате доставки моей покупки, где я могу ее получить?","Я ищу информацию о распродажах, где я могу ее получить?",delivery,promo_loyalty,0.9602310657501221,,
stg1_002364,stg1_001702,"Я ищу информацию о распродажах, где я могу ее получить?","Я ищу информацию о дате доставки моей покупки, где я могу ее получить?",promo_loyalty,delivery,0.9602310657501221,,
stg1_001137,stg1_000157,"мне нужна помощь, чтобы найти чертовы магазины рядом со мной","мне нужно подтвердить наличие чертовых товаров в магазине, поможет мне",general_info,product_info,0.9602161645889282,,
stg1_002325,stg1_001222,"хочу узнать о твоем чертовом процессе возврата денег, дай мне немного информации","хочу узнать больше о твоем чертовом процессе возврата, могу найти некоторую информацию",payment_refund,return_exchange,0.9602051377296448,,
stg1_001222,stg1_002325,"хочу узнать больше о твоем чертовом процессе возврата, могу найти некоторую информацию","хочу узнать о твоем чертовом процессе возврата денег, дай мне немного информации",return_exchange,payment_refund,0.9602051377296448,,
stg1_000293,stg1_001373,Я хотел бы сообщить об ошибках в купленном мной продукте. Не могли бы вы мне помочь?,"в моей доставке поврежденный товар, не могли бы вы помочь мне сообщить об этом?",product_info,return_exchange,0.9602007865905762,,
stg1_001373,stg1_000293,"в моей доставке поврежденный товар, не могли бы вы помочь мне сообщить об этом?",Я хотел бы сообщить об ошибках в купленном мной продукте. Не могли бы вы мне помочь?,return_exchange,product_info,0.9602007865905762,,
stg1_001170,stg1_001461,"Я хочу найти магазин, где я могу это сделать?","Я хотел бы обменять товар в магазине, где я могу это сделать?",general_info,return_exchange,0.9601777791976929,,
stg1_001461,stg1_001170,"Я хотел бы обменять товар в магазине, где я могу это сделать?","Я хочу найти магазин, где я могу это сделать?",return_exchange,general_info,0.9601777791976929,,
stg1_001381,stg1_000277,"Товар, который я получил, неправильный, мне нужна помощь, чтобы сообщить об этом","мой продукт работает неправильно, мне нужна помощь, чтобы сообщить о проблеме с продуктом",return_exchange,product_info,0.9601753354072571,,
stg1_000855,stg1_002217,Я должен сообщить о проблемах с регистрацией,Я должен сообщить о проблемах с оплатой,account,payment_refund,0.9601105451583862,,
stg1_002217,stg1_000855,Я должен сообщить о проблемах с оплатой,Я должен сообщить о проблемах с регистрацией,payment_refund,account,0.9601105451583862,,
stg1_000367,stg1_001994,Я хотел бы обновить свой заказ перед отправкой. Можете ли вы мне помочь?,Я хотел бы отправить предложения по улучшению продукта. Можете ли вы мне помочь?,order_status,other,0.9600951671600342,,
stg1_001994,stg1_000367,Я хотел бы отправить предложения по улучшению продукта. Можете ли вы мне помочь?,Я хотел бы обновить свой заказ перед отправкой. Можете ли вы мне помочь?,other,order_status,0.9600951671600342,,
stg1_002545,stg1_000242,Я ищу информацию о продажах. Не могли бы вы мне помочь?,"Я хотел бы узнать о наличии товаров в магазине, не могли бы вы мне помочь?",promo_loyalty,product_info,0.9600770473480225,,
stg1_002410,stg1_001148,"Я хотел бы узнать больше о распродажах, не могли бы вы найти какую-нибудь информацию?","Хотелось бы узнать побольше о ближайших магазинах, не могли бы вы найти какую-нибудь информацию?",promo_loyalty,general_info,0.9600520133972168,,
stg1_000656,stg1_002679,"Я хотел бы исправить свои чертовы личные данные, мне нужна помощь","Я бы хотел воспользоваться твоим чертовым приложением, мне нужна помощь",account,technical_issue,0.9599915742874146,,
stg1_002679,stg1_000656,"Я бы хотел воспользоваться твоим чертовым приложением, мне нужна помощь","Я хотел бы исправить свои чертовы личные данные, мне нужна помощь",technical_issue,account,0.9599915742874146,,
stg1_001365,stg1_002307,"мне нужно запросить чертов возврат денег, мне нужна помощь","нужна помощь, чтобы запросить возврат моих денег",return_exchange,payment_refund,0.9599615335464478,,
stg1_000916,stg1_002263,"Я хотел бы найти чертову стойку, мне нужна помощь","Я хотел бы заплатить чертовой картой, мне нужна помощь",general_info,payment_refund,0.9599490761756897,,
stg1_002263,stg1_000916,"Я хотел бы заплатить чертовой картой, мне нужна помощь","Я хотел бы найти чертову стойку, мне нужна помощь",payment_refund,general_info,0.9599490761756897,,
stg1_002422,stg1_001738,"хочу узнать больше о следующих распродажах, могу найти некоторую информацию","хочу узнать больше о сроках доставки моей покупки, могу найти некоторую информацию",promo_loyalty,delivery,0.9599446058273315,,
stg1_000466,stg1_001135,"Я бы хотел проверить, где моя чертова посылка, мне нужна помощь","мне нужно поискать чертовы магазины рядом со мной, мне нужна помощь",order_status,general_info,0.9597653150558472,,
stg1_000185,stg1_001290,"Мне нужна помощь, чтобы добавить чертов товар в корзину.",Мне нужна помощь в обмене чертовой вещи в магазине.,product_info,return_exchange,0.9597146511077881,,
stg1_001487,stg1_000214,"мне нужно проверить время доставки моей покупки, могу ли я получить помощь","мне нужно посмотреть наличие товара, могу ли я получить помощь",delivery,product_info,0.9597119688987732,,
stg1_000214,stg1_001487,"мне нужно посмотреть наличие товара, могу ли я получить помощь","мне нужно проверить время доставки моей покупки, могу ли я получить помощь",product_info,delivery,0.9597119688987732,,
stg1_002460,stg1_001482,"Я хотел бы узнать больше о распродажах, можете ли вы дать мне некоторую информацию?","хочу узнать больше о сроках доставки моей покупки, дашь мне некоторую информацию?",promo_loyalty,delivery,0.9597001075744629,,
stg1_000030,stg1_001340,"Я хотел бы подтвердить наличие товаров в магазине, мне нужна помощь","Я ищу информацию о чертовом товаре в магазине, мне нужна помощь.",product_info,return_exchange,0.9596962928771973,,
stg1_000331,stg1_001051,"Мне нужно найти свою чертову посылку, могу ли я получить помощь?","Мне бы хотелось найти чертовы магазины, могу ли я получить помощь?",order_status,general_info,0.9596363306045532,,
stg1_002476,stg1_000187,"Я ищу информацию о чертовых зимних распродажах, могу ли я получить помощь?","Я ищу информацию о чертовых продуктах, могу ли я получить помощь?",promo_loyalty,product_info,0.9596287608146667,,
stg1_000926,stg1_000218,"Я хотел бы найти чертовы магазины в моем районе, как это сделать?","Я хотел бы проверить наличие чертовых товаров в магазине, как я могу это сделать?",general_info,product_info,0.9596277475357056,,
stg1_002675,stg1_001809,"Я хотел бы сообщить о чертовой технической проблеме, могу ли я получить помощь?","Я хотел бы поговорить с чертовым оператором, могу ли я получить помощь?",technical_issue,other,0.959567666053772,,
stg1_002515,stg1_001090,"Я хотел бы узнать больше о распродажах, дайте мне некоторую информацию.","Я хотел бы узнать больше о ваших часах покупок, дайте мне некоторую информацию",promo_loyalty,general_info,0.95955890417099,,
stg1_000020,stg1_002546,"Ищу информацию о чертовых продуктах, где ее взять?","Я ищу информацию о чертовой распродаже, где ее найти?",product_info,promo_loyalty,0.9595573544502258,,
stg1_002546,stg1_000020,"Я ищу информацию о чертовой распродаже, где ее найти?","Ищу информацию о чертовых продуктах, где ее взять?",promo_loyalty,product_info,0.9595573544502258,,
stg1_002055,stg1_000179,"Мне нужно отправить отзыв, помогите мне","хочу оставить отзыв о ваших услугах, помогите мне",other,product_info,0.9595208168029785,,
stg1_000179,stg1_002055,"хочу оставить отзыв о ваших услугах, помогите мне","Мне нужно отправить отзыв, помогите мне",product_info,other,0.9595208168029785,,
stg1_000326,stg1_002210,"я купил чертов товар, но он мне не нужен, я хочу отменить заказ","Я сделал чертов заказ и не получил счет, мне нужна помощь с его получением",order_status,payment_refund,0.9595045447349548,,
stg1_001488,stg1_000191,"мне нужно сообщить о чертовой проблеме с доставкой, где я могу это сделать","я должен сообщить о чертовых проблемах с приобретенным мной продуктом, как я могу это сделать",delivery,product_info,0.9594992995262146,,
stg1_000191,stg1_001488,"я должен сообщить о чертовых проблемах с приобретенным мной продуктом, как я могу это сделать","мне нужно сообщить о чертовой проблеме с доставкой, где я могу это сделать",product_info,delivery,0.9594992995262146,,
stg1_002238,stg1_001727,"Я хотел бы проверить твои чертовы способы оплаты, мне нужна помощь","мне нужно проверить чертову стоимость доставки, помогите мне.",payment_refund,delivery,0.959482729434967,,
stg1_002527,stg1_000275,"мне нужна информация о продажах, как я могу ее получить","Мне нужна информация о продукте, как я могу ее получить?",promo_loyalty,product_info,0.9594756960868835,,
stg1_002385,stg1_001217,"я ищу информацию о чертовых распродажах, как мне ее найти","мне нужна информация о чертовом товаре в магазине, где я могу его найти",promo_loyalty,return_exchange,0.9594568014144897,,
stg1_000485,stg1_000177,Мне нужна помощь в поиске моего гребаного онлайн-заказа.,"Я должен увидеть наличие какого-то гребаного товара в Интернете, помогите мне.",order_status,product_info,0.959450900554657,,
stg1_000177,stg1_000485,"Я должен увидеть наличие какого-то гребаного товара в Интернете, помогите мне.",Мне нужна помощь в поиске моего гребаного онлайн-заказа.,product_info,order_status,0.959450900554657,,
stg1_001409,stg1_000293,"Я хотел бы обменять купленный товар, не могли бы вы мне помочь?",Я хотел бы сообщить об ошибках в купленном мной продукте. Не могли бы вы мне помочь?,return_exchange,product_info,0.9594351649284363,,
stg1_002492,stg1_000196,"хочу узнать больше о чертовых распродажах, можешь ли ты найти какую-нибудь информацию?","Я хотел бы узнать больше о чертовых продуктах, можете ли вы дать мне некоторую информацию?",promo_loyalty,product_info,0.9594312906265259,,
stg1_000636,stg1_002304,"Я хотел бы проверить гребаный перерыв в заказе, могу ли я получить некоторую помощь?","Я хотел бы совершить гребаные платежи, могу ли я получить помощь?",account,payment_refund,0.9594190120697021,,
stg1_002304,stg1_000636,"Я хотел бы совершить гребаные платежи, могу ли я получить помощь?","Я хотел бы проверить гребаный перерыв в заказе, могу ли я получить некоторую помощь?",payment_refund,account,0.9594190120697021,,
stg1_000046,stg1_002425,"Я ищу информацию о продуктах, где я могу ее найти?","Я ищу информацию о продажах, где я могу ее получить?",product_info,promo_loyalty,0.9593663811683655,,
stg1_002425,stg1_000046,"Я ищу информацию о продажах, где я могу ее получить?","Я ищу информацию о продуктах, где я могу ее найти?",promo_loyalty,product_info,0.9593663811683655,,
stg1_000809,stg1_000294,"мне придется удалить свой чертов аккаунт, где я это делаю","мне нужно удалить чертов предмет из аккаунта, где мне это сделать",account,product_info,0.9593122601509094,,
stg1_000294,stg1_000809,"мне нужно удалить чертов предмет из аккаунта, где мне это сделать","мне придется удалить свой чертов аккаунт, где я это делаю",product_info,account,0.9593122601509094,,
stg1_001663,stg1_002313,"Я не получил свою посылку, мне нужна помощь в сообщении о проблемах с доставкой.","Я не получил подтверждение платежа. Мне нужна помощь, чтобы сообщить о проблеме с оплатой.",delivery,payment_refund,0.9592763185501099,,
stg1_001992,stg1_001310,"хочу оставить чертов отзыв, ты мне поможешь?","Я бы хотел отправить чертов заказ обратно, ты мне поможешь?",other,return_exchange,0.9591832756996155,,
stg1_001310,stg1_001992,"Я бы хотел отправить чертов заказ обратно, ты мне поможешь?","хочу оставить чертов отзыв, ты мне поможешь?",return_exchange,other,0.9591832756996155,,
stg1_002365,stg1_001482,"Я хотел бы узнать больше о следующих распродажах, вы дадите мне какую-нибудь информацию?","хочу узнать больше о сроках доставки моей покупки, дашь мне некоторую информацию?",promo_loyalty,delivery,0.9591642022132874,,
stg1_000002,stg1_000331,"Мне нужно проверить наличие этого чертового предмета, могу ли я получить помощь?","Мне нужно найти свою чертову посылку, могу ли я получить помощь?",product_info,order_status,0.9591617584228516,,
stg1_002524,stg1_001482,"Я хотел бы узнать больше о следующих распродажах, вы дадите мне некоторую информацию?","хочу узнать больше о сроках доставки моей покупки, дашь мне некоторую информацию?",promo_loyalty,delivery,0.9590874314308167,,
stg1_002316,stg1_001246,"Мне нужно проверить, в каких случаях я могу запросить возмещение","мне нужно запросить возмещение, где я могу это сделать",payment_refund,return_exchange,0.9590333104133606,,
stg1_001246,stg1_002316,"мне нужно запросить возмещение, где я могу это сделать","Мне нужно проверить, в каких случаях я могу запросить возмещение",return_exchange,payment_refund,0.9590333104133606,,
stg1_002080,stg1_001391,"Я хотел бы узнать о вашей чертовой политике возврата денег, дайте мне немного информации.","Я хочу узнать о вашей чертовой политике возврата, можете ли вы найти какую-нибудь информацию?",payment_refund,return_exchange,0.9589958786964417,,
stg1_002245,stg1_001202,"Я хочу проверить вашу политику возврата, помогите мне.","Мне бы хотелось увидеть, что ваша политика возврата поможет мне",payment_refund,return_exchange,0.9589923024177551,,
stg1_001202,stg1_002245,"Мне бы хотелось увидеть, что ваша политика возврата поможет мне","Я хочу проверить вашу политику возврата, помогите мне.",return_exchange,payment_refund,0.9589923024177551,,
stg1_002503,stg1_000196,"Я бы солгал, чтобы узнать больше о чертовых продажах, дай мне какую-нибудь информацию?","Я хотел бы узнать больше о чертовых продуктах, можете ли вы дать мне некоторую информацию?",promo_loyalty,product_info,0.9589622020721436,,
stg1_001225,stg1_000226,"Я хотел бы вернуть товар онлайн, могу ли я получить помощь?","Мне нужно подтвердить наличие товара онлайн, можете ли вы мне помочь?",return_exchange,product_info,0.9588991403579712,,
stg1_000360,stg1_000076,"Мне нужно проверить статус моего заменяющего продукта, помогите мне.","Мне нужно оставить отзыв о товаре, помогите мне.",order_status,product_info,0.9588806629180908,,
stg1_001513,stg1_002611,"Мне нужна информация о стоимости доставки, как я могу ее получить?","Мне нужна информация о распродажах, как я могу ее получить?",delivery,promo_loyalty,0.958860456943512,,
stg1_002611,stg1_001513,"Мне нужна информация о распродажах, как я могу ее получить?","Мне нужна информация о стоимости доставки, как я могу ее получить?",promo_loyalty,delivery,0.958860456943512,,
stg1_000297,stg1_001446,"Мне нужно добавить чертовы товары в корзину, могу ли я получить помощь?","Мне нужно обменять чертов товар, могу ли я получить помощь?",product_info,return_exchange,0.958821713924408,,
stg1_000155,stg1_001377,"Я хотел бы подтвердить наличие этого чертового товара в магазине, как мне это сделать?","Я бы хотел обменять чертов товар в магазине, где я могу это сделать?",product_info,return_exchange,0.9588103890419006,,
stg1_002459,stg1_000196,"Хочешь узнать больше о следующих чертовых распродажах, можешь ли ты дать мне некоторую информацию?","Я хотел бы узнать больше о чертовых продуктах, можете ли вы дать мне некоторую информацию?",promo_loyalty,product_info,0.9587954878807068,,
stg1_000513,stg1_001733,"Я бы хотел проверить, где моя чертова посылка, как это сделать","Я хотел бы проверить чертову стоимость доставки, где я могу это сделать",order_status,delivery,0.9587756395339966,,
stg1_002346,stg1_001246,"Мне нужно посмотреть, в каких ситуациях я могу попросить возмещение","мне нужно запросить возмещение, где я могу это сделать",payment_refund,return_exchange,0.9587570428848267,,
stg1_002247,stg1_001222,"Я хочу узнать больше о вашей чертовой гарантии возврата денег, можете ли вы найти какую-нибудь информацию?","хочу узнать больше о твоем чертовом процессе возврата, могу найти некоторую информацию",payment_refund,return_exchange,0.9587510824203491,,
stg1_001755,stg1_000190,Я бы хотел сообщить о проблемах с доставкой моего груза. Где мне это сделать?,Я хотел бы сообщить о проблемах в купленном мной продукте. Где я могу это сделать?,delivery,product_info,0.9587324261665344,,
stg1_000190,stg1_001755,Я хотел бы сообщить о проблемах в купленном мной продукте. Где я могу это сделать?,Я бы хотел сообщить о проблемах с доставкой моего груза. Где мне это сделать?,product_info,delivery,0.9587324261665344,,
stg1_001095,stg1_001970,помогите мне поговорить с чертовой службой поддержки,"мне нужна помощь, чтобы поговорить с чертовым оператором",general_info,other,0.9587059617042542,,
stg1_000041,stg1_001302,"заказанный мною продукт работает неправильно, сообщите о проблеме с продуктом","продукт, который я заказал, неправильный, помогите мне сообщить об этом",product_info,return_exchange,0.9586856365203857,,
stg1_002472,stg1_001486,"Я ищу информацию о весенних распродажах, мне нужна помощь","Я ищу информацию о дате доставки моей покупки, мне нужна помощь",promo_loyalty,delivery,0.9586854577064514,,
