chunk_id,category,source_group,source_file,source_path,header_h1,header_h2,header_h3,header_path,text,token_count
stg5_chunk_00104,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как войти в личный кабинет?,В мобильном приложении,Вход в аккаунт и восстановление доступа > Как войти в личный кабинет? > В мобильном приложении,"# Вход в аккаунт и восстановление доступа
## Как войти в личный кабинет?
### В мобильном приложении

1. Откройте приложение 2. Нажмите «Войти» 3. Введите email и пароль 4. Нажмите «Войти»",57
stg5_chunk_00105,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как войти в личный кабинет?,Важно,Вход в аккаунт и восстановление доступа > Как войти в личный кабинет? > Важно,"# Вход в аккаунт и восстановление доступа
## Как войти в личный кабинет?
### Важно

- Логин — это всегда email, указанный при регистрации - Пароль чувствителен к регистру (заглавные и строчные буквы различаются) - Если вы регистрировались через социальную сеть, используйте кнопку соответствующей соцсети на странице входа

---",79
stg5_chunk_00106,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не могу войти в аккаунт — что делать?,,Вход в аккаунт и восстановление доступа > Не могу войти в аккаунт — что делать?,"# Вход в аккаунт и восстановление доступа
## Не могу войти в аккаунт — что делать?

Если при попытке входа возникает ошибка, проверьте следующее:",36
stg5_chunk_00107,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не могу войти в аккаунт — что делать?,1. Неправильный email,Вход в аккаунт и восстановление доступа > Не могу войти в аккаунт — что делать? > 1. Неправильный email,"# Вход в аккаунт и восстановление доступа
## Не могу войти в аккаунт — что делать?
### 1. Неправильный email

- Убедитесь, что вводите именно тот email, который использовали при регистрации - Проверьте, нет ли опечатки (например, gmail.com вместо gmal.com) - Если у вас несколько email-адресов, попробуйте каждый",81
stg5_chunk_00108,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не могу войти в аккаунт — что делать?,2. Неправильный пароль,Вход в аккаунт и восстановление доступа > Не могу войти в аккаунт — что делать? > 2. Неправильный пароль,"# Вход в аккаунт и восстановление доступа
## Не могу войти в аккаунт — что делать?
### 2. Неправильный пароль

- Проверьте раскладку клавиатуры (русская/английская) - Проверьте, не включён ли Caps Lock - Попробуйте восстановить пароль через «Забыли пароль?»",70
stg5_chunk_00109,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не могу войти в аккаунт — что делать?,3. Аккаунт заблокирован,Вход в аккаунт и восстановление доступа > Не могу войти в аккаунт — что делать? > 3. Аккаунт заблокирован,"# Вход в аккаунт и восстановление доступа
## Не могу войти в аккаунт — что делать?
### 3. Аккаунт заблокирован

- После 5 неудачных попыток входа аккаунт временно блокируется на 30 минут - Подождите 30 минут и попробуйте снова - Если блокировка не снимается, обратитесь в поддержку",70
stg5_chunk_00110,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не могу войти в аккаунт — что делать?,4. Технические проблемы,Вход в аккаунт и восстановление доступа > Не могу войти в аккаунт — что делать? > 4. Технические проблемы,"# Вход в аккаунт и восстановление доступа
## Не могу войти в аккаунт — что делать?
### 4. Технические проблемы

- Очистите кэш и cookies браузера - Попробуйте другой браузер - Попробуйте войти через мобильное приложение - Если проблема сохраняется, обратитесь в поддержку

---",64
stg5_chunk_00111,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как восстановить пароль?,,Вход в аккаунт и восстановление доступа > Как восстановить пароль?,"# Вход в аккаунт и восстановление доступа
## Как восстановить пароль?

Если вы забыли пароль, его можно сбросить самостоятельно.",26
stg5_chunk_00112,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как восстановить пароль?,Пошаговая инструкция,Вход в аккаунт и восстановление доступа > Как восстановить пароль? > Пошаговая инструкция,"# Вход в аккаунт и восстановление доступа
## Как восстановить пароль?
### Пошаговая инструкция

1. Перейдите на страницу входа 2. Нажмите «Забыли пароль?» 3. Введите email, указанный при регистрации 4. Нажмите «Отправить код» 5. Проверьте почту — вам придёт письмо с кодом подтверждения 6. Введите код на сайте 7. Задайте новый пароль 8. Нажмите «Сохранить»",99
stg5_chunk_00113,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как восстановить пароль?,Требования к новому паролю,Вход в аккаунт и восстановление доступа > Как восстановить пароль? > Требования к новому паролю,"# Вход в аккаунт и восстановление доступа
## Как восстановить пароль?
### Требования к новому паролю

- Минимум 8 символов - Должен содержать хотя бы одну заглавную букву - Должен содержать хотя бы одну цифру - Не должен совпадать с предыдущими 3 паролями

---",68
stg5_chunk_00114,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не приходит код подтверждения — что делать?,,Вход в аккаунт и восстановление доступа > Не приходит код подтверждения — что делать?,"# Вход в аккаунт и восстановление доступа
## Не приходит код подтверждения — что делать?

Если после запроса восстановления пароля код не приходит на почту:",33
stg5_chunk_00115,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не приходит код подтверждения — что делать?,Шаг 1. Проверьте папку «Спам»,Вход в аккаунт и восстановление доступа > Не приходит код подтверждения — что делать? > Шаг 1. Проверьте папку «Спам»,"# Вход в аккаунт и восстановление доступа
## Не приходит код подтверждения — что делать?
### Шаг 1. Проверьте папку «Спам»

Письмо с кодом может попасть в папку «Спам» или «Нежелательная почта». Проверьте эти папки.",62
stg5_chunk_00116,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не приходит код подтверждения — что делать?,Шаг 2. Подождите несколько минут,Вход в аккаунт и восстановление доступа > Не приходит код подтверждения — что делать? > Шаг 2. Подождите несколько минут,"# Вход в аккаунт и восстановление доступа
## Не приходит код подтверждения — что делать?
### Шаг 2. Подождите несколько минут

Иногда доставка письма занимает до 5 минут. Не запрашивайте код повторно сразу.",46
stg5_chunk_00117,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не приходит код подтверждения — что делать?,Шаг 3. Проверьте правильность email,Вход в аккаунт и восстановление доступа > Не приходит код подтверждения — что делать? > Шаг 3. Проверьте правильность email,"# Вход в аккаунт и восстановление доступа
## Не приходит код подтверждения — что делать?
### Шаг 3. Проверьте правильность email

Убедитесь, что вы указали именно тот email, на который зарегистрирован аккаунт.",48
stg5_chunk_00118,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не приходит код подтверждения — что делать?,Шаг 4. Запросите код повторно,Вход в аккаунт и восстановление доступа > Не приходит код подтверждения — что делать? > Шаг 4. Запросите код повторно,"# Вход в аккаунт и восстановление доступа
## Не приходит код подтверждения — что делать?
### Шаг 4. Запросите код повторно

Если через 5 минут письмо не пришло, нажмите «Отправить код повторно». Повторная отправка доступна через 60 секунд.",57
stg5_chunk_00119,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не приходит код подтверждения — что делать?,Шаг 5. Проверьте настройки почтового ящика,Вход в аккаунт и восстановление доступа > Не приходит код подтверждения — что делать? > Шаг 5. Проверьте настройки почтового ящика,"# Вход в аккаунт и восстановление доступа
## Не приходит код подтверждения — что делать?
### Шаг 5. Проверьте настройки почтового ящика

- Убедитесь, что ящик не переполнен - Убедитесь, что домен example-shop.ru не в чёрном списке - Добавьте noreply@example-shop.ru в контакты",80
stg5_chunk_00120,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Не приходит код подтверждения — что делать?,Шаг 6. Обратитесь в поддержку,Вход в аккаунт и восстановление доступа > Не приходит код подтверждения — что делать? > Шаг 6. Обратитесь в поддержку,"# Вход в аккаунт и восстановление доступа
## Не приходит код подтверждения — что делать?
### Шаг 6. Обратитесь в поддержку

Если код не приходит после нескольких попыток: - Напишите в чат на сайте - Отправьте email на support@example-shop.ru - Позвоните: 8-800-123-45-67

При обращении укажите: - Email аккаунта - Примерную дату регистрации - Имя и фамилию, указанные в профиле

---",98
stg5_chunk_00121,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как изменить email аккаунта?,,Вход в аккаунт и восстановление доступа > Как изменить email аккаунта?,"# Вход в аккаунт и восстановление доступа
## Как изменить email аккаунта?

Если вы хотите сменить email, привязанный к аккаунту:",30
stg5_chunk_00122,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как изменить email аккаунта?,Через личный кабинет,Вход в аккаунт и восстановление доступа > Как изменить email аккаунта? > Через личный кабинет,"# Вход в аккаунт и восстановление доступа
## Как изменить email аккаунта?
### Через личный кабинет

1. Войдите в личный кабинет 2. Перейдите в раздел «Настройки профиля» 3. Нажмите «Изменить email» 4. Введите новый email 5. Подтвердите изменение кодом, отправленным на старый email 6. Подтвердите новый email кодом, отправленным на новый адрес",89
stg5_chunk_00123,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как изменить email аккаунта?,Важно,Вход в аккаунт и восстановление доступа > Как изменить email аккаунта? > Важно,"# Вход в аккаунт и восстановление доступа
## Как изменить email аккаунта?
### Важно

- Нельзя сменить email, если к нему привязаны активные заказы в обработке - Новый email не должен быть привязан к другому аккаунту",51
stg5_chunk_00124,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как изменить email аккаунта?,Если нет доступа к старому email,Вход в аккаунт и восстановление доступа > Как изменить email аккаунта? > Если нет доступа к старому email,"# Вход в аккаунт и восстановление доступа
## Как изменить email аккаунта?
### Если нет доступа к старому email

Обратитесь в службу поддержки. Потребуется подтверждение личности: - ФИО - номер телефона из профиля - номер любого предыдущего заказа

---",57
stg5_chunk_00125,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как изменить номер телефона?,Через личный кабинет,Вход в аккаунт и восстановление доступа > Как изменить номер телефона? > Через личный кабинет,"# Вход в аккаунт и восстановление доступа
## Как изменить номер телефона?
### Через личный кабинет

1. Войдите в аккаунт 2. Перейдите в «Настройки профиля» 3. Нажмите «Изменить телефон» 4. Введите новый номер 5. Подтвердите SMS-кодом на новый номер",66
stg5_chunk_00126,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как изменить номер телефона?,Через поддержку,Вход в аккаунт и восстановление доступа > Как изменить номер телефона? > Через поддержку,"# Вход в аккаунт и восстановление доступа
## Как изменить номер телефона?
### Через поддержку

Если нет доступа к личному кабинету: - обратитесь в поддержку - назовите email аккаунта и номер любого заказа - новый номер будет привязан после верификации

---",54
stg5_chunk_00127,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как зарегистрироваться?,На сайте,Вход в аккаунт и восстановление доступа > Как зарегистрироваться? > На сайте,"# Вход в аккаунт и восстановление доступа
## Как зарегистрироваться?
### На сайте

1. Нажмите «Регистрация» в правом верхнем углу 2. Введите email 3. Придумайте пароль 4. Укажите имя и номер телефона 5. Подтвердите email кодом из письма",59
stg5_chunk_00128,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как зарегистрироваться?,В мобильном приложении,Вход в аккаунт и восстановление доступа > Как зарегистрироваться? > В мобильном приложении,"# Вход в аккаунт и восстановление доступа
## Как зарегистрироваться?
### В мобильном приложении

1. Откройте приложение 2. Нажмите «Создать аккаунт» 3. Заполните форму регистрации 4. Подтвердите email",48
stg5_chunk_00129,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Как зарегистрироваться?,Важно,Вход в аккаунт и восстановление доступа > Как зарегистрироваться? > Важно,"# Вход в аккаунт и восстановление доступа
## Как зарегистрироваться?
### Важно

- На один email можно зарегистрировать только один аккаунт - После регистрации вы получите приветственные бонусные баллы

---",40
stg5_chunk_00130,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Проблемы с личным кабинетом,Личный кабинет не загружается,Вход в аккаунт и восстановление доступа > Проблемы с личным кабинетом > Личный кабинет не загружается,"# Вход в аккаунт и восстановление доступа
## Проблемы с личным кабинетом
### Личный кабинет не загружается

- Очистите кэш браузера - Попробуйте другой браузер или режим «Инкогнито» - Проверьте интернет-соединение - Если проблема сохраняется, обратитесь в поддержку",68
stg5_chunk_00131,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Проблемы с личным кабинетом,Данные в личном кабинете отображаются некорректно,Вход в аккаунт и восстановление доступа > Проблемы с личным кабинетом > Данные в личном кабинете отображаются некорректно,"# Вход в аккаунт и восстановление доступа
## Проблемы с личным кабинетом
### Данные в личном кабинете отображаются некорректно

- Обновите страницу (F5 или Ctrl+R) - Выйдите из аккаунта и войдите снова - Если проблема не решается, обратитесь в поддержку",67
stg5_chunk_00132,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,Проблемы с личным кабинетом,Не вижу свои заказы,Вход в аккаунт и восстановление доступа > Проблемы с личным кабинетом > Не вижу свои заказы,"# Вход в аккаунт и восстановление доступа
## Проблемы с личным кабинетом
### Не вижу свои заказы

- Убедитесь, что вошли в тот же аккаунт, с которого оформляли заказ - Если заказ оформлен без регистрации (как гость), он не отображается в личном кабинете — обратитесь в поддержку с номером заказа

---",72
stg5_chunk_00133,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,FAQ,"Не могу войти в аккаунт, что делать?","Вход в аккаунт и восстановление доступа > FAQ > Не могу войти в аккаунт, что делать?","# Вход в аккаунт и восстановление доступа
## FAQ
### Не могу войти в аккаунт, что делать?

Проверьте правильность email и пароля. Убедитесь, что Caps Lock выключен и раскладка клавиатуры правильная. Если пароль забыт, нажмите «Забыли пароль?» на странице входа.",71
stg5_chunk_00134,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,FAQ,"Забыл пароль, как восстановить?","Вход в аккаунт и восстановление доступа > FAQ > Забыл пароль, как восстановить?","# Вход в аккаунт и восстановление доступа
## FAQ
### Забыл пароль, как восстановить?

Нажмите «Забыли пароль?» на странице входа, введите email и следуйте инструкциям. Код для сброса будет отправлен на вашу почту.",58
stg5_chunk_00135,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,FAQ,Код для восстановления пароля не приходит,Вход в аккаунт и восстановление доступа > FAQ > Код для восстановления пароля не приходит,"# Вход в аккаунт и восстановление доступа
## FAQ
### Код для восстановления пароля не приходит

Проверьте папку «Спам», подождите до 5 минут, убедитесь в правильности email. Если код не приходит после нескольких попыток, обратитесь в поддержку.",58
stg5_chunk_00136,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,FAQ,Как поменять пароль?,Вход в аккаунт и восстановление доступа > FAQ > Как поменять пароль?,"# Вход в аккаунт и восстановление доступа
## FAQ
### Как поменять пароль?

Войдите в личный кабинет, перейдите в «Настройки профиля», выберите «Изменить пароль». Введите текущий пароль и задайте новый.",58
stg5_chunk_00137,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,FAQ,Как поменять email?,Вход в аккаунт и восстановление доступа > FAQ > Как поменять email?,"# Вход в аккаунт и восстановление доступа
## FAQ
### Как поменять email?

В личном кабинете перейдите в «Настройки профиля» и нажмите «Изменить email». Потребуется подтверждение через старый и новый email.",56
stg5_chunk_00138,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,FAQ,Как поменять телефон?,Вход в аккаунт и восстановление доступа > FAQ > Как поменять телефон?,"# Вход в аккаунт и восстановление доступа
## FAQ
### Как поменять телефон?

В личном кабинете перейдите в «Настройки профиля» и нажмите «Изменить телефон». Новый номер потребуется подтвердить SMS-кодом.",55
stg5_chunk_00139,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,FAQ,Можно ли войти без пароля?,Вход в аккаунт и восстановление доступа > FAQ > Можно ли войти без пароля?,"# Вход в аккаунт и восстановление доступа
## FAQ
### Можно ли войти без пароля?

Нет, для входа всегда требуется пароль. Если вы забыли пароль, воспользуйтесь функцией восстановления.",46
stg5_chunk_00140,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,FAQ,"Мой аккаунт заблокирован, что делать?","Вход в аккаунт и восстановление доступа > FAQ > Мой аккаунт заблокирован, что делать?","# Вход в аккаунт и восстановление доступа
## FAQ
### Мой аккаунт заблокирован, что делать?

Если аккаунт заблокирован после нескольких неудачных попыток входа, подождите 30 минут. Если блокировка не снимается, обратитесь в поддержку.",55
stg5_chunk_00141,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,FAQ,Как удалить аккаунт?,Вход в аккаунт и восстановление доступа > FAQ > Как удалить аккаунт?,"# Вход в аккаунт и восстановление доступа
## FAQ
### Как удалить аккаунт?

Для удаления аккаунта обратитесь в службу поддержки. Удаление выполняется в течение 5 рабочих дней. После удаления восстановление аккаунта невозможно.",49
stg5_chunk_00142,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Краткий ответ,,Проблемы с оплатой > Краткий ответ,"# Проблемы с оплатой
## Краткий ответ

Если оплата не проходит, проверьте данные карты, баланс и настройки онлайн-платежей в банке. Если деньги списались, но заказ не создался, не паникуйте — деньги вернутся автоматически в течение 3–5 дней, либо заказ будет создан вручную после обращения в поддержку. При любых проблемах с оплатой вы можете связаться с нами через чат, email или телефон.

---",98
stg5_chunk_00143,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Оплата не проходит — что делать?,,Проблемы с оплатой > Оплата не проходит — что делать?,"# Проблемы с оплатой
## Оплата не проходит — что делать?

Если при попытке оплатить заказ возникает ошибка, последовательно проверьте следующее:",34
stg5_chunk_00144,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Оплата не проходит — что делать?,1. Проверьте данные карты,Проблемы с оплатой > Оплата не проходит — что делать? > 1. Проверьте данные карты,"# Проблемы с оплатой
## Оплата не проходит — что делать?
### 1. Проверьте данные карты

- Убедитесь, что номер карты введён без ошибок - Проверьте срок действия карты — возможно, карта истекла - Проверьте CVV/CVC-код на обратной стороне карты - Убедитесь, что имя владельца карты введено латиницей (если требуется)",84
stg5_chunk_00145,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Оплата не проходит — что делать?,2. Проверьте баланс карты,Проблемы с оплатой > Оплата не проходит — что делать? > 2. Проверьте баланс карты,"# Проблемы с оплатой
## Оплата не проходит — что делать?
### 2. Проверьте баланс карты

- Убедитесь, что на карте достаточно средств для оплаты заказа - Учитывайте, что банк может удерживать небольшую сумму для проверки карты",56
stg5_chunk_00146,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Оплата не проходит — что делать?,3. Проверьте настройки онлайн-платежей,Проблемы с оплатой > Оплата не проходит — что делать? > 3. Проверьте настройки онлайн-платежей,"# Проблемы с оплатой
## Оплата не проходит — что делать?
### 3. Проверьте настройки онлайн-платежей

- Некоторые банки по умолчанию отключают онлайн-платежи - Проверьте в мобильном приложении банка, включены ли интернет-платежи - Проверьте лимит на онлайн-операции — возможно, он ниже суммы заказа",79
stg5_chunk_00147,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Оплата не проходит — что делать?,4. Проверьте 3D Secure,Проблемы с оплатой > Оплата не проходит — что делать? > 4. Проверьте 3D Secure,"# Проблемы с оплатой
## Оплата не проходит — что делать?
### 4. Проверьте 3D Secure

- При оплате банк может запросить подтверждение через SMS-код - Убедитесь, что номер телефона, привязанный к карте, актуален - Если SMS-код не приходит, обратитесь в свой банк",69
stg5_chunk_00148,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Оплата не проходит — что делать?,5. Попробуйте другой способ оплаты,Проблемы с оплатой > Оплата не проходит — что делать? > 5. Попробуйте другой способ оплаты,"# Проблемы с оплатой
## Оплата не проходит — что делать?
### 5. Попробуйте другой способ оплаты

Если карта не работает, попробуйте: - другую банковскую карту - СБП (Система быстрых платежей) - Apple Pay или Google Pay - оплату при получении (наложенный платёж)",69
stg5_chunk_00149,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Оплата не проходит — что делать?,6. Попробуйте позже,Проблемы с оплатой > Оплата не проходит — что делать? > 6. Попробуйте позже,"# Проблемы с оплатой
## Оплата не проходит — что делать?
### 6. Попробуйте позже

Иногда проблема вызвана временной недоступностью платёжной системы. Подождите 15–30 минут и попробуйте снова.

---",51
stg5_chunk_00150,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"Деньги списались, но заказ не создался",,"Проблемы с оплатой > Деньги списались, но заказ не создался","# Проблемы с оплатой
## Деньги списались, но заказ не создался

Это одна из самых частых и тревожных ситуаций. Вот что нужно знать:",35
stg5_chunk_00151,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"Деньги списались, но заказ не создался",Почему так происходит,"Проблемы с оплатой > Деньги списались, но заказ не создался > Почему так происходит","# Проблемы с оплатой
## Деньги списались, но заказ не создался
### Почему так происходит

- Произошёл сбой связи между банком и нашей системой - Платёж прошёл в банке, но подтверждение не дошло до нашего сервера - Это техническая ошибка, а не мошенничество",70
stg5_chunk_00152,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"Деньги списались, но заказ не создался",Что будет с деньгами,"Проблемы с оплатой > Деньги списались, но заказ не создался > Что будет с деньгами","# Проблемы с оплатой
## Деньги списались, но заказ не создался
### Что будет с деньгами

- В большинстве случаев деньги возвращаются **автоматически** в течение **3–5 рабочих дней** - Иногда банк отменяет холдирование в течение нескольких часов - Деньги вернутся на ту же карту, с которой была попытка оплаты",77
stg5_chunk_00153,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"Деньги списались, но заказ не создался",Что нужно сделать,"Проблемы с оплатой > Деньги списались, но заказ не создался > Что нужно сделать","# Проблемы с оплатой
## Деньги списались, но заказ не создался
### Что нужно сделать

1. **Не пытайтесь оплатить заказ повторно** сразу — это может привести к двойному списанию 2. Подождите 15–30 минут и проверьте, не появился ли заказ в личном кабинете 3. Если заказ не появился, обратитесь в поддержку",77
stg5_chunk_00154,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"Деньги списались, но заказ не создался",Что сообщить в поддержку,"Проблемы с оплатой > Деньги списались, но заказ не создался > Что сообщить в поддержку","# Проблемы с оплатой
## Деньги списались, но заказ не создался
### Что сообщить в поддержку

- Номер заказа (если он был показан на экране) - Email, указанный при оформлении - Сумму списания - Последние 4 цифры карты - Скриншот SMS от банка о списании (если есть)",75
stg5_chunk_00155,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"Деньги списались, но заказ не создался",Что мы сделаем,"Проблемы с оплатой > Деньги списались, но заказ не создался > Что мы сделаем","# Проблемы с оплатой
## Деньги списались, но заказ не создался
### Что мы сделаем

- Проверим статус платежа в нашей системе - Либо создадим заказ вручную - Либо подтвердим, что деньги будут возвращены автоматически

---",60
stg5_chunk_00156,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Оплата зависла — экран не отвечает,,Проблемы с оплатой > Оплата зависла — экран не отвечает,"# Проблемы с оплатой
## Оплата зависла — экран не отвечает

Если при оплате экран завис или долго не обновляется:",30
stg5_chunk_00157,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Оплата зависла — экран не отвечает,Что делать,Проблемы с оплатой > Оплата зависла — экран не отвечает > Что делать,"# Проблемы с оплатой
## Оплата зависла — экран не отвечает
### Что делать

1. **Не закрывайте страницу** сразу — возможно, идёт обработка 2. Подождите **2–3 минуты** 3. Если страница не обновилась, проверьте: - SMS от банка о списании — было ли списание? - Раздел «Мои заказы» — появился ли заказ?",82
stg5_chunk_00158,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,Оплата зависла — экран не отвечает,Если деньги списались и заказ появился,Проблемы с оплатой > Оплата зависла — экран не отвечает > Если деньги списались и заказ появился,"# Проблемы с оплатой
## Оплата зависла — экран не отвечает
### Если деньги списались и заказ появился

Всё в порядке, оплата прошла. Страница зависла из-за сетевого сбоя.",46
