chunk_id,category,source_group,source_file,source_path,header_h1,header_h2_list,header_h3_list,header_path_start,header_path_end,text,token_count,faiss_row_id
stg5_v2_chunk_00043,delivery,rag_raw,delivery_tracking.md,ml\data\kb_stage5\raw\delivery_tracking.md,Отслеживание доставки и решение проблем с доставкой,"[""FAQ"", ""FAQ"", ""FAQ"", ""FAQ""]","[""Посылка пришла повреждённой, что делать?"", ""Получил не тот товар, что делать?"", ""Можно ли перенести дату доставки?"", ""Сколько хранится заказ в пункте выдачи?""]","Отслеживание доставки и решение проблем с доставкой > FAQ > Посылка пришла повреждённой, что делать?",Отслеживание доставки и решение проблем с доставкой > FAQ > Сколько хранится заказ в пункте выдачи?,"# Отслеживание доставки и решение проблем с доставкой ## Covered sections - FAQ ## Covered subsections - Посылка пришла повреждённой, что делать? - Получил не тот товар, что делать? - Можно ли перенести дату доставки? - Сколько хранится заказ в пункте выдачи? Сфотографируйте повреждения, не выбрасывайте упаковку и обратитесь в поддержку с номером заказа и фотографиями. Мы организуем замену или возврат. Сфотографируйте полученный товар и обратитесь в поддержку. Мы организуем забор неправильного товара и отправку нужного или оформим возврат денег. Да, для курьерской доставки СДЭК можно изменить дату и интервал до выезда курьера. Обратитесь в поддержку. Заказ хранится в пункте выдачи СДЭК бесплатно до 7 дней. После этого заказ возвращается на склад.",196,42
stg5_v2_chunk_00044,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,"[""Краткий ответ"", ""Сайт не открывается — что делать?"", ""Сайт не открывается — что делать?"", ""Сайт не открывается — что делать?"", ""Сайт не открывается — что делать?"", ""Сайт не открывается — что делать?""]","[""Шаг 1. Проверьте интернет-соединение"", ""Шаг 2. Попробуйте другой браузер"", ""Шаг 3. Очистите кэш браузера"", ""Шаг 4. Проверьте статус сайта""]",Технические проблемы с сайтом и приложением > Краткий ответ,Технические проблемы с сайтом и приложением > Сайт не открывается — что делать? > Шаг 4. Проверьте статус сайта,"# Технические проблемы с сайтом и приложением ## Covered sections - Краткий ответ - Сайт не открывается — что делать? ## Covered subsections - Шаг 1. Проверьте интернет-соединение - Шаг 2. Попробуйте другой браузер - Шаг 3. Очистите кэш браузера - Шаг 4. Проверьте статус сайта Если сайт или приложение не работает, попробуйте обновить страницу, очистить кэш браузера или перезапустить приложение. Если проблема сохраняется, попробуйте другой браузер или устройство. При массовых сбоях мы публикуем информацию в Telegram-канале и на странице магазина в социальных сетях. Если ничего не помогает, обратитесь в службу поддержки. --- Если сайт не загружается вообще: - Откройте любой другой сайт (например, google.com) - Если другие сайты тоже не открываются — проблема в вашем интернете - Перезагрузите роутер или переключитесь на мобильный интернет - Если сайт не открывается в Chrome, попробуйте Firefox, Edge или Safari - Попробуйте режим «Инкогнито» (Ctrl+Shift+N в Chrome) - Chrome: Настройки → Конфиденциальность → Очистить данные просмотра - Firefox: Настройки → Приватность → Удалить данные - После очистки перезагрузите страницу - Возможно, на сайте проводятся технические работы - Проверьте наш Telegram-канал или социальные сети — мы публикуем информацию о плановых работах и сбоях",317,43
stg5_v2_chunk_00045,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,"[""Сайт не открывается — что делать?"", ""Сайт не открывается — что делать?"", ""Сайт не открывается — что делать?"", ""Страницы загружаются медленно"", ""Страницы загружаются медленно"", ""Страницы загружаются медленно"", ""Страницы загружаются медленно""]","[""Шаг 3. Очистите кэш браузера"", ""Шаг 4. Проверьте статус сайта"", ""Шаг 5. Подождите и попробуйте позже"", ""Возможные причины на вашей стороне"", ""Что можно сделать"", ""Возможные причины на нашей стороне""]",Технические проблемы с сайтом и приложением > Сайт не открывается — что делать? > Шаг 3. Очистите кэш браузера,Технические проблемы с сайтом и приложением > Страницы загружаются медленно > Возможные причины на нашей стороне,"# Технические проблемы с сайтом и приложением ## Covered sections - Сайт не открывается — что делать? - Страницы загружаются медленно ## Covered subsections - Шаг 3. Очистите кэш браузера - Шаг 4. Проверьте статус сайта - Шаг 5. Подождите и попробуйте позже - Возможные причины на вашей стороне - Что можно сделать - Возможные причины на нашей стороне - Chrome: Настройки → Конфиденциальность → Очистить данные просмотра - Firefox: Настройки → Приватность → Удалить данные - После очистки перезагрузите страницу - Возможно, на сайте проводятся технические работы - Проверьте наш Telegram-канал или социальные сети — мы публикуем информацию о плановых работах и сбоях - Если проблема на нашей стороне, мы работаем над её устранением - Обычно технические работы длятся не более 1–2 часов --- Если сайт открывается, но работает очень медленно: - Медленное интернет-соединение - Много открытых вкладок в браузере - Устаревшая версия браузера - Блокировщик рекламы конфликтует с сайтом 1. Закройте лишние вкладки 2. Обновите браузер до последней версии 3. Временно отключите блокировщик рекламы 4. Попробуйте другой браузер 5. Перезагрузите устройство - Высокая нагрузка в период распродаж и акций - Технические работы Если проблема сохраняется, обратитесь в поддержку. ---",307,44
stg5_v2_chunk_00046,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,"[""Страницы загружаются медленно"", ""Страницы загружаются медленно"", ""Не работает корзина"", ""Не работает корзина"", ""Не работает оформление заказа""]","[""Что можно сделать"", ""Возможные причины на нашей стороне"", ""Возможные проблемы и решения""]",Технические проблемы с сайтом и приложением > Страницы загружаются медленно > Что можно сделать,Технические проблемы с сайтом и приложением > Не работает оформление заказа,"# Технические проблемы с сайтом и приложением ## Covered sections - Страницы загружаются медленно - Не работает корзина - Не работает оформление заказа ## Covered subsections - Что можно сделать - Возможные причины на нашей стороне - Возможные проблемы и решения 1. Закройте лишние вкладки 2. Обновите браузер до последней версии 3. Временно отключите блокировщик рекламы 4. Попробуйте другой браузер 5. Перезагрузите устройство - Высокая нагрузка в период распродаж и акций - Технические работы Если проблема сохраняется, обратитесь в поддержку. --- Если не удаётся добавить товар в корзину или корзина отображается некорректно: #### Товар не добавляется в корзину - Товар может быть распродан — проверьте статус наличия на странице товара - Очистите кэш браузера и попробуйте снова - Попробуйте другой браузер #### Корзина показывает неправильное количество товаров - Обновите страницу (F5 или Ctrl+R) - Выйдите из аккаунта и войдите снова - Очистите cookies для нашего сайта #### Корзина пустая, хотя товары были добавлены - Если вы не были залогинены, корзина могла сброситься при закрытии браузера - Войдите в аккаунт — товары, добавленные в корзину авторизованным пользователем, сохраняются - Если проблема повторяется, обратитесь в поддержку --- Если при попытке оформить заказ возникает ошибка:",314,45
stg5_v2_chunk_00047,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,"[""Не работает корзина"", ""Не работает оформление заказа"", ""Не работает оформление заказа"", ""Не работает оформление заказа"", ""Не работает поиск на сайте""]","[""Возможные проблемы и решения"", ""Что проверить"", ""Если ошибка сохраняется""]",Технические проблемы с сайтом и приложением > Не работает корзина > Возможные проблемы и решения,Технические проблемы с сайтом и приложением > Не работает поиск на сайте,"# Технические проблемы с сайтом и приложением ## Covered sections - Не работает корзина - Не работает оформление заказа - Не работает поиск на сайте ## Covered subsections - Возможные проблемы и решения - Что проверить - Если ошибка сохраняется #### Товар не добавляется в корзину - Товар может быть распродан — проверьте статус наличия на странице товара - Очистите кэш браузера и попробуйте снова - Попробуйте другой браузер #### Корзина показывает неправильное количество товаров - Обновите страницу (F5 или Ctrl+R) - Выйдите из аккаунта и войдите снова - Очистите cookies для нашего сайта #### Корзина пустая, хотя товары были добавлены - Если вы не были залогинены, корзина могла сброситься при закрытии браузера - Войдите в аккаунт — товары, добавленные в корзину авторизованным пользователем, сохраняются - Если проблема повторяется, обратитесь в поддержку --- Если при попытке оформить заказ возникает ошибка: 1. Все обязательные поля заполнены корректно 2. Адрес доставки указан полностью (улица, дом, квартира) 3. Номер телефона введён в правильном формате 4. Выбран способ доставки и способ оплаты - Попробуйте другой браузер - Попробуйте оформить заказ через мобильное приложение - Очистите кэш и cookies - Обратитесь в поддержку — мы поможем оформить заказ вручную --- Если поиск товаров не выдаёт результатов или работает некорректно:",318,46
stg5_v2_chunk_00048,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,"[""Не работает оформление заказа"", ""Не работает поиск на сайте"", ""Не работает поиск на сайте"", ""Не работает поиск на сайте"", ""Приложение вылетает или зависает"", ""Приложение вылетает или зависает"", ""Приложение вылетает или зависает"", ""Приложение вылетает или зависает""]","[""Если ошибка сохраняется"", ""Рекомендации"", ""Если поиск совсем не работает"", ""Шаг 1. Перезапустите приложение"", ""Шаг 2. Обновите приложение"", ""Шаг 3. Очистите кэш приложения""]",Технические проблемы с сайтом и приложением > Не работает оформление заказа > Если ошибка сохраняется,Технические проблемы с сайтом и приложением > Приложение вылетает или зависает > Шаг 3. Очистите кэш приложения,"# Технические проблемы с сайтом и приложением ## Covered sections - Не работает оформление заказа - Не работает поиск на сайте - Приложение вылетает или зависает ## Covered subsections - Если ошибка сохраняется - Рекомендации - Если поиск совсем не работает - Шаг 1. Перезапустите приложение - Шаг 2. Обновите приложение - Шаг 3. Очистите кэш приложения - Попробуйте другой браузер - Попробуйте оформить заказ через мобильное приложение - Очистите кэш и cookies - Обратитесь в поддержку — мы поможем оформить заказ вручную --- Если поиск товаров не выдаёт результатов или работает некорректно: - Проверьте правильность написания запроса - Используйте более короткие и общие запросы - Попробуйте искать по категориям через каталог - Очистите кэш браузера - Возможно, идут технические работы - Попробуйте позже или найдите товар через каталог - Обратитесь в поддержку --- Если мобильное приложение работает нестабильно: - Закройте приложение полностью (не сворачивайте, а именно закройте) - Подождите 10 секунд - Откройте снова - Проверьте наличие обновлений в App Store или Google Play - Установите последнюю версию - Android: Настройки → Приложения → Наше приложение → Очистить кэш - iOS: удалите приложение и установите заново",294,47
stg5_v2_chunk_00049,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,"[""Приложение вылетает или зависает"", ""Приложение вылетает или зависает"", ""Приложение вылетает или зависает"", ""Приложение вылетает или зависает"", ""Приложение вылетает или зависает"", ""Ошибки при входе на сайт"", ""Ошибки при входе на сайт"", ""Ошибки при входе на сайт""]","[""Шаг 2. Обновите приложение"", ""Шаг 3. Очистите кэш приложения"", ""Шаг 4. Проверьте версию операционной системы"", ""Шаг 5. Переустановите приложение"", ""Если ничего не помогает"", ""Ошибка 502 / 503 / 504"", ""Ошибка 404""]",Технические проблемы с сайтом и приложением > Приложение вылетает или зависает > Шаг 2. Обновите приложение,Технические проблемы с сайтом и приложением > Ошибки при входе на сайт > Ошибка 404,"# Технические проблемы с сайтом и приложением ## Covered sections - Приложение вылетает или зависает - Ошибки при входе на сайт ## Covered subsections - Шаг 2. Обновите приложение - Шаг 3. Очистите кэш приложения - Шаг 4. Проверьте версию операционной системы - Шаг 5. Переустановите приложение - Если ничего не помогает - Ошибка 502 / 503 / 504 - Ошибка 404 - Проверьте наличие обновлений в App Store или Google Play - Установите последнюю версию - Android: Настройки → Приложения → Наше приложение → Очистить кэш - iOS: удалите приложение и установите заново - Убедитесь, что ваша ОС поддерживается: - Android 8.0 и выше - iOS 14.0 и выше - Удалите приложение - Скачайте заново из App Store или Google Play - Войдите в аккаунт Обратитесь в поддержку с указанием: - модели устройства - версии операционной системы - версии приложения - описания проблемы --- Если при попытке открыть сайт вы видите сообщение об ошибке: - Это серверные ошибки на нашей стороне - Обычно исправляются в течение 15–60 минут - Попробуйте обновить страницу через 10–15 минут - Страница не найдена - Возможно, товар был удалён из каталога - Проверьте правильность ссылки - Перейдите на главную страницу и найдите нужный товар через каталог",309,48
stg5_v2_chunk_00050,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,"[""Ошибки при входе на сайт"", ""Ошибки при входе на сайт"", ""Ошибки при входе на сайт"", ""Ошибки при входе на сайт"", ""Не приходят уведомления от сайта"", ""Не приходят уведомления от сайта""]","[""Ошибка 502 / 503 / 504"", ""Ошибка 404"", ""Ошибка «Соединение не защищено»"", ""Белая страница или бесконечная загрузка"", ""Проверьте""]",Технические проблемы с сайтом и приложением > Ошибки при входе на сайт > Ошибка 502 / 503 / 504,Технические проблемы с сайтом и приложением > Не приходят уведомления от сайта > Проверьте,"# Технические проблемы с сайтом и приложением ## Covered sections - Ошибки при входе на сайт - Не приходят уведомления от сайта ## Covered subsections - Ошибка 502 / 503 / 504 - Ошибка 404 - Ошибка «Соединение не защищено» - Белая страница или бесконечная загрузка - Проверьте - Это серверные ошибки на нашей стороне - Обычно исправляются в течение 15–60 минут - Попробуйте обновить страницу через 10–15 минут - Страница не найдена - Возможно, товар был удалён из каталога - Проверьте правильность ссылки - Перейдите на главную страницу и найдите нужный товар через каталог - Проверьте дату и время на вашем устройстве — неправильное время может вызывать ошибку сертификата - Попробуйте другой браузер - Если ошибка сохраняется, обратитесь в поддержку - Очистите кэш и cookies - Отключите блокировщик рекламы - Попробуйте режим «Инкогнито» - Попробуйте другой браузер --- Если вы не получаете email-уведомления о заказах, статусах и акциях: 1. Папку «Спам» в вашей почте 2. Правильность email в профиле 3. Настройки уведомлений в личном кабинете — убедитесь, что рассылка не отключена 4. Добавьте noreply@example-shop.ru в контакты или белый список",310,49
stg5_v2_chunk_00051,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,"[""Не приходят уведомления от сайта"", ""Не приходят уведомления от сайта"", ""Как сообщить об ошибке на сайте?"", ""Как сообщить об ошибке на сайте?"", ""Как сообщить об ошибке на сайте?""]","[""Проверьте"", ""Если SMS-уведомления не приходят"", ""Как сообщить"", ""Что указать в обращении""]",Технические проблемы с сайтом и приложением > Не приходят уведомления от сайта > Проверьте,Технические проблемы с сайтом и приложением > Как сообщить об ошибке на сайте? > Что указать в обращении,"# Технические проблемы с сайтом и приложением ## Covered sections - Не приходят уведомления от сайта - Как сообщить об ошибке на сайте? ## Covered subsections - Проверьте - Если SMS-уведомления не приходят - Как сообщить - Что указать в обращении 1. Папку «Спам» в вашей почте 2. Правильность email в профиле 3. Настройки уведомлений в личном кабинете — убедитесь, что рассылка не отключена 4. Добавьте noreply@example-shop.ru в контакты или белый список 1. Проверьте правильность номера телефона в профиле 2. Убедитесь, что у вас не включена блокировка SMS от коротких номеров 3. Обратитесь в поддержку для проверки настроек уведомлений --- Если вы нашли ошибку или баг на сайте: - Напишите в чат на сайте - Отправьте email на support@example-shop.ru - Позвоните: 8-800-123-45-67 - Описание проблемы - Скриншот ошибки (если возможно) - Браузер и версию (например, Chrome 120) - Устройство (компьютер, телефон, планшет) - Действия, которые привели к ошибке Мы ценим обратную связь и стараемся исправлять ошибки в кратчайшие сроки. ---",281,50
stg5_v2_chunk_00052,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,"[""Как сообщить об ошибке на сайте?"", ""FAQ"", ""FAQ"", ""FAQ"", ""FAQ"", ""FAQ""]","[""Что указать в обращении"", ""Сайт не работает, что делать?"", ""Приложение вылетает, что делать?"", ""Вижу ошибку 502, что это значит?"", ""Не могу добавить товар в корзину"", ""Не могу оформить заказ, ошибка на последнем шаге""]",Технические проблемы с сайтом и приложением > Как сообщить об ошибке на сайте? > Что указать в обращении,"Технические проблемы с сайтом и приложением > FAQ > Не могу оформить заказ, ошибка на последнем шаге","# Технические проблемы с сайтом и приложением ## Covered sections - Как сообщить об ошибке на сайте? - FAQ ## Covered subsections - Что указать в обращении - Сайт не работает, что делать? - Приложение вылетает, что делать? - Вижу ошибку 502, что это значит? - Не могу добавить товар в корзину - Не могу оформить заказ, ошибка на последнем шаге - Описание проблемы - Скриншот ошибки (если возможно) - Браузер и версию (например, Chrome 120) - Устройство (компьютер, телефон, планшет) - Действия, которые привели к ошибке Мы ценим обратную связь и стараемся исправлять ошибки в кратчайшие сроки. --- Проверьте интернет-соединение, очистите кэш браузера, попробуйте другой браузер. Если проблема на нашей стороне, мы публикуем информацию в Telegram-канале. Перезапустите приложение, обновите до последней версии, очистите кэш. Если не помогает, переустановите приложение. Это серверная ошибка на нашей стороне. Обычно исправляется в течение 15–60 минут. Попробуйте обновить страницу позже. Возможно, товар распродан. Очистите кэш, попробуйте другой браузер. Если проблема сохраняется, обратитесь в поддержку. Проверьте, что все поля заполнены корректно. Попробуйте другой браузер или мобильное приложение. Обратитесь в поддержку — мы поможем оформить заказ.",310,51
stg5_v2_chunk_00053,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,"[""FAQ"", ""FAQ"", ""FAQ"", ""FAQ"", ""FAQ"", ""FAQ""]","[""Не могу добавить товар в корзину"", ""Не могу оформить заказ, ошибка на последнем шаге"", ""Не приходят письма от магазина"", ""Как узнать, идут ли технические работы?"", ""Сайт выглядит странно, верстка поехала"", ""Глючит форма входа""]",Технические проблемы с сайтом и приложением > FAQ > Не могу добавить товар в корзину,Технические проблемы с сайтом и приложением > FAQ > Глючит форма входа,"# Технические проблемы с сайтом и приложением ## Covered sections - FAQ ## Covered subsections - Не могу добавить товар в корзину - Не могу оформить заказ, ошибка на последнем шаге - Не приходят письма от магазина - Как узнать, идут ли технические работы? - Сайт выглядит странно, верстка поехала - Глючит форма входа Возможно, товар распродан. Очистите кэш, попробуйте другой браузер. Если проблема сохраняется, обратитесь в поддержку. Проверьте, что все поля заполнены корректно. Попробуйте другой браузер или мобильное приложение. Обратитесь в поддержку — мы поможем оформить заказ. Проверьте папку «Спам», убедитесь в правильности email в профиле. Добавьте noreply@example-shop.ru в контакты. Информация о плановых работах и сбоях публикуется в нашем Telegram-канале и социальных сетях. Очистите кэш браузера, обновите страницу. Если проблема сохраняется, попробуйте другой браузер. Очистите кэш и cookies, попробуйте режим «Инкогнито» или другой браузер. Если не помогает, обратитесь в поддержку.",256,52
stg5_v2_chunk_00054,account,rag_raw,account_security.md,ml\data\kb_stage5\raw\account_security.md,Безопасность аккаунта и управление профилем,"[""Краткий ответ"", ""Как сменить пароль?"", ""Как сменить пароль?"", ""Как сменить пароль?""]","[""Через личный кабинет"", ""Требования к паролю"", ""Если забыли текущий пароль""]",Безопасность аккаунта и управление профилем > Краткий ответ,Безопасность аккаунта и управление профилем > Как сменить пароль? > Если забыли текущий пароль,"# Безопасность аккаунта и управление профилем ## Covered sections - Краткий ответ - Как сменить пароль? ## Covered subsections - Через личный кабинет - Требования к паролю - Если забыли текущий пароль Для защиты аккаунта используйте надёжный уникальный пароль и не сообщайте его третьим лицам. Если вы заметили подозрительную активность, немедленно смените пароль и обратитесь в поддержку. Управлять данными профиля, менять пароль и настраивать уведомления можно в личном кабинете в разделе «Настройки профиля». --- 1. Войдите в аккаунт 2. Перейдите в раздел «Настройки профиля» 3. Нажмите «Изменить пароль» 4. Введите текущий пароль 5. Введите новый пароль 6. Подтвердите новый пароль 7. Нажмите «Сохранить» - Минимум 8 символов - Хотя бы одна заглавная буква - Хотя бы одна цифра - Не должен совпадать с 3 предыдущими паролями Воспользуйтесь функцией «Забыли пароль?» на странице входа. Код для сброса будет отправлен на ваш email. ---",258,53
stg5_v2_chunk_00055,account,rag_raw,account_security.md,ml\data\kb_stage5\raw\account_security.md,Безопасность аккаунта и управление профилем,"[""Как сменить пароль?"", ""Как сменить пароль?"", ""Как создать надёжный пароль?"", ""Как создать надёжный пароль?"", ""Как создать надёжный пароль?"", ""Подозрительная активность в аккаунте""]","[""Требования к паролю"", ""Если забыли текущий пароль"", ""Рекомендации"", ""Примеры плохих паролей"", ""Примеры хороших паролей""]",Безопасность аккаунта и управление профилем > Как сменить пароль? > Требования к паролю,Безопасность аккаунта и управление профилем > Подозрительная активность в аккаунте,"# Безопасность аккаунта и управление профилем ## Covered sections - Как сменить пароль? - Как создать надёжный пароль? - Подозрительная активность в аккаунте ## Covered subsections - Требования к паролю - Если забыли текущий пароль - Рекомендации - Примеры плохих паролей - Примеры хороших паролей - Минимум 8 символов - Хотя бы одна заглавная буква - Хотя бы одна цифра - Не должен совпадать с 3 предыдущими паролями Воспользуйтесь функцией «Забыли пароль?» на странице входа. Код для сброса будет отправлен на ваш email. --- - Используйте минимум 12 символов - Комбинируйте заглавные и строчные буквы, цифры и специальные символы - Не используйте очевидные данные: дату рождения, имя, «123456», «password» - Не используйте один пароль для нескольких сайтов - Используйте менеджер паролей для хранения - 12345678 - password - qwerty123 - ivanov1990 - Kf7$mNp2xL9! - Tr0pic@lSunset88 --- Если вы заметили что-то необычное в вашем аккаунте:",271,54
stg5_v2_chunk_00056,account,rag_raw,account_security.md,ml\data\kb_stage5\raw\account_security.md,Безопасность аккаунта и управление профилем,"[""Как создать надёжный пароль?"", ""Как создать надёжный пароль?"", ""Подозрительная активность в аккаунте"", ""Подозрительная активность в аккаунте"", ""Подозрительная активность в аккаунте""]","[""Примеры плохих паролей"", ""Примеры хороших паролей"", ""Признаки подозрительной активности"", ""Что делать немедленно""]",Безопасность аккаунта и управление профилем > Как создать надёжный пароль? > Примеры плохих паролей,Безопасность аккаунта и управление профилем > Подозрительная активность в аккаунте > Что делать немедленно,"# Безопасность аккаунта и управление профилем ## Covered sections - Как создать надёжный пароль? - Подозрительная активность в аккаунте ## Covered subsections - Примеры плохих паролей - Примеры хороших паролей - Признаки подозрительной активности - Что делать немедленно - 12345678 - password - qwerty123 - ivanov1990 - Kf7$mNp2xL9! - Tr0pic@lSunset88 --- Если вы заметили что-то необычное в вашем аккаунте: - Заказы, которые вы не делали - Изменения в данных профиля, которые вы не вносили - Уведомления о входе с неизвестного устройства - Смена пароля, которую вы не запрашивали - Списание бонусных баллов, которое вы не совершали 1. **Смените пароль** — используйте сложный уникальный пароль 2. **Проверьте email** — убедитесь, что email в профиле не изменён 3. **Проверьте телефон** — убедитесь, что номер телефона не изменён 4. **Проверьте заказы** — посмотрите, нет ли заказов, которые вы не создавали 5. **Обратитесь в поддержку** — сообщите о подозрительной активности",284,55
stg5_v2_chunk_00057,account,rag_raw,account_security.md,ml\data\kb_stage5\raw\account_security.md,Безопасность аккаунта и управление профилем,"[""Подозрительная активность в аккаунте"", ""Подозрительная активность в аккаунте"", ""Как выйти со всех устройств?"", ""Как выйти со всех устройств?"", ""Как выйти со всех устройств?""]","[""Что делать немедленно"", ""Что сделает поддержка"", ""Через личный кабинет"", ""Когда это полезно""]",Безопасность аккаунта и управление профилем > Подозрительная активность в аккаунте > Что делать немедленно,Безопасность аккаунта и управление профилем > Как выйти со всех устройств? > Когда это полезно,"# Безопасность аккаунта и управление профилем ## Covered sections - Подозрительная активность в аккаунте - Как выйти со всех устройств? ## Covered subsections - Что делать немедленно - Что сделает поддержка - Через личный кабинет - Когда это полезно 1. **Смените пароль** — используйте сложный уникальный пароль 2. **Проверьте email** — убедитесь, что email в профиле не изменён 3. **Проверьте телефон** — убедитесь, что номер телефона не изменён 4. **Проверьте заказы** — посмотрите, нет ли заказов, которые вы не создавали 5. **Обратитесь в поддержку** — сообщите о подозрительной активности - Временно заблокирует аккаунт для проверки - Отменит подозрительные заказы - Восстановит списанные бонусы - Поможет восстановить контроль над аккаунтом --- Если вы хотите завершить все активные сессии: 1. Перейдите в «Настройки профиля» 2. Найдите раздел «Активные сессии» или «Безопасность» 3. Нажмите «Выйти со всех устройств» 4. Подтвердите действие паролем - Вы входили в аккаунт на чужом устройстве - Вы потеряли телефон или ноутбук - Вы подозреваете несанкционированный доступ - Вы сменили пароль и хотите убедиться, что старые сессии закрыты",303,56
