text,category
"Я не знаю, что мне нужно сделать, чтобы восстановить свой pin-код.",account
"Я сделал заказ, но мне не пришел счет, могу ли я его скачать?",payment_refund
Мне нужно подать жалобу на ваш бренд. вы мне поможете?,other
"Я хотел бы увидеть ваши варианты оплаты, где мне это сделать",payment_refund
Как я могу найти информацию о следующих распродажах,promo_loyalty
Вижу счет №85632,payment_refund
Я хотел бы сообщить о проблемах с доставкой моего груза. не могли бы вы мне помочь?,delivery
Даст мне информацию о следующих продажах,promo_loyalty
"Я хочу узнать о продукте, как я могу получить дополнительную информацию?",product_info
Помощь в предъявлении претензии клиенту против вашей организации,other
"Мне нужна помощь в обмене товара, который я купил онлайн в магазине.",return_exchange
"Мне нужно вернуть вещи онлайн, как это сделать",return_exchange
"Мне нужна информация о чертовых магазинах поблизости, где я могу ее получить",general_info
Помогите мне проверить комиссию за снятие средств,order_status
"Я не знаю, как перейти на платиновый аккаунт",account
"Мне бы хотелось увидеть статус моего возмещения, где это сделать",payment_refund
"Я хотел бы оставить отзыв о продукте, мне нужна помощь",other
У меня жалоба на продукцию,other
"Мне нравится информация о чертовых расходах на рассылку, где бы она ни была, я ее получу",delivery
проблема со входом,account
"Я хотел бы узнать больше о чертовых зимних распродажах, можете ли вы дать мне некоторую информацию?",promo_loyalty
"Хочу посмотреть часы работы твоего магазина, как мне это сделать?",general_info
"Я хотел бы узнать больше о ближайших к черту магазинах, вы можете дать мне некоторую информацию?",general_info
"Хочу увидеть наличие товара, помогите мне",product_info
Можно ли вернуть товар в магазине?,return_exchange
"Хочу открыть счет, где это сделать",account
"Мне нужна помощь, чтобы изменить адрес доставки",delivery
"Я купил товар, но он мне не нравится, могу ли я его вернуть?",return_exchange
"Мне нужно удалить чертову вещь из корзины, ты мне поможешь?",product_info
Как мне купить несколько ваших товаров?,order_status
Сведения об товарно-материальных запасах,product_info
Проблемы с вводом нового адреса доставки,delivery
Помоги мне проверить наличие чертового товара,product_info
"Мне нужна информация о вашем процессе возврата, как я могу ее получить?",return_exchange
"Я не знаю, как отменить заказ b8k5f7lb",order_status
"Я ищу информацию о продуктах, мне нужна помощь",product_info
Я бы хотел использовать ваше приложение,technical_issue
"Я не знаю, как изменить предмет покупки 2v5qznx0",order_status
"Есть ли раздел, где можно оставить отзыв о вашей продукции?",product_info
"Нужно поговорить с агентом, где я могу это сделать",other
"Я хотел бы проверить статус моего возврата, как я могу это сделать?",payment_refund
Мне нужна помощь в общении с кем-то,other
"Я хотел бы запросить возврат средств, могу ли я получить некоторую помощь?",return_exchange
Показать все поезда и время ни,delivery
"Я хотел бы использовать ваше мобильное приложение, могу ли я получить помощь?",technical_issue
Я получаю чертову ошибку в приложении на своем телефоне. можете ли вы помочь мне сообщить об этом?,technical_issue
"Мне нужно отправить отзыв, помогите мне",other
Помогите скачать счет №37777,payment_refund
"Мне нужно обменять товар, который я купил онлайн, в магазине, где мне это сделать",return_exchange
аккаунт заблокирован,account
Я пытаюсь подать жалобу,other
"Сайт не работает, сообщите о проблеме",technical_issue
"Мне нужно изменить свою учетную запись пользователя, где я могу это сделать?",account
"Я звоню, чтобы подать жалобу клиента на вашу компанию.",other
не знаю что делать,other
"Мне не хватает некоторых продуктов, которые я купил, мне нужна помощь, чтобы сообщить о них",delivery
Я хотел бы получить счет,payment_refund
Я хочу подтвердить наличие товара онлайн,product_info
сбросить пароль,account
Я хотел бы увидеть статус моего возмещения. не могли бы вы мне помочь?,payment_refund
Не могли бы вы помочь мне вернуть товары онлайн?,return_exchange
"Я хочу узнать больше о чертовых распродажах, можешь ли ты найти какую-нибудь информацию?",promo_loyalty
"Хочу открыть аккаунт, как это сделать",account
"Мне нужно добавить товары в корзину, помогите мне",product_info
Хочу узнать об отмене подписки на новостную рассылку моей компании,account
состав ткани,product_info
Не могли бы вы помочь мне отправить товар обратно?,return_exchange
"Помогите мне проверить, какие способы доставки доступны",delivery
не могу оформить заказ на сайте,technical_issue
"Как я могу проверить, какие способы оплаты разрешены?",payment_refund
"Хочу узнать больше о сроках доставки моей покупки, могу найти некоторую информацию",delivery
адрес магазина,general_info
Хочу увидеть чертову стоимость доставки,delivery
"Мне нужно поговорить с чертовым агентом, могу ли я получить помощь?",other
"Мне нужно отправить предложения по продукту, вы мне поможете?",other
"Мне нужна помощь, чтобы отправить обратно товар",return_exchange
Есть ли подъезжающий поезд из лондона в париж и во сколько?,delivery
есть самовывоз?,delivery
"Что мне нужно сделать, чтобы увидеть текущий статус компенсации?",payment_refund
"Мне нужно оставить комментарий к вашим услугам, как это сделать?",product_info
"Я хотел бы помочь со службой поддержки клиентов, которая могла бы мне помочь",general_info
Можно ли обменять некоторые купленные товары kta0prfg,order_status
"Я не понимаю, мне нужна помощь, чтобы поговорить с кем-то трахающимся",other
Информация об аннулировании моего аккаунта titanium,account
"Я не получил подтверждение платежа. мне нужна помощь, чтобы сообщить о проблеме с оплатой.",payment_refund
Я не могу говорить с агентом,other
"Я хотел бы оставить комментарий о продукте, где я могу это сделать",other
"Мне нужно обменять товар, который я купил в магазине, ты мне поможешь?",return_exchange
У вас есть адрес для отправки отзыва?,product_info
Во сколько поезд отправляется в лагос?,delivery
Нужна помощь в подаче иска клиента против вашей организации,other
можно в рассрочку?,payment_refund
товар бракованный,return_exchange
"Мне нужно проверить время доставки моей покупки, могу ли я получить помощь",delivery
"Я хочу воспользоваться твоим чертовым мобильным приложением, как мне это сделать?",technical_issue
"Мне нужна помощь, чтобы получить счет от джона",payment_refund
Мне нужно увидеть расчетное время покупки 9u2jah4c.,order_status
"Мне нужен аккаунт, ты поможешь мне его открыть?",account
"Мне нужна помощь, чтобы узнать наличие товара",product_info
"Я тебя не понимаю, можешь помочь мне поговорить с кем-то, черт возьми?",other
"Мне нужна помощь, чтобы отправить комментарий о вашем бренде",other
"Я не могу оплатить этот товар, отмените заказ 5080mlad.",order_status
"Мне нужна информация о ближайших распродажах, как мне ее найти?",promo_loyalty
Я хочу поговорить со службой поддержки клиентов,general_info
"Мобильное приложение не работает на моем мобильном телефоне, помогите мне сообщить о проблеме",technical_issue
"Мне нужно найти магазин, где я могу это сделать?",general_info
"Сайт не работает на моем мобильном телефоне, как мне сообщить об этой чертовой проблеме?",technical_issue
"Мне нужно поговорить с человеком, ты можешь мне помочь?",other
"Я хочу узнать больше о следующих распродажах, можешь ли ты найти какую-нибудь информацию?",promo_loyalty
Что такое акции apple,product_info
"Обменный курс, который я получу с иностранной валютой",payment_refund
"Я не знаю, что делать, чтобы получить предмет",order_status
"Я хотел бы узнать больше о чертовых распродажах, можете ли вы дать мне некоторую информацию?",promo_loyalty
"Нужна помощь, оставлю свой отзыв об услуге",product_info
"Я бы хотел сделать перевод, где я мог бы сделать это",payment_refund
Могу ли я закрыть платиновый аккаунт?,account
Могу ли я разместить заказ из дели?,delivery
"Мне не нужен мой профиль, мне нужна помощь, чтобы его закрыть.",account
Мне нужна помощь в информировании о проблемах с регистрацией,account
"Я хочу узнать больше о чертовой распродаже, не могли бы вы дать мне некоторую информацию?",promo_loyalty
"Помогите проверить, какие у меня способы доставки",delivery
поменять телефон,account
Нужна помощь в подаче иска потребителя,other
"Эхо, я получал письма от матери?",general_info
Хочу отправить обзор продукта,other
"Я ищу информацию о весенних распродажах, мне нужна помощь",promo_loyalty
Изменить информацию в бесплатном аккаунте,account
"Мне нужно вернуть товары из интернета, могу ли я это сделать",return_exchange
Помогите мне оставить отзыв о ваших услугах,product_info
"Один из купленных мной товаров был чертовски поврежден, могу ли я сообщить об этом?",return_exchange
Можете ли вы помочь мне увидеть принятые вами способы оплаты?,payment_refund
"Я хочу удалить товар из корзины, как мне это сделать?",product_info
"Я хотел бы отправить жалобы на продукт, не могли бы мне помочь",other
"Я ищу информацию о статусе моего возмещения, где я могу его получить",payment_refund
"Помощь в проверке, когда придет моя статья",delivery
"Хочу найти магазин, как мне это сделать?",general_info
"Как проверить, в какое время я могу связаться со службой поддержки клиентов?",general_info
"Мне нужно отменить заказ, как я могу это сделать?",order_status
как активировать купон,promo_loyalty
Я ищу информацию о твоем чертовом процессе возврата.,return_exchange
У меня проблемы с отправкой дополнительного адреса доставки,delivery
доставка курьером,delivery
Могу ли я использовать твое приложение,technical_issue
Где я могу получить информацию о продукте,product_info
"Мне нужна информация о чертовом товаре в магазине, где я могу его получить",return_exchange
когда доставят,order_status
"Я ищу информацию о следующих чертовых распродажах, где я могу ее получить",promo_loyalty
Я пытаюсь отредактировать покупку 7vyz8kup,order_status
Я не получил подтверждение платежа. помогите мне сообщить о чертовой проблеме с оплатой.,payment_refund
"Я бы соврал, чтобы узнать больше о зимних распродажах, найти некоторую информацию",promo_loyalty
"Некоторые предметы сломаны, вы поможете мне сообщить о них?",return_exchange
"Я хочу сообщить о чертовски неправильных товарах, мне нужна помощь",return_exchange
"Мне нужно потребовать возврат средств, где я могу это сделать?",return_exchange
"Товар, который я получил, был раздавлен. не могли бы вы помочь мне сообщить об этом?",return_exchange
"Приложение не работает на моем мобильном телефоне, не могли бы вы помочь мне сообщить о проблеме?",technical_issue
"Помогите проверить, когда придет моя покупка",delivery
Я хотел бы оплатить дебетовой картой,payment_refund
Хочу подать жалобу потребителя на вашу организацию,other
"Мне нужно подать жалобу, могу ли я получить помощь?",other
"Я не знаю, как мне поговорить со службой поддержки клиентов",general_info
войти в личный кабинет,account
"Я потерял пароль, восстанови его",account
Название pda: как долго до xxxx airives на станции xxxxxxx,delivery
"Как сообщить о чертовски дефектном товаре, который я получил",product_info
Я забыл включить товар в покупку 7wgekza5,order_status
"Я хочу удалить товары из корзины, как мне это сделать?",product_info
"Я ищу информацию о продажах, могу ли я получить помощь?",promo_loyalty
"Мне нужно удалить предмет из аккаунта, где мне это сделать",product_info
Объясни мне о роке!,general_info
Где мне обменять эту чертову вещь,return_exchange
"Мне нужно совершить платежи, где это сделать?",payment_refund
"Я не могу вспомнить pin-код своего профиля, как его сбросить?",account
"Я ищу информацию о зимних распродажах, могу ли я получить помощь?",promo_loyalty
не могу добавить в корзину,technical_issue
"Помогите мне понять, в каких случаях я могу потребовать вернуть свои деньги",payment_refund
"Мне нужна информация о часах работы вашего магазина, где я могу ее найти?",general_info
"Некоторые предметы чертовски повреждены, как мне сообщить о них?",return_exchange
Поговорить со службой поддержки клиентов,general_info
"Я ищу информацию о чертовом продукте, могу ли я получить помощь?",product_info
Мне нужна информация о продажах,promo_loyalty
Жду скидку 10 долларов,payment_refund
когда появится в наличии,product_info
"Мне нужно воспользоваться твоим чертовым мобильным приложением, где я могу это сделать?",technical_issue
"Мне нужно воспользоваться твоим чертовым мобильным приложением, как мне это сделать?",technical_issue
"Приложение не работает на моем компьютере, помогите мне сообщить о чертовой проблеме",technical_issue
Нужна помощь в проверке комиссий за снятие средств,order_status
"Я ищу информацию о чертовой распродаже, где ее найти?",promo_loyalty
"Мне нужно обменять заказ, который я купил, помогите мне",return_exchange
Где я могу обменять этот товар?,return_exchange
Куда мне снова подать жалобу клиента на вашу компанию?,other
"Я хотел бы подтвердить наличие товаров в магазине, мне нужна помощь",product_info
"Нужно просмотреть мою историю покупок, вы мне поможете",account
Можно ли отменить заказ после его размещения?,order_status
Ответь на письмо кристи и скажи спасибо большое.,general_info
Я хотел бы узнать больше о чертовых распродажах.,promo_loyalty
"Я хочу проверить срок доставки, как мне это сделать?",delivery
Показать стоимость акций гуга,product_info
"Я заказал чертову вещь и не получил счет, помогите мне ее скачать",payment_refund
"Я не получил свой заказ, как я могу сообщить о проблемах с доставкой",delivery
"Я ищу информацию о дате доставки моей покупки, мне нужна помощь",delivery
"Я хотел бы сообщить о чертовой технической проблеме, могу ли я получить помощь?",technical_issue
Я не могу перейти на стандартную учетную запись,account
Можно ли вернуть некоторые вещи в магазин?,return_exchange
"Я хочу использовать ваше мобильное приложение, где я могу это сделать?",technical_issue
Как мне купить через ваше мобильное приложение?,technical_issue
"Сайт не работает на моем mac, мне нужно сообщить об ошибке",technical_issue
"Хочу добавить товары в корзину, где мне это сделать?",product_info
"Мне нужно посмотреть варианты доставки, как мне это сделать",delivery
"Мобильное приложение не работает, могу ли я сообщить об ошибке?",technical_issue
"Я хотел бы посмотреть, где моя посылка, как я могу это сделать?",order_status
"Мне нужна помощь, чтобы подать иск",other
Нужна помощь в открытии премиум-аккаунта,account
Мне нужно посмотреть часы работы твоего чертового магазина. могу ли я получить помощь?,general_info
"Хочу знать о чертовых расходах на пересылку, найдешь ли ты какую-нибудь информацию?",delivery
Могу ли я изменить заказ l9b16c1s,order_status
"Мне нужно проверить, в какое время я могу обратиться в службу поддержки клиентов",general_info
"Я не знаю, как я могу отправить отзыв о вашей компании.",product_info
"Я не понимаю, мне нужно поговорить с человеком",other
"Мне нужно проверить, в каких случаях я могу запросить возврат средств",payment_refund
"Я хотел бы использовать ваше мобильное приложение, не могли бы вы мне помочь?",technical_issue
Что было самыми длинными зданиями в мире,general_info
"Мой пароль взломали, я не хочу его восстанавливать",account
"Мне не хочется видеть время доставки моего заказа, как я могу это сделать?",delivery
скидки,promo_loyalty
Не могли бы вы дать мне информацию о распродажах?,promo_loyalty
Мне нужна помощь в разговоре с агентом-человеком,other
"Мне нужно вернуть товар, который я купил в магазине, где я могу это сделать",return_exchange
"Мне нужно вернуть в магазин товар, который я купил в интернете. вы мне поможете?",return_exchange
"Я хотел бы отменить заказ, вы можете мне помочь?",order_status
"Мне нужно вернуть товар онлайн, как я могу это сделать",return_exchange
"Я хотел бы вернуть товар онлайн, могу ли я получить помощь?",return_exchange
Вопрос об отмене покупки a8ylxaxu,order_status
Проблема с вводом вторичного адреса доставки,delivery
Есть ли какие-нибудь письма с 4 часов вечера?,general_info
Я ищу информацию о продажах. не могли бы вы мне помочь?,promo_loyalty
Не могли бы вы дать мне информацию о зимних распродажах?,promo_loyalty
"Привет, у меня есть новые письма.",general_info
Я хотел бы узнать больше о чертовых весенних распродажах. можете ли вы дать мне некоторую информацию?,promo_loyalty
"Моя посылка прибыла чертовски поврежденной, не могли бы вы помочь мне сообщить об этом?",return_exchange
"Я хочу увидеть наличие товара, мне нужна помощь",product_info
когда вернут деньги,payment_refund
"Я хочу воспользоваться твоим чертовым приложением, могу ли я получить помощь?",technical_issue
"Продукт, который я купил, работает правильно, могу ли я сообщить о проблеме с продуктом",product_info
"Я хочу позвонить в чертову службу поддержки клиентов, как я могу это сделать?",general_info
Можешь ли ты помочь мне вернуть товар онлайн?,return_exchange
"Я заплатил 10 долларов за этот товар, пытаюсь получить скидку",payment_refund
"Мне нужно обменять товар в магазине, как я могу это сделать",return_exchange
"Мне нужна помощь, чтобы отправить отзыв о нашей компании",product_info
"Мое впечатление от вас было ужасным, подайте жалобу",other
[валюта: доллары сша] к евро,payment_refund
Не могли бы помочь мне проверить наличие товаров в магазине,product_info
Мне нужно воспользоваться твоим чертовым мобильным папой.,technical_issue
"Мне нужно сообщить о чертовой неполной доставке, помогите мне",delivery
"Веб-сайт не работает на моем mac, мне нужна помощь, чтобы сообщить о проблеме",technical_issue
Помоги мне отследить мою чертову доставку,order_status
Как я могу использовать ваше приложение,technical_issue
"Я хочу воспользоваться твоим чертовым мобильным приложением, как я могу это сделать?",technical_issue
"Мне нужно использовать твое мобильное приложение, как я мог это сделать?",technical_issue
"Я вас не понимаю, мне нужна помощь, чтобы поговорить с оператором",other
"Я ищу информацию о чертовых распродажах, помогите мне",promo_loyalty
"Мне нужна учетная запись пользователя, можешь помочь мне ее создать?",account
Помощь в получении возмещения,payment_refund
Ошибка при настройке моего дополнительного адреса доставки,delivery
"Нужно посмотреть часы работы вашего магазина, где это сделать",general_info
"Мне нужно проверить наличие товаров в магазине, могу ли я получить помощь?",product_info
Как мне получить возврат денег?,payment_refund
Как пользоваться вашим мобильным приложением?,technical_issue
Cn я могу разместить заказ из дели?,delivery
Возникла проблема с изменением адреса доставки,delivery
Даст мне информацию о часах работы,general_info
"Мне нужно проверить наличие товара, пожалуйста, помогите мне",product_info
Как обменять купленные мной товары?,return_exchange
есть скидки?,promo_loyalty
"Мне нравится информация о следующих чертовых распродажах, где я могу ее получить",promo_loyalty
"Нужна помощь, оставив отзыв об услуге",product_info
"Хочу отправить жалобу, мне нужна помощь",other
Я ищу информацию о чертовых весенних распродажах,promo_loyalty
"Я не получил свою посылку, мне нужна помощь в сообщении о проблемах с доставкой.",delivery
Хочу сообщить об ошибках продукта,product_info
Я хочу знать больше о следующих распродажах,promo_loyalty
"Я не знаю, что мне нужно сделать, чтобы заказать некоторые статьи.",order_status
Мне нужна помощь в составлении потребительской претензии,other
"Моя доставка неправильная, я хочу сообщить об этом",return_exchange
"Мне нужно использовать ваше мобильное приложение, помогите мне.",technical_issue
"Моя посылка не укомплектована, как я могу сообщить об отсутствующем товаре?",delivery
Мне нужна помощь в отмене покупки dv6lzg49,order_status
"Мне нужна информация о следующих распродажах, где я могу ее получить?",promo_loyalty
"Мне нужна информация о чертовых зимних распродажах, где я могу ее получить",promo_loyalty
"Мне нужно предложить чертову идею, как сделать продукт лучше, не мог бы ты мне помочь",other
"Где я могу посмотреть, какие способы доставки доступны?",delivery
"Приложение не работает на моем мобильном телефоне, могу ли я сообщить об этой чертовой проблеме?",technical_issue
бесплатная доставка,delivery
юридический адрес,general_info
"Мне не нужно разговаривать со службой поддержки, где мне это сделать?",general_info
"Мне не нужен мой последний предмет, отмени заказ b6w0l0l8",order_status
"Напиши саре, если она сегодня свободна на завтрак.",general_info
"Мне нужно изменить свой заказ, прежде чем использовать его, мне нужна помощь",order_status
"Мне нужна учетная запись, мне нужна помощь в ее создании",account
"Ищу информацию о следующих распродажах, мне нужна помощь",promo_loyalty
"Мне нужна помощь, чтобы отменить продукт",order_status
"Кто-то взломал мой профиль, мне нужна помощь, чтобы восстановить пароль",account
Можете ли вы помочь мне указать новый адрес доставки?,delivery
"Я хотел бы проверить историю заказов, как это сделать?",account
ничего не работает на сайте,technical_issue
"Мне нужно проверить твои часы работы, как это сделать?",general_info
цена товара,product_info
"Мне нужно подать жалобу на товар, могу ли я получить помощь?",other
"Мне нужно отправить отзыв о продукте, могу ли я получить помощь?",other
"Хочу узнать больше о следующих чертовых распродажах, давай найдём какую-нибудь информацию",promo_loyalty
Могу ли я удалить товар из корзины,product_info
"Моя доставка была задержана, мне нужна помощь, чтобы сообщить о проблемах с доставкой",delivery
Нужно поискать счет от джона,payment_refund
"Нужно отправить обратный заказ, не могли бы вы мне помочь?",return_exchange
"Мне нужно изменить свою учетную запись, где это сделать",account
"Я не знаю, как я могу получить денежную компенсацию",payment_refund
"Мне нужно проверить чертову стоимость доставки, помогите мне.",delivery
"Я хочу проверить, где моя посылка",order_status
Мне нужна информация о вашей политике возврата средств. можете ли вы мне помочь?,payment_refund
"Я не знаю, как отказаться от подписки на новостную рассылку вашей компании",account
"Мой продукт не работает так, как указано. помогите мне сообщить о проблеме с продуктом.",product_info
хочу оставить отзыв,other
Можно ли заказать из дели?,delivery
"Мне нужно отследить свою посылку, где я могу это сделать",order_status
Ищу информацию о сроках доставки,delivery
"Мне нужна информация о часах работы вашего магазина, где я могу ее получить?",general_info
Не могли бы вы помочь мне увидеть чертову дату доставки?,delivery
Я хочу знать дату доставки моего заказа,delivery
Я хочу отправить обратно чертову вещь. не могли бы вы мне помочь?,return_exchange
"Я хотел бы предложить идеи по улучшению продукта, где мне это сделать?",other
"Мобильное приложение не работает на моем компьютере, помогите мне сообщить о проблеме",technical_issue
Хочу помочь поговорить с человеком,other
Хочу узнать больше о продажах,promo_loyalty
"Мне нужно с кем-нибудь поговорить, как мне это сделать?",other
"Мобильное приложение не работает на моем устройстве, мне нужна помощь, чтобы сообщить об ошибке",technical_issue
"Я хотел бы закрыть свою учетную запись, могу ли я получить помощь?",account
Не могу добавить товар в заказ cs7q7mw4,order_status
"Один из заказанных мной товаров был чертовски поврежден во время отправки, мог бы сообщить об этом",return_exchange
Сколько иен за каждый доллар,payment_refund
Просьба представить географическую информацию о x.,general_info
"Мне нужна помощь, чтобы удалить мою чертову учетную запись пользователя",account
Можно ли сделать заказ из дели?,delivery
"Мне нужно отправить предложения, мне нужна помощь",other
"Нужно поговорить с чертовой службой поддержки, где мне это сделать?",general_info
"Я хотел бы узнать часы работы вашего магазина, это мне поможет.",general_info
"Мне нужно оставить комментарий, где это сделать",other
"Я бы хотел отправить заказ обратно, ты мне поможешь?",return_exchange
Обновить информацию на счете platinum,account
отстой,other
обмен товара,return_exchange
"Мне нужна помощь, чтобы сообщить об ошибке при онлайн-платеже",payment_refund
"Я хотел бы узнать больше о следующих распродажах, могу дать мне некоторую информацию",promo_loyalty
Нужна помощь в отмене заказа dq0drmyz,order_status
Удалить товар из покупки 2tbysyja,order_status
Какова цена amd на фондовом рынке?,product_info
Когда поезд f сегодня поедет?,delivery
"Я хотел бы найти ближайший магазин, не могли бы вы мне помочь?",general_info
"Я хочу посмотреть, сколько времени потребуется, чтобы прибыть росистая доставка.",delivery
"Мобильное приложение не работает на моем компьютере, как мне сообщить о проблеме",technical_issue
Я не могу оплатить заказ 1cmfs82g,order_status
"Я потерял свой пароль, я хочу его восстановить",account
Помогите поговорить с помощником,other
Где вокзал?,delivery
"Я бы хотел открыть счет, могу ли я получить помощь",account
"Мне нужно вернуть в магазин товар, который я купил в интернете. могу ли я получить помощь?",return_exchange
Видя плату за прекращение,order_status
"Мой аккаунт украли, не могли бы вы помочь мне сбросить мой пароль?",account
Статус заказа 41t2ol87,order_status
"Я хочу использовать ваше приложение, как это сделать?",technical_issue
Могу ли я сообщить об ошибках при регистрации,account
Как я мог использовать твое мобильное приложение?,technical_issue
Мне нужна помощь с проверкой расчетного времени заказа qv9la5x1.,order_status
"Мне нужно обменять товар, который я купил в магазине ni store, как мне это сделать",return_exchange
"Я хочу решить проблемы с оплатой, могу ли я получить помощь?",payment_refund
Я хочу подать жалобу на вашу компанию,other
"Я хотел бы проверить статус моей замены, как мне это сделать?",order_status
Ищу счет от джона,payment_refund
"Мне нужна помощь, чтобы узнать, есть ли какие-либо новости о моем возмещении",payment_refund
Я хотел бы исправить свои личные данные. вы мне поможете?,account
Куда я могу подать жалобу клиента на вашу компанию,other
пришёл брак,return_exchange
"Я не знаю, как отменить заказ r7v7e9bp",order_status
"Я бы хотел проверить, где моя посылка, мне нужна помощь",order_status
Могу ли я увидеть статус покупки 4q5ld2of,order_status
"Мне нужно найти свою чертову посылку, как мне это сделать?",order_status
Можете ли вы помочь мне связаться со службой поддержки клиентов?,general_info
Мне нужно изменить данные моего аккаунта. не могли бы вы мне помочь?,account
Сколько времени на поезд из нью-йорка в покипси?,delivery
товар с дефектом,return_exchange
карта не принимается,payment_refund
"Я хочу отправить электронное письмо в службу поддержки клиентов, где мне это сделать?",general_info
Как проверить текущий статус заказа 4ld9rmti?,order_status
"Мне нужно посмотреть, сколько времени потребуется, чтобы прибыть посылка.",delivery
"Я ищу информацию о чертовых зимних распродажах, где я могу ее найти?",promo_loyalty
"Хочу помочь проверить, есть ли какие-либо новости о моем возврате средств",payment_refund
Я больше не могу позволить себе заказ dhgf2o0e,order_status
Я хотел бы узнать о твоих чертовых способах оплаты. могу найти некоторую информацию.,payment_refund
"Где проверить, когда придет мой товар?",delivery
"Я купил товар, но выбрал неправильный размер. как я могу изменить свой онлайн-заказ?",order_status
график работы,general_info
"Я хотел бы узнать больше о чертовой распродаже, найти некоторую информацию",promo_loyalty
Изменить информацию в аккаунте platinum,account
"Мне нужна помощь, чтобы позвонить в службу поддержки клиентов",general_info
"Кто-то взломал мой пароль, как мне его сбросить?",account
"Продукты в моей доставке неверны, помогите мне сообщить о них",return_exchange
