text,category
"Я бы соврал, чтобы узнать больше о зимних распродажах, найти некоторую информацию",promo_loyalty
Не могли бы вы дать мне информацию о продажах,promo_loyalty
Я хотел бы сообщить о чертовой проблеме с доставкой. могу ли я это сделать?,delivery
Дайте мне информацию о весенних распродажах,promo_loyalty
"Я не знаю, как отменить покупку k2zisu5r",order_status
"Я ищу информацию о офигенном товаре в магазине, где я могу его найти?",return_exchange
Проверьте доступные варианты доставки,delivery
Как мне купить несколько ваших товаров?,order_status
"Сайт не работает на моем телефоне, я хочу помочь сообщить о проблеме",technical_issue
Можешь помочь мне использовать платиновый профиль,account
"Я не могу заставить сайт работать на своем планшете, сообщите об ошибке",technical_issue
Сколько я получу за 100 мексиканских песо?,payment_refund
"Мне нужно найти ближайший ко мне магазин, как это сделать?",general_info
Мне нужно посмотреть часы работы твоего чертового магазина. могу ли я получить помощь?,general_info
"Я хотел бы оставить комментарий, могу ли я получить помощь?",other
"Я не могу создать пользователя, нужна помощь, сообщить о проблеме с регистрацией",account
"Мне нужно изменить свою учетную запись пользователя, где я могу это сделать?",account
"Я разместил заказ, помогите мне отменить его",order_status
"Можешь мне помочь узнать, когда прибудет мой товар?",delivery
"Я хотел бы оставить чертовски предложение, могу ли я получить помощь?",other
"Как мне узнать, в какое время доступна служба поддержки клиентов?",general_info
Где мне скачать твое приложение,technical_issue
"Можете ли вы помочь мне узнать, какие варианты оплаты вы принимаете?",payment_refund
"Мне нужно проверить дату доставки, мне нужна помощь",delivery
"Я не знаю, что мне нужно сделать, чтобы сообщить о проблемах с платежами",payment_refund
"Я по ошибке указал свой старый адрес, как я могу его обновить?",delivery
"Мне нужна информация о зимних распродажах, где ее можно найти?",promo_loyalty
Я хочу узнать больше об отмене подписки на рассылку новостей,account
"У меня есть комментарий о вашей компании, помогите мне его отправить.",other
Нужно отписаться от вашей рассылки,account
Как я могу отправить отзыв?,product_info
"Я хотел бы посмотреть, где находится мой заказ, где я могу его сделать?",order_status
Могу ли я использовать твое мобильное приложение?,technical_issue
"Какой-то предмет неправильный, помогите мне сообщить об этом",return_exchange
"Я бы хотел узнать о сроках доставки моего заказа, могу дать мне некоторую информацию.",delivery
Сколько у сша [валюта_источник: доллары] в 100 евро?,payment_refund
Помогите мне удалить товар из заказа a39tahvv,order_status
"Хочу зарегистрироваться, мне нужна помощь",account
Мне нужно отправить отзыв,other
"Я не понимаю, мне нужна помощь, чтобы поговорить с кем-то трахающимся",other
Перейти на платиновый аккаунт,account
"Мне нужно обменять предметы, где мне это сделать",return_exchange
"Мне нужно поговорить со службой поддержки, где я могу это сделать?",general_info
"Продукты в моей доставке неверны, помогите мне сообщить о них",return_exchange
"Мне нужно поговорить с чертовой службой поддержки, не могли бы мне помочь",general_info
"Нужно поговорить с агентом, где я могу это сделать",other
"Мне нужно проверить часы работы, где я могу это сделать",general_info
"Я не знаю, что мне нужно сделать, чтобы увидеть счет №37777.",payment_refund
"Хочу обменять купленный товар, помогите мне",return_exchange
"Продукт, который я получил, был раздавлен. не могли бы вы помочь мне сообщить об этом?",return_exchange
Мне нужно поменять артикул заказа ts30v8iu,order_status
"Хочу узнать больше о сроках доставки моей покупки, могу найти некоторую информацию",delivery
"У тебя есть номер телефона, чтобы связаться с чертовой службой поддержки клиентов?",general_info
"Мне нужна информация о чертовых распродажах, где я могу ее найти",promo_loyalty
"Мне нужно поискать гребаные магазины рядом со мной, мне нужна помощь.",general_info
Могу ли я поговорить со службой поддержки клиентов,general_info
"Я хотел бы получить чертову компенсацию, где я могу это сделать?",return_exchange
Могу ли я увидеть вашу политику возмещения?,payment_refund
"Сайт не работает на моем мобильном телефоне, могу ли я сообщить об ошибке?",technical_issue
"Я хотел бы узнать больше о чертовых продуктах, можете ли вы дать мне некоторую информацию?",product_info
"Я хочу сделать гребаные переводы, могу ли я получить помощь?",payment_refund
"Я купил товар, но выбрал неправильный цвет, можно ли изменить мой онлайн-заказ?",order_status
"Моя доставка была задержана, это поможет мне сообщить о проблемах с доставкой.",delivery
"Мне нужно изменить товар при покупке. febswkop, помогите мне.",order_status
Как сообщить об ошибках с оплатой,payment_refund
"Я хотел бы узнать больше о часах работы вашего чертового магазина, я дам мне некоторую информацию.",general_info
"Мне нужна информация о распродажах, где я могу ее получить?",promo_loyalty
"Мне нужна информация о весенних распродажах, где я могу ее найти?",promo_loyalty
Можно ли увидеть статус покупки lxev1o0n?,order_status
:: проверка валют,payment_refund
"Мне нужна информация о распродажах, как ее найти?",promo_loyalty
"Хочу поговорить со службой поддержки, мне нужна помощь",general_info
"У меня ошибка в моей учетной записи пользователя, как я могу ее обновить?",account
"Мне бы хотелось получить информацию о чертовых весенних распродажах, как мне ее найти?",promo_loyalty
Мне нужна помощь в сообщении о технической проблеме с мобильным приложением,technical_issue
"Мне нужно сообщить о проблеме на сайте, где мне это сделать",technical_issue
Название pda: во сколько xxxx прибудет хххх,delivery
"Я хотел бы проверить наличие чертовых товаров в магазине, как я могу это сделать?",product_info
"Я ищу информацию о весенних распродажах, не могли бы вы мне помочь?",promo_loyalty
"Я хочу оставить комментарий о вашем бренде, мне нужна помощь",other
"Я бы хотел сделать гребаные переводы, можешь мне помочь.",payment_refund
"Мне нужна информация о чертовом товаре в магазине, где я могу его получить",return_exchange
"Я хотел бы увидеть сроки доставки моего заказа, как это сделать?",delivery
"Мне нужно отследить свою посылку, где я могу это сделать",order_status
"Мне нужно вернуть деньги, как это сделать?",return_exchange
Я по ошибке ввел неправильный адрес,delivery
Где я могу обменять этот товар?,return_exchange
Помогите мне подать иск клиента против вашей компании,other
"Мне нужно отменить товар, где это сделать?",order_status
"Хочу проверить наличие товара в магазине, как я могу это сделать",product_info
"Я хотел бы подать гребаную жалобу, где я могу это сделать?",other
"Я не знаю, как оставить отзыв об услуге",product_info
- какова применимая плата за пересчет валют.,payment_refund
Мне нужна помощь в переходе на платиновый аккаунт,account
"Мне нужно посмотреть варианты доставки, как мне это сделать",delivery
Мне нужна помощь в отмене покупки dv6lzg49,order_status
"Я хочу знать о статусе моего возмещения, как я могу найти дополнительную информацию?",payment_refund
"Мне нужна помощь, чтобы отправить отзыв о ваших услугах",product_info
"Я бы хотел использовать ваше приложение, как я могу это сделать?",technical_issue
Хочу подать жалобу потребителя на вашу организацию,other
"Мне нужна помощь, чтобы узнать, когда прибудет моя посылка",delivery
Я хотел бы увидеть статус моего возврата. вы мне поможете?,payment_refund
"Мне нужно уведомить о долбаных проблемах с оплатой, где это сделать?",payment_refund
"Я хотел бы помочь со службой поддержки клиентов, которая могла бы мне помочь",general_info
"Хочу использовать твой azpp, где мне это сделать?",technical_issue
Помогите мне подать жалобу на вашу компанию,other
"Мой пароль украли, могу я его сбросить?",account
Помоги мне пообщаться с кем-нибудь,other
Мне нужно обменять товар в магазине.,return_exchange
"Нужно отправить идеи для продукта, где мне это сделать",other
"Мне нужна информация о чертовых зимних распродажах, где ее найти?",promo_loyalty
Я пытаюсь найти информацию о чертовых распродажах.,promo_loyalty
"Я не могу заставить приложение работать на моем мобильном телефоне, мне нужно сообщить о проблеме",technical_issue
Можно ли будет сесть на платиновый аккаунт,account
"Нужно проверить наличие товара, помогите мне",product_info
Мне нужна информация о вашей политике возврата,return_exchange
"Приложение не работает на моем устройстве, мне нужно сообщить о проблеме",technical_issue
"Я хотел бы увидеть статус моего возврата, где мне это сделать",payment_refund
Мне нужно указать новый адрес доставки,delivery
"Я не знаю, что делать, чтобы возбудить иск потребителя",other
"Что мне нужно сделать, чтобы получить компенсацию своих денег",payment_refund
"Я не доволен вашей работой, как мне предъявить претензию?",other
"Что мне нужно сделать, чтобы отменить заказ 4p0r3w0q",order_status
"Мне нужно воспользоваться твоим чертовым приложением, помоги мне.",technical_issue
"Мне нужно использовать ваше мобильное приложение, помогите мне.",technical_issue
"Мне нужно удалить товар из корзины, мне нужна помощь",product_info
"Я потерял счет от джона, пришли мне его.",payment_refund
"Я хотел бы узнать больше об этом чертовом продукте, можете ли вы дать мне некоторую информацию?",product_info
Мне нужно поговорить с кем-нибудь,other
"Мне нужно поговорить с человеком, как мне это сделать?",other
"Я хотел бы проверить чертову стоимость доставки, где я могу это сделать",delivery
"Я ищу информацию о продукте, как я могу ее найти?",product_info
"Я ищу счет, где я могу его найти?",payment_refund
Можешь ли ты дать мне информацию о продажах,promo_loyalty
"Что мне нужно сделать, чтобы купить несколько товаров?",order_status
"Хочу отправить отзыв о вашем бренде, как я могу это сделать",other
Сколько стоит $x...,payment_refund
"Я купил товар, но он мне не нужен, могу ли я отменить заказ",order_status
"Я не могу заставить сайт работать на своем планшете, могу ли я сообщить о проблеме",technical_issue
"Мне нужна информация о товаре в магазине, где я могу ее получить?",return_exchange
"Я хочу поговорить со службой поддержки, вы можете мне помочь?",general_info
Я стараюсь оставлять свой отзыв,product_info
"Я хочу проверить срок доставки, как мне это сделать?",delivery
"Я не знаю, как подать жалобу клиента",other
Как я могу получить информацию о следующих гребаных распродажах?,promo_loyalty
"Я бы хотел вернуть товар онлайн, где мне это сделать?",return_exchange
"Я не знаю, что делать, чтобы потребовать возврат денег.",payment_refund
Переключить продукт заказа 8хвобздс,order_status
"Мобильное приложение не работает на моем мобильном телефоне, могу ли я сообщить об ошибке",technical_issue
"Хочу заплатить, можешь мне помочь",payment_refund
Мне нужна помощь с подпиской на рассылку новостей,account
"Хочу получить счет от джона, помоги мне",payment_refund
"Я хотел бы закрыть свою чертову учетную запись пользователя, как я могу это сделать?",account
Я ищу информацию о твоем чертовом процессе возврата.,return_exchange
"У меня есть отзыв, вы поможете мне его отправить?",other
"Я потерял свой пароль, я хочу его восстановить",account
"Мобильное приложение не работает, мне нужно попросить сообщить об этой чертовой ошибке",technical_issue
"Я хотел бы найти чертову стойку, мне нужна помощь",general_info
"Я хотел бы узнать больше о чертовых зимних распродажах, найдёте ли вы информацию?",promo_loyalty
"Мне нужно посмотреть, как скоро я смогу ожидать доставки",delivery
Где делл сейчас стоит на фондовом рынке?,product_info
"Мне нужно запросить возмещение, можете ли вы мне помочь?",return_exchange
"Я хотел бы увидеть наличие какого-то долбанного товара в магазине, где я могу это сделать?",product_info
Как посмотреть статус заказа 6ukqr40m,order_status
"Я хотел бы отправить идею продукта, как я могу это сделать?",other
Я пытаюсь увидеть статус заказа iupcku97.,order_status
"Я разместил онлайн-заказ, помогите мне его отменить",order_status
"Я купил товар, но выбрал не ту модель, можно ли обновить мой заказ?",order_status
Помощь в создании еще одной гребаной фримиум-аккаунта,account
Вы можете сказать мне обменный курс канадской валюты,payment_refund
"Мне нужно обменять товар в магазине, как я могу это сделать?",return_exchange
"Моя посылка была чертовски повреждена при доставке, можете ли вы сообщить об этом?",return_exchange
"Я ищу информацию о следующих распродажах, как я могу ее получить",promo_loyalty
"Хочу посмотреть часы работы твоего магазина, как мне это сделать?",general_info
"Мобильное приложение не работает на моем мобильном телефоне, помогите мне сообщить о проблеме",technical_issue
"Хочу использовать твое приложение, могу ли я получить помощь",technical_issue
"Я хотел бы узнать о чертовых продуктах, как я могу получить больше информации?",product_info
"Я ищу информацию о следующих распродажах, где я могу ее найти?",promo_loyalty
Я хотел бы сообщить о дефектах заказанного товара. можете ли вы мне помочь?,product_info
Как мне сделать перевод?,payment_refund
Где я могу найти информацию о чертовой стоимости доставки,delivery
Где проверить наличие товара в магазине?,product_info
"Мне нужно вернуть товар онлайн, могу ли я это сделать?",return_exchange
Помоги мне найти магазины рядом со мной,general_info
"Мне нужно найти магазин, как мне это сделать?",general_info
"Мне нужно связаться со службой поддержки, мне нужна помощь",general_info
"Мне хотелось бы узнать о чертовой дате доставки, как я могу получить дополнительную информацию?",delivery
"Мне нужна помощь, чтобы проверить, какие у меня есть способы доставки",delivery
"Сайт не работает на моем планшете, помогите, сообщите об ошибке",technical_issue
"Мне нужна помощь, чтобы представить чертову идею продукта",other
"Мне нужно отправить отзыв о продукте, как я мог это сделать?",other
"Пожалуйста, дайте мне подробности: 1 долл. сша = rs",payment_refund
Мне нужна помощь с открытием премиум-аккаунта,account
Мне нужна помощь в проверке наличия товара,product_info
"Мой пароль взломали, я не хочу его восстанавливать",account
"Я ищу информацию о дате доставки моей покупки, где я могу ее получить?",delivery
Время проверки поезда калки с станции джодпур в понедельник,delivery
"Мне нужна информация о часах работы вашего магазина, где я могу ее найти?",general_info
Есть ли у вас способ оставить отзыв о ваших услугах?,product_info
Помогите отправить отзыв о вашей продукции,product_info
"Я не знаю, что мне нужно сделать, чтобы поговорить с живым агентом",other
Не могли бы вы дать мне информацию о распродажах?,promo_loyalty
"Я хотел бы вернуть чертову вещь, вы можете мне помочь?",return_exchange
Открыть счет в титаниуме,account
"Мне нужно вернуть товар онлайн, где я могу это сделать?",return_exchange
"Мне нужно обменять чертову вещь, которую я купил в магазине, где мне это сделать",return_exchange
"Мне нужно создать учетную запись пользователя, мне нужна помощь",account
"Мне нужно обменять товар, могу ли я получить помощь?",return_exchange
Куда я могу сообщить о проблемах с онлайн-платежами,payment_refund
"Как сообщить о чертовски дефектном товаре, который я получил",product_info
"Мне нужна помощь, чтобы связаться со службой поддержки клиентов",general_info
"Я ищу информацию о твоих чертовых часах посещения магазинов, как я могу ее получить?",general_info
"Мне нужно увидеть дату доставки, вы мне поможете?",delivery
"Мне нужно узнать часы работы вашего магазина, помогите мне.",general_info
"Я хотел бы проверить наличие товаров онлайн, как это сделать?",product_info
"Мне нужна информация о продукте, где я могу ее найти?",product_info
"Я не знаю, как купить несколько статей",order_status
"Приложение не работает на моем мобильном телефоне, можно ли сообщить о проблеме",technical_issue
"Мне не нужен мой профиль, мне нужна помощь, чтобы его закрыть.",account
"Нужно удалить товары из корзины, можете мне помочь",product_info
Могу ли я добавить товар в корзину?,product_info
"Я хотел бы узнать о вашей гарантии возврата денег, дайте мне некоторую информацию",payment_refund
"Мне нужна помощь, чтобы вытащить вещи из корзины.",product_info
Где... находится?,general_info
Помогите мне купить несколько продуктов,order_status
Поддерживает попытку редактирования адреса,delivery
Я ожидаю скидку 10 долларов,payment_refund
"Мой заказ не завершен, я хотел бы сообщить о неполной доставке",delivery
Нужна помощь в подаче иска клиента против вашей организации,other
"Я бы хотел сменить свою чертову учетную запись, где мне это сделать?",account
"Мне нужно отменить пункт, где мне это сделать",order_status
Как я могу оставить отзыв о продукте,other
"Я бы хотел отменить элемент, как мне это сделать",order_status
Мне нужна помощь в составлении рекламации клиента,other
Можешь помочь мне поговорить с ассистентом?,other
"Мне нужна информация о стоимости доставки, как ее найти?",delivery
"Мне нужно посмотреть наличие какого-то товара в сети, где я могу это сделать?",product_info
Когда лучше всего отправиться в канаду?,delivery
Я хотел бы сообщить о проблемах с доставкой моего заказа. могу ли я получить помощь?,delivery
Можешь помочь мне сбросить мой пароль?,account
Мне нужна помощь в разговоре с агентом-человеком,other
Можешь помочь мне узнать час работы твоего магазина,general_info
"Нужно представить идеи по улучшению продукта, помогите мне",other
"Я не знаю, что мне нужно сделать, чтобы восстановить свой pin-код.",account
"Приложение не работает на моем устройстве, помогите мне сообщить о проблеме",technical_issue
"Мне нужно проверить время доставки моего заказа, помогите мне.",delivery
Исправление данных в про аккаунте,account
"Мне нужно обменять товар, который я купил онлайн, в магазине, где мне это сделать",return_exchange
"Я хотел бы узнать больше о распродажах, не могли бы вы найти какую-нибудь информацию?",promo_loyalty
Отследить заказ,order_status
Сколько австралийцев можно купить за один фунт стерлингов?,payment_refund
Мне нужна помощь в отказе от подписки на новостную рассылку вашей компании,account
Как исправить проблемы с онлайн оплатой,payment_refund
"Мне не нужен мой аккаунт, помогите мне его удалить.",account
"Я хочу узнать больше о следующих распродажах, можешь ли ты дать мне какую-нибудь информацию?",promo_loyalty
"Мне нужна информация о часах работы вашего магазина, как ее найти?",general_info
Могу ли я перейти на стандартный аккаунт?,account
"Хотелось бы узнать о стоимости рассылки, где можно получить дополнительную информацию?",delivery
Мне не нужно изменять свои личные данные,account
Как я могу найти информацию о очередных распродажах,promo_loyalty
Изменить данные в золотом аккаунте,account
Как перейти на золотой счет?,account
"Я хотел бы использовать ваше приложение, мне нужна помощь",technical_issue
"Я ищу информацию о чертовых весенних распродажах, как мне ее найти?",promo_loyalty
"Мне нужна информация о часах работы вашего магазина, где я могу ее получить?",general_info
"Я бы солгал, чтобы узнать больше о чертовых продажах, дай мне какую-нибудь информацию?",promo_loyalty
"Я не знаю, как отменить подписку на рассылку новостей",account
Где находится ближайший магазин,general_info
"Мой профиль взломали, мне нужна помощь в сбросе пароля",account
Могу ли я ввести свой дополнительный адрес доставки?,delivery
"Я хочу удалить товар из корзины, как мне это сделать?",product_info
"Мне нравится информация о чертовых зимних распродажах, где я могу ее получить",promo_loyalty
"Мне нужно увидеть дату покупки, как я могу это сделать",delivery
Когда дейви крокетт выжил и умер?,general_info
"Я хочу использовать ваше приложение, не могли бы вы мне помочь?",technical_issue
Как я могу купить через urwebsite,technical_issue
"Я не знаю, как мне проверить штрафы за увольнение",order_status
"Мне бы хотелось узнать больше о весенних распродажах, не могли бы вы дать мне некоторую информацию?",promo_loyalty
Где я мог подписаться на чертову корпоративную рассылку?,account
"Мне нужно обменять товар, который я купил онлайн, в магазине. как это сделать?",return_exchange
"Мне нужно поискать магазины рядом со мной, мне нужна помощь",general_info
"Я хотел бы увидеть время доставки, вы можете мне помочь?",delivery
Мне нужна помощь в просмотре платы за отмену,order_status
Помогите исправить порядок v9yh4y3k,order_status
"Мне нужна информация о твоем чертовом процессе возвращения, как я могу ее получить?",return_exchange
У вас есть бесплатный номер для связи со службой поддержки,general_info
Я хочу информацию о продажах,promo_loyalty
"Сайт не работает на моем компьютере, я хотел бы сообщить о проблеме",technical_issue
Я получил новые письма сегодня?,general_info
Помоги мне проверить часы работы твоего чертового магазина,general_info
"Я купил товар, но выбрал неправильный цвет, мне нужно обновить свой онлайн-заказ",order_status
"Нужна помощь, чтобы увидеть заказ knd8ptmn syatus",order_status
"Веб-сайт не работает на моем mac, мне нужна помощь, чтобы сообщить о проблеме",technical_issue
"Звоню, чтобы оставить отзыв о вашей продукции.",product_info
Как посмотреть статус заказа loty4sc9?,order_status
"Мне нужно использовать твое мобильное приложение, как я мог это сделать?",technical_issue
Мне нужна помощь с отправкой чертовых жалоб на продукт,other
"Я ищу информацию о чертовом товаре в магазине, помогите мне.",return_exchange
Нужна помощь в подаче иска потребителя,other
"Я не знаю, что делать, чтобы получить предмет",order_status
"Я хотел бы узнать о часах работы вашего чертового магазина, как мне получить дополнительную информацию?",general_info
"Мобильное приложение не работает на моем телефоне, могу ли я сообщить о проблеме?",technical_issue
"Хочу узнать больше о распродажах, могу дать мне некоторую информацию",promo_loyalty
Как я могу оставить отзыв о наших услугах,product_info
Проблемы с исправлением порядка wgfn46ey,order_status
"Я хочу связаться со службой поддержки клиентов, как мне это сделать?",general_info
Мне нужно поговорить с человеком,other
"Я ищу информацию о продуктах, которые могли бы мне помочь.",product_info
"Я ищу информацию о твоем чертовом процессе возвращения, где я могу ее получить?",return_exchange
"Я не понимаю, мне нужно поговорить с человеком",other
"Мне нужно запросить счет, могу ли я получить помощь",payment_refund
"Мне нужна помощь, чтобы отправить комментарий о вашем бренде",other
"Привет, у меня есть новые письма.",general_info
"Я не знаю, что делать, чтобы указать новый адрес доставки.",delivery
Как предъявить чертову претензию клиенту к вашему бизнесу?,other
"Хочу отправить жалобу, мне нужна помощь",other
"Хочу узнать больше о сроках доставки моей покупки, дашь мне некоторую информацию?",delivery
Мне нужно обменять купленный товар,return_exchange
"Я хочу найти магазин, где я могу это сделать?",general_info
Куда мне подать иск против вашего бизнеса,other
Как мне купить через ваше мобильное приложение?,technical_issue
Что было самыми длинными зданиями в мире,general_info
"Мне нужно посмотреть, сколько времени потребуется, чтобы прибыть посылка.",delivery
"Я хотел бы позвонить в службу поддержки клиентов, как я могу это сделать?",general_info
"Мне нужно подать жалобу на товар, могу ли я получить помощь?",other
Во сколько закрываются ваши магазины,general_info
"Я хотел бы поговорить с чертовым агентом-человеком, помогите мне.",other
"Я не помню свой пароль, помогите мне его сбросить",account
Как долго пройдёт путь от ньяка до коттеджа долина,delivery
"Я купил товар, но он мне не нужен, я не могу отменить этот заказ",order_status
"Мне нужно изменить мою личную информацию, помогите мне",account
Зарегистрироваться,account
"Мне нужно вернуть товар онлайн, как я могу это сделать",return_exchange
"Я хотел бы проверить наличие какого-то товара онлайн, как мне это сделать?",product_info
Время проверки 10887 поезда со станции луни во вторник,delivery
Обновить информацию на счете platinum,account
"Я хочу узнать, когда прибудет мой товар, мне нужна помощь",delivery
Где я могу найти информацию о следующих чертовых распродажах?,promo_loyalty
"Хочу использовать твое мобильное приложение, помоги мне",technical_issue
Помогите мне проверить чертову историю покупок,account
"Сайт не работает на моем мобильном телефоне, как мне сообщить об этой чертовой проблеме?",technical_issue
Как я могу найти информацию о следующих распродажах,promo_loyalty
"Сайт не работает на моем телефоне, я хочу сообщить о чертовой проблеме",technical_issue
Открыть стандартный счет для моего отца,account
Я хочу увидеть расчетное время моего заказа. не могли бы вы мне помочь?,order_status
"Мне нужна помощь, чтобы отправить предложения по продуктам",other
Могу ли я закрыть платиновый аккаунт?,account
Помогите получить мой счет №37777,payment_refund
"Я ищу информацию о следующих чертовых распродажах, ты мне поможешь?",promo_loyalty
"Я хотел бы узнать больше о следующих распродажах, ты дашь мне некоторую информацию?",promo_loyalty
Обменный курс от кад к доллару сша,payment_refund
"Товар, который я получил, неправильный, мне нужна помощь, чтобы сообщить об этом",return_exchange
"Где я могу проверить, когда прибудет моя посылка",delivery
"У меня не работает сайт на моем mac, помогите мне сообщить о чертовой проблеме.",technical_issue
"У меня есть отзыв о продукте, помогите, мистер, отправьте его",other
"Я хочу посмотреть, где мой груз, как я могу это сделать?",order_status
"Я ищу информацию о чертовых зимних распродажах, могу ли я получить помощь?",promo_loyalty
"Мне нужна помощь, чтобы узнать, где моя посылка",order_status
Помогите мне проверить комиссию за снятие средств,order_status
Как я могу отследить свой замененный товар?,order_status
"Я хотел бы сделать переводы, помогите мне",payment_refund
"Мне не хочется видеть время доставки моего заказа, как я могу это сделать?",delivery
"Моя карта не работает, мне нужно сообщить о чертовой проблеме с оплатой",payment_refund
Как посмотреть наличие товара онлайн?,product_info
Проверка счетов от джона,payment_refund
Мне нужно получить возмещение моих денег,payment_refund
Сколько стоит канадский доллар в сша?,payment_refund
"Мобильное приложение не работает на моем телефоне, я хочу сообщить о проблеме",technical_issue
Куда мне сообщить о проблемах с регистрацией,account
"Я хочу обменять товар, где я могу это сделать?",return_exchange
Сколько иен за каждый доллар,payment_refund
"Я бы хотел вернуть деньги, где мне это сделать?",return_exchange
"Мне нужно вернуть заказ онлайн, мне нужна помощь",return_exchange
"Хочу найти магазины в моем районе, могу ли я получить помощь",general_info
Я получаю чертову ошибку в приложении на своем телефоне. можете ли вы помочь мне сообщить об этом?,technical_issue
Где я могу проверить штраф за отмену,order_status
"Можно ли проверить, какие у меня способы доставки?",delivery
Заказ на обновление 8gxbriev,order_status
"Мне нужно вернуть товар, может мне поможет",return_exchange
"Я не знаю, как говорить с агентом человека",other
"Мне нужно использовать платиновый профиль, могу ли я получить помощь?",account
"Я хотел бы подать чертову жалобу на твой бренд, помоги мне.",other
"Мне нужно изменить мой онлайн-заказ, прежде чем отправлять его, не могли бы вы мне помочь?",order_status
Я больше не могу позволить себе заказ dhgf2o0e,order_status
"Я хотел бы поговорить со службой поддержки, где это сделать",general_info
Asxsistance получение вашего информационного бюллетеня,account
"Что мне нужно сделать, чтобы создать учетную запись titanium для моего отца",account
